Time(s)  FloatHeaveZ(m)  PlateHeaveZ(m)
308.380000 -0.786289 -21.580650
308.390000 -0.787519 -21.581044
308.400000 -0.788743 -21.581437
308.410000 -0.789961 -21.581829
308.420000 -0.791173 -21.582221
308.430000 -0.792379 -21.582612
308.440000 -0.793580 -21.583002
308.450000 -0.794774 -21.583391
308.460000 -0.795963 -21.583780
308.470000 -0.797147 -21.584168
308.480000 -0.798325 -21.584554
308.490000 -0.799498 -21.584940
308.500000 -0.800666 -21.585325
308.510000 -0.801829 -21.585709
308.520000 -0.802987 -21.586093
308.530000 -0.804141 -21.586475
308.540000 -0.805290 -21.586856
308.550000 -0.806434 -21.587236
308.560000 -0.807575 -21.587615
308.570000 -0.808711 -21.587993
308.580000 -0.809842 -21.588370
308.590000 -0.810970 -21.588746
308.600000 -0.812094 -21.589121
308.610000 -0.813215 -21.589495
308.620000 -0.814331 -21.589868
308.630000 -0.815445 -21.590239
308.640000 -0.816554 -21.590610
308.650000 -0.817661 -21.590979
308.660000 -0.818765 -21.591347
308.670000 -0.819865 -21.591713
308.680000 -0.820962 -21.592079
308.690000 -0.822057 -21.592443
308.700000 -0.823149 -21.592806
308.710000 -0.824238 -21.593168
308.720000 -0.825325 -21.593529
308.730000 -0.826410 -21.593888
308.740000 -0.827492 -21.594246
308.750000 -0.828572 -21.594602
308.760000 -0.829651 -21.594958
308.770000 -0.830727 -21.595312
308.780000 -0.831801 -21.595664
308.790000 -0.832874 -21.596015
308.800000 -0.833945 -21.596365
308.810000 -0.835014 -21.596713
308.820000 -0.836082 -21.597060
308.830000 -0.837149 -21.597406
308.840000 -0.838214 -21.597750
308.850000 -0.839278 -21.598093
308.860000 -0.840342 -21.598434
308.870000 -0.841404 -21.598774
308.880000 -0.842465 -21.599112
308.890000 -0.843526 -21.599449
308.900000 -0.844585 -21.599784
308.910000 -0.845644 -21.600118
308.920000 -0.846703 -21.600450
308.930000 -0.847761 -21.600781
308.940000 -0.848819 -21.601110
308.950000 -0.849876 -21.601438
308.960000 -0.850933 -21.601764
308.970000 -0.851990 -21.602089
308.980000 -0.853047 -21.602412
308.990000 -0.854103 -21.602733
309.000000 -0.855160 -21.603053
309.010000 -0.856217 -21.603372
309.020000 -0.857274 -21.603688
309.030000 -0.858331 -21.604003
309.040000 -0.859388 -21.604317
309.050000 -0.860446 -21.604629
309.060000 -0.861504 -21.604939
309.070000 -0.862562 -21.605248
309.080000 -0.863621 -21.605555
309.090000 -0.864680 -21.605860
309.100000 -0.865740 -21.606164
309.110000 -0.866800 -21.606466
309.120000 -0.867861 -21.606767
309.130000 -0.868923 -21.607066
309.140000 -0.869985 -21.607363
309.150000 -0.871048 -21.607658
309.160000 -0.872112 -21.607952
309.170000 -0.873176 -21.608244
309.180000 -0.874242 -21.608535
309.190000 -0.875308 -21.608824
309.200000 -0.876375 -21.609111
309.210000 -0.877443 -21.609396
309.220000 -0.878511 -21.609680
309.230000 -0.879581 -21.609962
309.240000 -0.880651 -21.610243
309.250000 -0.881722 -21.610521
309.260000 -0.882794 -21.610798
309.270000 -0.883867 -21.611074
309.280000 -0.884941 -21.611347
309.290000 -0.886016 -21.611619
309.300000 -0.887091 -21.611889
309.310000 -0.888168 -21.612158
309.320000 -0.889245 -21.612425
309.330000 -0.890323 -21.612690
309.340000 -0.891402 -21.612953
309.350000 -0.892482 -21.613215
309.360000 -0.893562 -21.613475
309.370000 -0.894643 -21.613733
309.380000 -0.895725 -21.613990
309.390000 -0.896808 -21.614245
309.400000 -0.897891 -21.614498
309.410000 -0.898975 -21.614749
309.420000 -0.900059 -21.614999
309.430000 -0.901144 -21.615247
309.440000 -0.902230 -21.615493
309.450000 -0.903316 -21.615738
309.460000 -0.904402 -21.615981
309.470000 -0.905488 -21.616222
309.480000 -0.906575 -21.616461
309.490000 -0.907662 -21.616699
309.500000 -0.908750 -21.616935
309.510000 -0.909837 -21.617169
309.520000 -0.910924 -21.617402
309.530000 -0.912012 -21.617633
309.540000 -0.913099 -21.617862
309.550000 -0.914186 -21.618090
309.560000 -0.915273 -21.618315
309.570000 -0.916359 -21.618540
309.580000 -0.917445 -21.618762
309.590000 -0.918531 -21.618983
309.600000 -0.919616 -21.619202
309.610000 -0.920701 -21.619419
309.620000 -0.921784 -21.619635
309.630000 -0.922867 -21.619849
309.640000 -0.923949 -21.620061
309.650000 -0.925030 -21.620272
309.660000 -0.926110 -21.620481
309.670000 -0.927188 -21.620688
309.680000 -0.928265 -21.620893
309.690000 -0.929341 -21.621097
309.700000 -0.930415 -21.621299
309.710000 -0.931488 -21.621500
309.720000 -0.932559 -21.621699
309.730000 -0.933627 -21.621896
309.740000 -0.934694 -21.622092
309.750000 -0.935759 -21.622286
309.760000 -0.936822 -21.622478
309.770000 -0.937882 -21.622668
309.780000 -0.938939 -21.622857
309.790000 -0.939994 -21.623045
309.800000 -0.941047 -21.623230
309.810000 -0.942096 -21.623414
309.820000 -0.943143 -21.623597
309.830000 -0.944186 -21.623777
309.840000 -0.945226 -21.623956
309.850000 -0.946262 -21.624134
309.860000 -0.947295 -21.624310
309.870000 -0.948325 -21.624484
309.880000 -0.949350 -21.624656
309.890000 -0.950372 -21.624827
309.900000 -0.951389 -21.624997
309.910000 -0.952402 -21.625164
309.920000 -0.953411 -21.625330
309.930000 -0.954415 -21.625495
309.940000 -0.955414 -21.625658
309.950000 -0.956408 -21.625819
309.960000 -0.957397 -21.625979
309.970000 -0.958381 -21.626137
309.980000 -0.959360 -21.626293
309.990000 -0.960333 -21.626448
310.000000 -0.961301 -21.626601
310.010000 -0.962262 -21.626753
310.020000 -0.963218 -21.626903
310.030000 -0.964167 -21.627051
310.040000 -0.965110 -21.627198
310.050000 -0.966046 -21.627343
310.060000 -0.966976 -21.627487
310.070000 -0.967899 -21.627629
310.080000 -0.968815 -21.627770
310.090000 -0.969723 -21.627909
310.100000 -0.970625 -21.628046
310.110000 -0.971518 -21.628182
310.120000 -0.972404 -21.628316
310.130000 -0.973282 -21.628449
310.140000 -0.974152 -21.628580
310.150000 -0.975014 -21.628709
310.160000 -0.975867 -21.628837
310.170000 -0.976712 -21.628964
310.180000 -0.977547 -21.629089
310.190000 -0.978374 -21.629212
310.200000 -0.979192 -21.629334
310.210000 -0.980000 -21.629454
310.220000 -0.980799 -21.629572
310.230000 -0.981588 -21.629689
310.240000 -0.982367 -21.629805
310.250000 -0.983136 -21.629919
310.260000 -0.983895 -21.630031
310.270000 -0.984643 -21.630142
310.280000 -0.985381 -21.630251
310.290000 -0.986108 -21.630359
310.300000 -0.986824 -21.630465
310.310000 -0.987529 -21.630570
310.320000 -0.988223 -21.630673
310.330000 -0.988905 -21.630775
310.340000 -0.989575 -21.630875
310.350000 -0.990234 -21.630973
310.360000 -0.990880 -21.631070
310.370000 -0.991514 -21.631165
310.380000 -0.992136 -21.631259
310.390000 -0.992745 -21.631352
310.400000 -0.993341 -21.631442
310.410000 -0.993925 -21.631531
310.420000 -0.994495 -21.631619
310.430000 -0.995052 -21.631705
310.440000 -0.995595 -21.631790
310.450000 -0.996125 -21.631873
310.460000 -0.996641 -21.631954
310.470000 -0.997143 -21.632034
310.480000 -0.997631 -21.632112
310.490000 -0.998104 -21.632189
310.500000 -0.998563 -21.632265
310.510000 -0.999007 -21.632338
310.520000 -0.999436 -21.632410
310.530000 -0.999851 -21.632481
310.540000 -1.000250 -21.632550
310.550000 -1.000633 -21.632618
310.560000 -1.001001 -21.632683
310.570000 -1.001354 -21.632748
310.580000 -1.001690 -21.632811
310.590000 -1.002011 -21.632872
310.600000 -1.002315 -21.632932
310.610000 -1.002603 -21.632990
310.620000 -1.002875 -21.633046
310.630000 -1.003130 -21.633101
310.640000 -1.003368 -21.633155
310.650000 -1.003589 -21.633207
310.660000 -1.003793 -21.633257
310.670000 -1.003980 -21.633305
310.680000 -1.004150 -21.633353
310.690000 -1.004301 -21.633398
310.700000 -1.004436 -21.633442
310.710000 -1.004552 -21.633484
310.720000 -1.004651 -21.633525
310.730000 -1.004731 -21.633564
310.740000 -1.004793 -21.633602
310.750000 -1.004837 -21.633638
310.760000 -1.004862 -21.633672
310.770000 -1.004869 -21.633705
310.780000 -1.004857 -21.633736
310.790000 -1.004826 -21.633766
310.800000 -1.004776 -21.633794
310.810000 -1.004707 -21.633820
310.820000 -1.004619 -21.633845
310.830000 -1.004511 -21.633868
310.840000 -1.004384 -21.633890
310.850000 -1.004238 -21.633910
310.860000 -1.004072 -21.633928
310.870000 -1.003886 -21.633944
310.880000 -1.003680 -21.633959
310.890000 -1.003454 -21.633973
310.900000 -1.003208 -21.633984
310.910000 -1.002942 -21.633995
310.920000 -1.002656 -21.634003
310.930000 -1.002349 -21.634010
310.940000 -1.002022 -21.634015
310.950000 -1.001675 -21.634018
310.960000 -1.001307 -21.634020
310.970000 -1.000918 -21.634020
310.980000 -1.000509 -21.634018
310.990000 -1.000079 -21.634015
311.000000 -0.999627 -21.634010
311.010000 -0.999155 -21.634004
311.020000 -0.998662 -21.633995
311.030000 -0.998148 -21.633985
311.040000 -0.997613 -21.633974
311.050000 -0.997057 -21.633960
311.060000 -0.996479 -21.633945
311.070000 -0.995880 -21.633929
311.080000 -0.995260 -21.633910
311.090000 -0.994618 -21.633890
311.100000 -0.993955 -21.633868
311.110000 -0.993271 -21.633844
311.120000 -0.992565 -21.633819
311.130000 -0.991838 -21.633792
311.140000 -0.991089 -21.633763
311.150000 -0.990319 -21.633733
311.160000 -0.989527 -21.633700
311.170000 -0.988713 -21.633666
311.180000 -0.987878 -21.633630
311.190000 -0.987021 -21.633593
311.200000 -0.986143 -21.633554
311.210000 -0.985243 -21.633513
311.220000 -0.984322 -21.633470
311.230000 -0.983379 -21.633425
311.240000 -0.982414 -21.633379
311.250000 -0.981428 -21.633331
311.260000 -0.980420 -21.633281
311.270000 -0.979390 -21.633229
311.280000 -0.978339 -21.633176
311.290000 -0.977267 -21.633121
311.300000 -0.976173 -21.633064
311.310000 -0.975057 -21.633005
311.320000 -0.973920 -21.632944
311.330000 -0.972762 -21.632882
311.340000 -0.971582 -21.632818
311.350000 -0.970381 -21.632752
311.360000 -0.969159 -21.632684
311.370000 -0.967915 -21.632614
311.380000 -0.966651 -21.632543
311.390000 -0.965365 -21.632469
311.400000 -0.964058 -21.632394
311.410000 -0.962730 -21.632317
311.420000 -0.961381 -21.632239
311.430000 -0.960012 -21.632158
311.440000 -0.958621 -21.632076
311.450000 -0.957210 -21.631992
311.460000 -0.955778 -21.631906
311.470000 -0.954326 -21.631818
311.480000 -0.952853 -21.631728
311.490000 -0.951360 -21.631636
311.500000 -0.949846 -21.631543
311.510000 -0.948313 -21.631448
311.520000 -0.946759 -21.631351
311.530000 -0.945185 -21.631252
311.540000 -0.943591 -21.631151
311.550000 -0.941977 -21.631048
311.560000 -0.940344 -21.630944
311.570000 -0.938691 -21.630838
311.580000 -0.937019 -21.630729
311.590000 -0.935327 -21.630619
311.600000 -0.933616 -21.630508
311.610000 -0.931886 -21.630394
311.620000 -0.930137 -21.630278
311.630000 -0.928369 -21.630161
311.640000 -0.926583 -21.630041
311.650000 -0.924778 -21.629920
311.660000 -0.922954 -21.629797
311.670000 -0.921112 -21.629672
311.680000 -0.919252 -21.629546
311.690000 -0.917374 -21.629417
311.700000 -0.915478 -21.629287
311.710000 -0.913565 -21.629154
311.720000 -0.911633 -21.629020
311.730000 -0.909685 -21.628884
311.740000 -0.907719 -21.628746
311.750000 -0.905736 -21.628607
311.760000 -0.903736 -21.628465
311.770000 -0.901720 -21.628322
311.780000 -0.899686 -21.628176
311.790000 -0.897637 -21.628029
311.800000 -0.895571 -21.627880
311.810000 -0.893489 -21.627730
311.820000 -0.891391 -21.627577
311.830000 -0.889278 -21.627423
311.840000 -0.887149 -21.627266
311.850000 -0.885005 -21.627108
311.860000 -0.882846 -21.626948
311.870000 -0.880671 -21.626786
311.880000 -0.878482 -21.626623
311.890000 -0.876279 -21.626457
311.900000 -0.874061 -21.626290
311.910000 -0.871829 -21.626121
311.920000 -0.869582 -21.625950
311.930000 -0.867323 -21.625778
311.940000 -0.865049 -21.625603
311.950000 -0.862763 -21.625427
311.960000 -0.860463 -21.625249
311.970000 -0.858150 -21.625069
311.980000 -0.855825 -21.624887
311.990000 -0.853487 -21.624704
312.000000 -0.851137 -21.624519
312.010000 -0.848774 -21.624332
312.020000 -0.846400 -21.624143
312.030000 -0.844014 -21.623953
312.040000 -0.841617 -21.623761
312.050000 -0.839209 -21.623567
312.060000 -0.836790 -21.623371
312.070000 -0.834360 -21.623174
312.080000 -0.831920 -21.622975
312.090000 -0.829469 -21.622774
312.100000 -0.827008 -21.622571
312.110000 -0.824538 -21.622367
312.120000 -0.822058 -21.622161
312.130000 -0.819568 -21.621954
312.140000 -0.817070 -21.621744
312.150000 -0.814563 -21.621533
312.160000 -0.812047 -21.621321
312.170000 -0.809522 -21.621106
312.180000 -0.806990 -21.620890
312.190000 -0.804450 -21.620673
312.200000 -0.801902 -21.620454
312.210000 -0.799346 -21.620233
312.220000 -0.796784 -21.620010
312.230000 -0.794214 -21.619786
312.240000 -0.791638 -21.619561
312.250000 -0.789055 -21.619334
312.260000 -0.786467 -21.619105
312.270000 -0.783872 -21.618874
312.280000 -0.781272 -21.618642
312.290000 -0.778666 -21.618409
312.300000 -0.776055 -21.618174
312.310000 -0.773439 -21.617938
312.320000 -0.770818 -21.617700
312.330000 -0.768193 -21.617460
312.340000 -0.765564 -21.617219
312.350000 -0.762930 -21.616977
312.360000 -0.760293 -21.616733
312.370000 -0.757653 -21.616487
312.380000 -0.755009 -21.616240
312.390000 -0.752363 -21.615992
312.400000 -0.749714 -21.615742
312.410000 -0.747062 -21.615491
312.420000 -0.744408 -21.615239
312.430000 -0.741752 -21.614985
312.440000 -0.739095 -21.614730
312.450000 -0.736436 -21.614473
312.460000 -0.733776 -21.614215
312.470000 -0.731115 -21.613956
312.480000 -0.728453 -21.613696
312.490000 -0.725791 -21.613434
312.500000 -0.723128 -21.613171
312.510000 -0.720466 -21.612906
312.520000 -0.717804 -21.612640
312.530000 -0.715143 -21.612374
312.540000 -0.712482 -21.612105
312.550000 -0.709822 -21.611836
312.560000 -0.707164 -21.611565
312.570000 -0.704507 -21.611294
312.580000 -0.701852 -21.611021
312.590000 -0.699200 -21.610747
312.600000 -0.696549 -21.610471
312.610000 -0.693901 -21.610195
312.620000 -0.691255 -21.609918
312.630000 -0.688613 -21.609639
312.640000 -0.685974 -21.609360
312.650000 -0.683338 -21.609079
312.660000 -0.680706 -21.608797
312.670000 -0.678078 -21.608514
312.680000 -0.675455 -21.608231
312.690000 -0.672835 -21.607946
312.700000 -0.670221 -21.607660
312.710000 -0.667611 -21.607373
312.720000 -0.665006 -21.607086
312.730000 -0.662407 -21.606797
312.740000 -0.659814 -21.606508
312.750000 -0.657226 -21.606217
312.760000 -0.654645 -21.605926
312.770000 -0.652069 -21.605634
312.780000 -0.649501 -21.605341
312.790000 -0.646939 -21.605047
312.800000 -0.644384 -21.604752
312.810000 -0.641837 -21.604457
312.820000 -0.639296 -21.604161
312.830000 -0.636764 -21.603864
312.840000 -0.634239 -21.603566
312.850000 -0.631723 -21.603268
312.860000 -0.629215 -21.602969
312.870000 -0.626715 -21.602669
312.880000 -0.624224 -21.602369
312.890000 -0.621742 -21.602068
312.900000 -0.619269 -21.601766
312.910000 -0.616806 -21.601464
312.920000 -0.614352 -21.601161
312.930000 -0.611908 -21.600858
312.940000 -0.609474 -21.600554
312.950000 -0.607050 -21.600249
312.960000 -0.604637 -21.599944
312.970000 -0.602234 -21.599639
312.980000 -0.599842 -21.599333
312.990000 -0.597461 -21.599026
313.000000 -0.595091 -21.598719
313.010000 -0.592733 -21.598412
313.020000 -0.590386 -21.598104
313.030000 -0.588051 -21.597796
313.040000 -0.585728 -21.597488
313.050000 -0.583417 -21.597179
313.060000 -0.581119 -21.596870
313.070000 -0.578833 -21.596561
313.080000 -0.576559 -21.596251
313.090000 -0.574299 -21.595941
313.100000 -0.572052 -21.595631
313.110000 -0.569817 -21.595321
313.120000 -0.567597 -21.595011
313.130000 -0.565390 -21.594700
313.140000 -0.563196 -21.594389
313.150000 -0.561017 -21.594078
313.160000 -0.558852 -21.593767
313.170000 -0.556701 -21.593456
313.180000 -0.554564 -21.593145
313.190000 -0.552442 -21.592833
313.200000 -0.550335 -21.592522
313.210000 -0.548243 -21.592211
313.220000 -0.546166 -21.591899
313.230000 -0.544104 -21.591588
313.240000 -0.542057 -21.591277
313.250000 -0.540026 -21.590965
313.260000 -0.538011 -21.590654
313.270000 -0.536012 -21.590343
313.280000 -0.534028 -21.590033
313.290000 -0.532061 -21.589722
313.300000 -0.530110 -21.589411
313.310000 -0.528176 -21.589101
313.320000 -0.526258 -21.588791
313.330000 -0.524356 -21.588481
313.340000 -0.522472 -21.588171
313.350000 -0.520605 -21.587862
313.360000 -0.518754 -21.587553
313.370000 -0.516921 -21.587244
313.380000 -0.515106 -21.586935
313.390000 -0.513307 -21.586627
313.400000 -0.511527 -21.586319
313.410000 -0.509764 -21.586012
313.420000 -0.508019 -21.585705
313.430000 -0.506292 -21.585399
313.440000 -0.504583 -21.585093
313.450000 -0.502893 -21.584787
313.460000 -0.501221 -21.584482
313.470000 -0.499567 -21.584177
313.480000 -0.497932 -21.583873
313.490000 -0.496315 -21.583570
313.500000 -0.494718 -21.583267
313.510000 -0.493139 -21.582965
313.520000 -0.491579 -21.582663
313.530000 -0.490038 -21.582362
313.540000 -0.488517 -21.582061
313.550000 -0.487015 -21.581762
313.560000 -0.485532 -21.581463
313.570000 -0.484069 -21.581164
313.580000 -0.482625 -21.580867
313.590000 -0.481201 -21.580570
313.600000 -0.479797 -21.580274
313.610000 -0.478412 -21.579978
313.620000 -0.477048 -21.579684
313.630000 -0.475704 -21.579390
313.640000 -0.474379 -21.579097
313.650000 -0.473075 -21.578805
313.660000 -0.471792 -21.578514
313.670000 -0.470528 -21.578224
313.680000 -0.469285 -21.577935
313.690000 -0.468063 -21.577646
313.700000 -0.466861 -21.577359
313.710000 -0.465680 -21.577072
313.720000 -0.464520 -21.576787
313.730000 -0.463380 -21.576503
313.740000 -0.462261 -21.576219
313.750000 -0.461163 -21.575937
313.760000 -0.460087 -21.575656
313.770000 -0.459031 -21.575376
313.780000 -0.457996 -21.575097
313.790000 -0.456983 -21.574819
313.800000 -0.455990 -21.574542
313.810000 -0.455019 -21.574266
313.820000 -0.454070 -21.573992
313.830000 -0.453142 -21.573718
313.840000 -0.452235 -21.573446
313.850000 -0.451350 -21.573176
313.860000 -0.450486 -21.572906
313.870000 -0.449644 -21.572638
313.880000 -0.448823 -21.572371
313.890000 -0.448024 -21.572105
313.900000 -0.447247 -21.571841
313.910000 -0.446492 -21.571578
313.920000 -0.445758 -21.571316
313.930000 -0.445047 -21.571055
313.940000 -0.444357 -21.570796
313.950000 -0.443689 -21.570539
313.960000 -0.443043 -21.570283
313.970000 -0.442419 -21.570028
313.980000 -0.441817 -21.569775
313.990000 -0.441237 -21.569523
314.000000 -0.440679 -21.569273
314.010000 -0.440143 -21.569024
314.020000 -0.439629 -21.568776
314.030000 -0.439137 -21.568531
314.040000 -0.438667 -21.568286
314.050000 -0.438220 -21.568044
314.060000 -0.437794 -21.567802
314.070000 -0.437391 -21.567563
314.080000 -0.437010 -21.567325
314.090000 -0.436651 -21.567089
314.100000 -0.436314 -21.566854
314.110000 -0.436000 -21.566621
314.120000 -0.435708 -21.566390
314.130000 -0.435438 -21.566160
314.140000 -0.435190 -21.565932
314.150000 -0.434964 -21.565706
314.160000 -0.434761 -21.565481
314.170000 -0.434580 -21.565258
314.180000 -0.434421 -21.565037
314.190000 -0.434284 -21.564818
314.200000 -0.434169 -21.564600
314.210000 -0.434077 -21.564385
314.220000 -0.434007 -21.564171
314.230000 -0.433959 -21.563958
314.240000 -0.433933 -21.563748
314.250000 -0.433929 -21.563540
314.260000 -0.433948 -21.563333
314.270000 -0.433988 -21.563128
314.280000 -0.434051 -21.562925
314.290000 -0.434136 -21.562725
314.300000 -0.434242 -21.562525
314.310000 -0.434371 -21.562328
314.320000 -0.434522 -21.562133
314.330000 -0.434695 -21.561940
314.340000 -0.434889 -21.561749
314.350000 -0.435106 -21.561559
314.360000 -0.435344 -21.561372
314.370000 -0.435605 -21.561186
314.380000 -0.435887 -21.561003
314.390000 -0.436191 -21.560822
314.400000 -0.436516 -21.560642
314.410000 -0.436863 -21.560465
314.420000 -0.437232 -21.560290
314.430000 -0.437623 -21.560117
314.440000 -0.438035 -21.559946
314.450000 -0.438469 -21.559777
314.460000 -0.438924 -21.559610
314.470000 -0.439400 -21.559445
314.480000 -0.439898 -21.559282
314.490000 -0.440417 -21.559121
314.500000 -0.440957 -21.558963
314.510000 -0.441519 -21.558806
314.520000 -0.442102 -21.558652
314.530000 -0.442705 -21.558500
314.540000 -0.443330 -21.558350
314.550000 -0.443976 -21.558203
314.560000 -0.444642 -21.558057
314.570000 -0.445330 -21.557914
314.580000 -0.446038 -21.557772
314.590000 -0.446767 -21.557634
314.600000 -0.447516 -21.557497
314.610000 -0.448286 -21.557362
314.620000 -0.449076 -21.557230
314.630000 -0.449887 -21.557100
314.640000 -0.450718 -21.556972
314.650000 -0.451569 -21.556847
314.660000 -0.452440 -21.556724
314.670000 -0.453332 -21.556603
314.680000 -0.454243 -21.556484
314.690000 -0.455174 -21.556367
314.700000 -0.456125 -21.556253
314.710000 -0.457096 -21.556142
314.720000 -0.458086 -21.556032
314.730000 -0.459095 -21.555925
314.740000 -0.460124 -21.555820
314.750000 -0.461173 -21.555717
314.760000 -0.462240 -21.555617
314.770000 -0.463326 -21.555519
314.780000 -0.464432 -21.555424
314.790000 -0.465556 -21.555331
314.800000 -0.466699 -21.555240
314.810000 -0.467861 -21.555151
314.820000 -0.469041 -21.555065
314.830000 -0.470240 -21.554981
314.840000 -0.471457 -21.554900
314.850000 -0.472692 -21.554821
314.860000 -0.473946 -21.554745
314.870000 -0.475217 -21.554670
314.880000 -0.476506 -21.554599
314.890000 -0.477813 -21.554529
314.900000 -0.479137 -21.554462
314.910000 -0.480478 -21.554397
314.920000 -0.481838 -21.554335
314.930000 -0.483214 -21.554275
314.940000 -0.484607 -21.554218
314.950000 -0.486017 -21.554163
314.960000 -0.487444 -21.554111
314.970000 -0.488888 -21.554060
314.980000 -0.490348 -21.554013
314.990000 -0.491824 -21.553967
315.000000 -0.493316 -21.553925
315.010000 -0.494825 -21.553884
315.020000 -0.496350 -21.553846
315.030000 -0.497890 -21.553811
315.040000 -0.499446 -21.553778
315.050000 -0.501017 -21.553747
315.060000 -0.502604 -21.553719
315.070000 -0.504205 -21.553693
315.080000 -0.505822 -21.553670
315.090000 -0.507454 -21.553649
315.100000 -0.509100 -21.553630
315.110000 -0.510760 -21.553614
315.120000 -0.512435 -21.553601
315.130000 -0.514125 -21.553589
315.140000 -0.515828 -21.553581
315.150000 -0.517545 -21.553575
315.160000 -0.519275 -21.553571
315.170000 -0.521019 -21.553569
315.180000 -0.522777 -21.553570
315.190000 -0.524547 -21.553574
315.200000 -0.526331 -21.553580
315.210000 -0.528127 -21.553588
315.220000 -0.529936 -21.553599
315.230000 -0.531757 -21.553612
315.240000 -0.533590 -21.553628
315.250000 -0.535436 -21.553646
315.260000 -0.537293 -21.553667
315.270000 -0.539162 -21.553690
315.280000 -0.541042 -21.553715
315.290000 -0.542934 -21.553743
315.300000 -0.544836 -21.553773
315.310000 -0.546750 -21.553806
315.320000 -0.548674 -21.553841
315.330000 -0.550609 -21.553878
315.340000 -0.552554 -21.553918
315.350000 -0.554509 -21.553960
315.360000 -0.556474 -21.554005
315.370000 -0.558449 -21.554052
315.380000 -0.560433 -21.554101
315.390000 -0.562426 -21.554153
315.400000 -0.564429 -21.554207
315.410000 -0.566440 -21.554264
315.420000 -0.568460 -21.554323
315.430000 -0.570489 -21.554384
315.440000 -0.572525 -21.554447
315.450000 -0.574570 -21.554513
315.460000 -0.576623 -21.554582
315.470000 -0.578683 -21.554652
315.480000 -0.580750 -21.554725
315.490000 -0.582825 -21.554800
315.500000 -0.584907 -21.554878
315.510000 -0.586995 -21.554958
315.520000 -0.589090 -21.555040
315.530000 -0.591191 -21.555125
315.540000 -0.593298 -21.555211
315.550000 -0.595412 -21.555300
315.560000 -0.597530 -21.555392
315.570000 -0.599654 -21.555485
315.580000 -0.601784 -21.555581
315.590000 -0.603918 -21.555679
315.600000 -0.606057 -21.555780
315.610000 -0.608201 -21.555882
315.620000 -0.610349 -21.555987
315.630000 -0.612501 -21.556094
315.640000 -0.614657 -21.556203
315.650000 -0.616816 -21.556314
315.660000 -0.618979 -21.556428
315.670000 -0.621145 -21.556544
315.680000 -0.623314 -21.556661
315.690000 -0.625486 -21.556781
315.700000 -0.627660 -21.556904
315.710000 -0.629836 -21.557028
315.720000 -0.632015 -21.557154
315.730000 -0.634195 -21.557283
315.740000 -0.636377 -21.557413
315.750000 -0.638560 -21.557546
315.760000 -0.640744 -21.557681
315.770000 -0.642929 -21.557817
315.780000 -0.645115 -21.557956
315.790000 -0.647301 -21.558097
315.800000 -0.649488 -21.558240
315.810000 -0.651674 -21.558385
315.820000 -0.653861 -21.558532
315.830000 -0.656046 -21.558681
315.840000 -0.658231 -21.558832
315.850000 -0.660416 -21.558984
315.860000 -0.662598 -21.559139
315.870000 -0.664780 -21.559296
315.880000 -0.666960 -21.559454
315.890000 -0.669138 -21.559615
315.900000 -0.671314 -21.559777
315.910000 -0.673488 -21.559941
315.920000 -0.675659 -21.560108
315.930000 -0.677827 -21.560275
315.940000 -0.679992 -21.560445
315.950000 -0.682154 -21.560617
315.960000 -0.684313 -21.560790
315.970000 -0.686468 -21.560965
315.980000 -0.688619 -21.561142
315.990000 -0.690766 -21.561321
316.000000 -0.692909 -21.561501
316.010000 -0.695047 -21.561683
316.020000 -0.697180 -21.561867
316.030000 -0.699309 -21.562053
316.040000 -0.701432 -21.562240
316.050000 -0.703550 -21.562429
316.060000 -0.705662 -21.562619
316.070000 -0.707769 -21.562811
316.080000 -0.709870 -21.563005
316.090000 -0.711964 -21.563200
316.100000 -0.714052 -21.563397
316.110000 -0.716133 -21.563595
316.120000 -0.718207 -21.563795
316.130000 -0.720275 -21.563997
316.140000 -0.722335 -21.564200
316.150000 -0.724388 -21.564404
316.160000 -0.726433 -21.564610
316.170000 -0.728470 -21.564817
316.180000 -0.730499 -21.565026
316.190000 -0.732520 -21.565236
316.200000 -0.734532 -21.565447
316.210000 -0.736536 -21.565660
316.220000 -0.738531 -21.565874
316.230000 -0.740517 -21.566090
316.240000 -0.742494 -21.566307
316.250000 -0.744461 -21.566525
316.260000 -0.746419 -21.566744
316.270000 -0.748367 -21.566965
316.280000 -0.750306 -21.567187
316.290000 -0.752234 -21.567410
316.300000 -0.754151 -21.567634
316.310000 -0.756059 -21.567859
316.320000 -0.757955 -21.568086
316.330000 -0.759841 -21.568313
316.340000 -0.761716 -21.568542
316.350000 -0.763580 -21.568772
316.360000 -0.765432 -21.569003
316.370000 -0.767273 -21.569235
316.380000 -0.769102 -21.569468
316.390000 -0.770920 -21.569702
316.400000 -0.772725 -21.569937
316.410000 -0.774519 -21.570173
316.420000 -0.776300 -21.570409
316.430000 -0.778068 -21.570647
316.440000 -0.779824 -21.570886
316.450000 -0.781568 -21.571125
316.460000 -0.783298 -21.571366
316.470000 -0.785016 -21.571607
316.480000 -0.786720 -21.571849
316.490000 -0.788411 -21.572092
316.500000 -0.790089 -21.572335
316.510000 -0.791753 -21.572580
316.520000 -0.793403 -21.572825
316.530000 -0.795039 -21.573070
316.540000 -0.796662 -21.573317
316.550000 -0.798270 -21.573564
316.560000 -0.799864 -21.573811
316.570000 -0.801444 -21.574060
316.580000 -0.803010 -21.574309
