Time (s)	ProteusDS (Lin)	InWave (Lin)	Marin (NLin)	NREL (CFD)	WavEC (Lin)	InWave+H (Lin)
18.63	-0.033957	0.000887432	-0.013232866	0.008374	-0.020900	-0.00577
18.64	-0.035238	-0.000459569	-0.014600222	0.007040	-0.022200	-0.00709
18.65	-0.036508	-0.001804398	-0.015963597	0.005708	-0.023600	-0.00841
18.66	-0.037766	-0.00314678	-0.017322717	0.004378	-0.024900	-0.00972
18.67	-0.039012	-0.004486442	-0.018677305	0.003050	-0.026300	-0.01103
18.68	-0.040247	-0.005823109	-0.020027089	0.001725	-0.027600	-0.01233
18.69	-0.041470	-0.007156512	-0.021371798	0.000404	-0.028900	-0.01362
18.7	-0.042680	-0.008486379	-0.022711162	-0.000915	-0.030300	-0.01491
18.71	-0.043878	-0.009812444	-0.024044913	-0.002230	-0.031600	-0.01619
18.72	-0.045063	-0.011134437	-0.025372785	-0.003540	-0.032900	-0.01747
18.73	-0.046235	-0.012452095	-0.026694515	-0.004847	-0.034100	-0.01874
18.74	-0.047393	-0.013765152	-0.028009841	-0.006150	-0.035400	-0.02
18.75	-0.048538	-0.015073346	-0.029318502	-0.007447	-0.036700	-0.02125
18.76	-0.049670	-0.016376416	-0.030620242	-0.008740	-0.037900	-0.0225
18.77	-0.050787	-0.017674104	-0.031914804	-0.010028	-0.039200	-0.02373
18.78	-0.051891	-0.018966152	-0.033201936	-0.011310	-0.040400	-0.02496
18.79	-0.052980	-0.020252303	-0.034481386	-0.012587	-0.041600	-0.02618
18.8	-0.054055	-0.021532306	-0.035752905	-0.013858	-0.042800	-0.02739
18.81	-0.055115	-0.022805907	-0.037016246	-0.015122	-0.044000	-0.0286
18.82	-0.056161	-0.024072858	-0.038271167	-0.016381	-0.045200	-0.02979
18.83	-0.057192	-0.025332909	-0.039517424	-0.017632	-0.046400	-0.03097
18.84	-0.058207	-0.026585816	-0.040754779	-0.018877	-0.047500	-0.03215
18.85	-0.059207	-0.027831334	-0.041982995	-0.020115	-0.048600	-0.03331
18.86	-0.060192	-0.029069223	-0.043201838	-0.021345	-0.049800	-0.03447
18.87	-0.061161	-0.030299242	-0.044411076	-0.022568	-0.050900	-0.03561
18.88	-0.062114	-0.031521154	-0.045610481	-0.023783	-0.052000	-0.03674
18.89	-0.063051	-0.032734725	-0.046799825	-0.024990	-0.053100	-0.03787
18.9	-0.063972	-0.033939722	-0.047978887	-0.026189	-0.054100	-0.03898
18.91	-0.064877	-0.035135915	-0.049147444	-0.027380	-0.055200	-0.04008
18.92	-0.065765	-0.036323076	-0.050305279	-0.028561	-0.056200	-0.04117
18.93	-0.066637	-0.037500979	-0.051452177	-0.029734	-0.057300	-0.04225
18.94	-0.067493	-0.038669402	-0.052587925	-0.030898	-0.058300	-0.04331
18.95	-0.068331	-0.039828124	-0.053712314	-0.032052	-0.059300	-0.04436
18.96	-0.069153	-0.040976927	-0.054825139	-0.033197	-0.060300	-0.04541
18.97	-0.069957	-0.042115597	-0.055926195	-0.034332	-0.061200	-0.04643
18.98	-0.070745	-0.04324392	-0.057015282	-0.035457	-0.062200	-0.04745
18.99	-0.071515	-0.044361687	-0.058092203	-0.036572	-0.063100	-0.04845
19	-0.072268	-0.045468691	-0.059156764	-0.037676	-0.064000	-0.04945
19.01	-0.073003	-0.046564727	-0.060208773	-0.038770	-0.064900	-0.05042
19.02	-0.073721	-0.047649593	-0.061248042	-0.039853	-0.065800	-0.05139
19.03	-0.074421	-0.048723091	-0.062274388	-0.040925	-0.066700	-0.05234
19.04	-0.075103	-0.049785025	-0.063287628	-0.041986	-0.067600	-0.05328
19.05	-0.075767	-0.050835202	-0.064287584	-0.043036	-0.068400	-0.0542
19.06	-0.076413	-0.051873431	-0.06527408	-0.044074	-0.069200	-0.05511
19.07	-0.077041	-0.052899526	-0.066246947	-0.045100	-0.070000	-0.056
19.08	-0.077650	-0.053913302	-0.067206014	-0.046115	-0.070800	-0.05689
19.09	-0.078241	-0.054914578	-0.068151117	-0.047117	-0.071600	-0.05775
19.1	-0.078814	-0.055903176	-0.069082094	-0.048107	-0.072300	-0.0586
19.11	-0.079368	-0.056878921	-0.069998787	-0.049085	-0.073100	-0.05944
19.12	-0.079904	-0.057841642	-0.070901042	-0.050050	-0.073800	-0.06026
19.13	-0.080420	-0.058791169	-0.071788706	-0.051003	-0.074500	-0.06107
19.14	-0.080918	-0.059727337	-0.072661632	-0.051942	-0.075200	-0.06186
19.15	-0.081397	-0.060649983	-0.073519676	-0.052869	-0.075800	-0.06264
19.16	-0.081858	-0.061558949	-0.074362697	-0.053782	-0.076500	-0.0634
19.17	-0.082299	-0.062454078	-0.075190557	-0.054682	-0.077100	-0.06415
19.18	-0.082721	-0.063335218	-0.076003124	-0.055568	-0.077700	-0.06488
19.19	-0.083125	-0.06420222	-0.076800265	-0.056441	-0.078300	-0.0656
19.2	-0.083509	-0.065054937	-0.077581856	-0.057300	-0.078900	-0.06629
19.21	-0.083874	-0.065893228	-0.078347773	-0.058145	-0.079400	-0.06698
19.22	-0.084220	-0.066716952	-0.079097897	-0.058975	-0.080000	-0.06765
19.23	-0.084547	-0.067525974	-0.079832112	-0.059792	-0.080500	-0.0683
19.24	-0.084854	-0.068320161	-0.080550306	-0.060594	-0.081000	-0.06893
19.25	-0.085143	-0.069099384	-0.081252371	-0.061382	-0.081500	-0.06955
19.26	-0.085412	-0.069863519	-0.081938202	-0.062155	-0.081900	-0.07015
19.27	-0.085662	-0.070612442	-0.082607698	-0.062914	-0.082400	-0.07074
19.28	-0.085893	-0.071346035	-0.083260763	-0.063657	-0.082800	-0.07131
19.29	-0.086104	-0.072064184	-0.083897302	-0.064386	-0.083200	-0.07186
19.3	-0.086297	-0.072766775	-0.084517226	-0.065099	-0.083600	-0.07239
19.31	-0.086470	-0.073453702	-0.085120449	-0.065798	-0.083900	-0.07291
19.32	-0.086624	-0.07412486	-0.085706888	-0.066481	-0.084300	-0.07341
19.33	-0.086760	-0.074780148	-0.086276466	-0.067148	-0.084600	-0.0739
19.34	-0.086875	-0.075419468	-0.086829107	-0.067801	-0.084900	-0.07437
19.35	-0.086972	-0.076042727	-0.08736474	-0.068437	-0.085200	-0.07482
19.36	-0.087050	-0.076649835	-0.087883298	-0.069058	-0.085500	-0.07525
19.37	-0.087109	-0.077240705	-0.088384719	-0.069663	-0.085800	-0.07567
19.38	-0.087149	-0.077815253	-0.088868941	-0.070253	-0.086000	-0.07607
19.39	-0.087170	-0.078373402	-0.08933591	-0.070826	-0.086200	-0.07645
19.4	-0.087172	-0.078915075	-0.089785573	-0.071384	-0.086400	-0.07681
19.41	-0.087155	-0.0794402	-0.090217882	-0.071925	-0.086600	-0.07716
19.42	-0.087120	-0.079948709	-0.090632793	-0.072450	-0.086700	-0.07749
19.43	-0.087066	-0.080440537	-0.091030264	-0.072959	-0.086900	-0.0778
19.44	-0.086993	-0.080915623	-0.091410259	-0.073452	-0.087000	-0.0781
19.45	-0.086902	-0.08137391	-0.091772746	-0.073929	-0.087100	-0.07838
19.46	-0.086793	-0.081815343	-0.092117694	-0.074389	-0.087200	-0.07864
19.47	-0.086665	-0.082239874	-0.092445077	-0.074832	-0.087200	-0.07888
19.48	-0.086519	-0.082647456	-0.092754875	-0.075259	-0.087300	-0.0791
19.49	-0.086354	-0.083038046	-0.093047069	-0.075670	-0.087300	-0.07931
19.5	-0.086171	-0.083411605	-0.093321645	-0.076064	-0.087300	-0.0795
19.51	-0.085971	-0.083768098	-0.093578593	-0.076442	-0.087300	-0.07968
19.52	-0.085752	-0.084107493	-0.093817905	-0.076802	-0.087300	-0.07983
19.53	-0.085516	-0.084429763	-0.094039578	-0.077146	-0.087200	-0.07997
19.54	-0.085261	-0.084734882	-0.094243614	-0.077474	-0.087200	-0.08009
19.55	-0.084989	-0.085022831	-0.094430017	-0.077785	-0.087100	-0.08019
19.56	-0.084700	-0.085293593	-0.094598794	-0.078078	-0.087000	-0.08028
19.57	-0.084393	-0.085547154	-0.094749958	-0.078356	-0.086900	-0.08035
19.58	-0.084068	-0.085783505	-0.094883524	-0.078616	-0.086700	-0.0804
19.59	-0.083726	-0.08600264	-0.094999512	-0.078860	-0.086600	-0.08043
19.6	-0.083368	-0.086204557	-0.095097943	-0.079086	-0.086400	-0.08045
19.61	-0.082992	-0.086389256	-0.095178845	-0.079296	-0.086200	-0.08045
19.62	-0.082599	-0.086556744	-0.095242248	-0.079489	-0.086000	-0.08043
19.63	-0.082189	-0.086707028	-0.095288184	-0.079666	-0.085800	-0.0804
19.64	-0.081763	-0.086840121	-0.095316693	-0.079825	-0.085500	-0.08035
19.65	-0.081320	-0.086956038	-0.095327813	-0.079968	-0.085200	-0.08028
19.66	-0.080861	-0.0870548	-0.095321591	-0.080094	-0.085000	-0.08019
19.67	-0.080386	-0.087136429	-0.095298073	-0.080203	-0.084700	-0.08009
19.68	-0.079895	-0.087200951	-0.095257311	-0.080296	-0.084300	-0.07997
19.69	-0.079387	-0.087248397	-0.09519936	-0.080371	-0.084000	-0.07984
19.7	-0.078864	-0.0872788	-0.095124279	-0.080430	-0.083700	-0.07969
19.71	-0.078326	-0.087292198	-0.095032128	-0.080473	-0.083300	-0.07952
19.72	-0.077771	-0.087288631	-0.094922975	-0.080499	-0.082900	-0.07933
19.73	-0.077202	-0.087268144	-0.094796886	-0.080508	-0.082500	-0.07913
19.74	-0.076617	-0.087230783	-0.094653935	-0.080500	-0.082100	-0.07891
19.75	-0.076018	-0.0871766	-0.094494197	-0.080476	-0.081600	-0.07868
19.76	-0.075403	-0.08710565	-0.09431775	-0.080436	-0.081200	-0.07843
19.77	-0.074774	-0.08701799	-0.094124677	-0.080379	-0.080700	-0.07816
19.78	-0.074131	-0.086913682	-0.093915063	-0.080306	-0.080200	-0.07788
19.79	-0.073473	-0.08679279	-0.093688996	-0.080217	-0.079700	-0.07758
19.8	-0.072802	-0.086655382	-0.093446568	-0.080111	-0.079200	-0.07726
19.81	-0.072116	-0.08650153	-0.093187875	-0.079989	-0.078700	-0.07693
19.82	-0.071417	-0.086331309	-0.092913014	-0.079851	-0.078100	-0.07659
19.83	-0.070704	-0.086144796	-0.092622087	-0.079697	-0.077600	-0.07623
19.84	-0.069978	-0.085942072	-0.092315198	-0.079527	-0.077000	-0.07585
19.85	-0.069238	-0.085723222	-0.091992455	-0.079341	-0.076400	-0.07546
19.86	-0.068486	-0.085488334	-0.091653969	-0.079139	-0.075800	-0.07506
19.87	-0.067721	-0.085237499	-0.091299851	-0.078921	-0.075200	-0.07463
19.88	-0.066943	-0.08497081	-0.090930221	-0.078688	-0.074600	-0.0742
19.89	-0.066153	-0.084688364	-0.090545196	-0.078439	-0.073900	-0.07375
19.9	-0.065351	-0.084390262	-0.090144899	-0.078175	-0.073200	-0.07328
19.91	-0.064537	-0.084076606	-0.089729456	-0.077895	-0.072600	-0.0728
19.92	-0.063711	-0.083747504	-0.089298995	-0.077600	-0.071900	-0.07231
19.93	-0.062874	-0.083403065	-0.088853646	-0.077290	-0.071200	-0.0718
19.94	-0.062025	-0.083043401	-0.088393544	-0.076965	-0.070400	-0.07128
19.95	-0.061165	-0.082668627	-0.087918824	-0.076624	-0.069700	-0.07075
19.96	-0.060294	-0.082278861	-0.087429626	-0.076269	-0.069000	-0.0702
19.97	-0.059413	-0.081874224	-0.086926093	-0.075899	-0.068200	-0.06963
19.98	-0.058521	-0.081454841	-0.086408367	-0.075515	-0.067400	-0.06906
19.99	-0.057619	-0.081020838	-0.085876597	-0.075115	-0.066700	-0.06847
20	-0.056707	-0.080572344	-0.085330932	-0.074702	-0.065900	-0.06787
20.01	-0.055785	-0.080109492	-0.084771525	-0.074274	-0.065100	-0.06725
20.02	-0.054853	-0.079632417	-0.084198529	-0.073832	-0.064200	-0.06662
20.03	-0.053913	-0.079141256	-0.083612102	-0.073375	-0.063400	-0.06598
20.04	-0.052963	-0.07863615	-0.083012403	-0.072905	-0.062600	-0.06533
20.05	-0.052004	-0.078117242	-0.082399595	-0.072421	-0.061700	-0.06467
20.06	-0.051037	-0.077584676	-0.08177384	-0.071924	-0.060800	-0.06399
20.07	-0.050061	-0.077038602	-0.081135307	-0.071412	-0.060000	-0.0633
20.08	-0.049077	-0.07647917	-0.080484163	-0.070888	-0.059100	-0.0626
20.09	-0.048086	-0.075906532	-0.07982058	-0.070350	-0.058200	-0.06189
20.1	-0.047086	-0.075320845	-0.079144729	-0.069799	-0.057300	-0.06117
20.11	-0.046079	-0.074722265	-0.078456787	-0.069235	-0.056400	-0.06043
20.12	-0.045065	-0.074110953	-0.077756931	-0.068658	-0.055400	-0.05969
20.13	-0.044044	-0.073487071	-0.07704534	-0.068069	-0.054500	-0.05893
20.14	-0.043016	-0.072850785	-0.076322195	-0.067467	-0.053600	-0.05817
20.15	-0.041982	-0.072202261	-0.075587679	-0.066852	-0.052600	-0.05739
20.16	-0.040942	-0.071541667	-0.074841978	-0.066226	-0.051700	-0.05661
20.17	-0.039895	-0.070869176	-0.074085277	-0.065587	-0.050700	-0.05581
20.18	-0.038843	-0.07018496	-0.073317767	-0.064937	-0.049700	-0.055
20.19	-0.037785	-0.069489196	-0.072539637	-0.064275	-0.048700	-0.05419
20.2	-0.036722	-0.06878206	-0.07175108	-0.063601	-0.047700	-0.05336
20.21	-0.035654	-0.068063731	-0.07095229	-0.062916	-0.046700	-0.05253
20.22	-0.034581	-0.067334391	-0.070143461	-0.062219	-0.045700	-0.05169
20.23	-0.033504	-0.066594223	-0.069324792	-0.061512	-0.044700	-0.05084
20.24	-0.032422	-0.065843413	-0.06849648	-0.060794	-0.043700	-0.04998
20.25	-0.031336	-0.065082146	-0.067658727	-0.060065	-0.042600	-0.04911
20.26	-0.030247	-0.064310611	-0.066811733	-0.059325	-0.041600	-0.04823
20.27	-0.029153	-0.063528999	-0.065955701	-0.058575	-0.040600	-0.04735
20.28	-0.028057	-0.062737502	-0.065090837	-0.057815	-0.039500	-0.04645
20.29	-0.026957	-0.061936312	-0.064217345	-0.057045	-0.038500	-0.04555
20.3	-0.025855	-0.061125625	-0.063335432	-0.056265	-0.037400	-0.04465
20.31	-0.024750	-0.060305638	-0.062445307	-0.055475	-0.036300	-0.04373
20.32	-0.023642	-0.059476548	-0.061547179	-0.054677	-0.035300	-0.04281
20.33	-0.022533	-0.058638555	-0.060641258	-0.053868	-0.034200	-0.04189
20.34	-0.021421	-0.05779186	-0.059727756	-0.053051	-0.033100	-0.04095
20.35	-0.020308	-0.056936665	-0.058806885	-0.052225	-0.032000	-0.04001
20.36	-0.019194	-0.056073173	-0.05787886	-0.051390	-0.030900	-0.03907
20.37	-0.018078	-0.05520159	-0.056943893	-0.050547	-0.029900	-0.03812
20.38	-0.016962	-0.054322121	-0.056002202	-0.049695	-0.028800	-0.03716
20.39	-0.015844	-0.053434973	-0.055054001	-0.048836	-0.027700	-0.0362
20.4	-0.014726	-0.052540354	-0.054099508	-0.047968	-0.026600	-0.03523
20.41	-0.013608	-0.051638473	-0.05313894	-0.047093	-0.025500	-0.03426
20.42	-0.012490	-0.050729542	-0.052172517	-0.046210	-0.024400	-0.03328
20.43	-0.011373	-0.04981377	-0.051200456	-0.045320	-0.023200	-0.0323
20.44	-0.010255	-0.04889137	-0.050222979	-0.044423	-0.022100	-0.03131
20.45	-0.009139	-0.047962554	-0.049240304	-0.043519	-0.021000	-0.03032
20.46	-0.008023	-0.047027537	-0.048252653	-0.042608	-0.019900	-0.02933
20.47	-0.006908	-0.046086533	-0.047260247	-0.041691	-0.018800	-0.02833
20.48	-0.005795	-0.045139758	-0.046263307	-0.040768	-0.017700	-0.02733
20.49	-0.004684	-0.044187426	-0.045262056	-0.039838	-0.016600	-0.02633
20.5	-0.003574	-0.043229754	-0.044256715	-0.038903	-0.015400	-0.02533
20.51	-0.002467	-0.042266961	-0.043247508	-0.037962	-0.014300	-0.02432
20.52	-0.001362	-0.041299262	-0.042234657	-0.037015	-0.013200	-0.02331
20.53	-0.000260	-0.040326877	-0.041218385	-0.036063	-0.012100	-0.02229
20.54	0.000840	-0.039350023	-0.040198915	-0.035107	-0.011000	-0.02128
20.55	0.001936	-0.03836892	-0.03917647	-0.034145	-0.009900	-0.02026
20.56	0.003029	-0.037383786	-0.038151274	-0.033179	-0.008700	-0.01924
20.57	0.004118	-0.036394841	-0.037123549	-0.032208	-0.007600	-0.01822
20.58	0.005203	-0.035402306	-0.03609352	-0.031234	-0.006500	-0.0172
20.59	0.006285	-0.034406398	-0.035061408	-0.030255	-0.005400	-0.01618
20.6	0.007362	-0.03340734	-0.034027437	-0.029273	-0.004300	-0.01516
20.61	0.008434	-0.032405351	-0.03299183	-0.028287	-0.003200	-0.01414
20.62	0.009502	-0.03140065	-0.031954808	-0.027297	-0.002100	-0.01311
20.63	0.010564	-0.030393458	-0.030916594	-0.026305	-0.001000	-0.01209
20.64	0.011622	-0.029383996	-0.029877411	-0.025309	0.000100	-0.01107
20.65	0.012674	-0.028372483	-0.028837478	-0.024311	0.001200	-0.01005
20.66	0.013720	-0.027359138	-0.027797018	-0.023311	0.002300	-0.00903
20.67	0.014761	-0.026344183	-0.02675625	-0.022308	0.003400	-0.00801
20.68	0.015796	-0.025327835	-0.025715396	-0.021303	0.004500	-0.00699
20.69	0.016824	-0.024310315	-0.024674673	-0.020297	0.005600	-0.00597
20.7	0.017846	-0.02329184	-0.023634302	-0.019288	0.006700	-0.00495
20.71	0.018861	-0.02227263	-0.022594499	-0.018279	0.007800	-0.00394
20.72	0.019869	-0.021252901	-0.021555484	-0.017268	0.008800	-0.00293
20.73	0.020870	-0.020232873	-0.020517472	-0.016256	0.009900	-0.00192
20.74	0.021864	-0.019212762	-0.01948068	-0.015243	0.011000	-0.00091
20.75	0.022850	-0.018192783	-0.018445322	-0.014230	0.012000	1E-04
20.76	0.023829	-0.017173154	-0.017411613	-0.013217	0.013100	0.0011
20.77	0.024799	-0.016154089	-0.016379766	-0.012203	0.014100	0.0021
20.78	0.025762	-0.015135802	-0.015349994	-0.011189	0.015100	0.00309
20.79	0.026717	-0.014118508	-0.014322508	-0.010176	0.016200	0.00409
20.8	0.027663	-0.013102418	-0.013297518	-0.009163	0.017200	0.00507
20.81	0.028600	-0.012087747	-0.012275234	-0.008151	0.018200	0.00606
20.82	0.029529	-0.011074704	-0.011255863	-0.007140	0.019200	0.00704
20.83	0.030449	-0.010063499	-0.010239614	-0.006130	0.020300	0.00802
20.84	0.031360	-0.009054343	-0.009226691	-0.005122	0.021300	0.00899
20.85	0.032262	-0.008047444	-0.008217299	-0.004114	0.022300	0.00996
20.86	0.033154	-0.007043008	-0.007211642	-0.003109	0.023200	0.01092
20.87	0.034037	-0.006041243	-0.006209921	-0.002106	0.024200	0.01188
20.88	0.034910	-0.005042353	-0.005212337	-0.001105	0.025200	0.01283
20.89	0.035773	-0.004046542	-0.004219089	-0.000106	0.026200	0.01378
20.9	0.036626	-0.003054013	-0.003230374	0.000890	0.027100	0.01472
20.91	0.037468	-0.002064968	-0.00224639	0.001884	0.028100	0.01566
20.92	0.038301	-0.001079606	-0.001267331	0.002874	0.029000	0.01658
20.93	0.039123	-9.81265E-05	-0.000293389	0.003862	0.029900	0.01751
20.94	0.039934	0.000879273	0.000675243	0.004846	0.030800	0.01843
20.95	0.040735	0.001852397	0.001638375	0.005826	0.031800	0.01934
20.96	0.041525	0.002821049	0.00259582	0.006803	0.032700	0.02024
20.97	0.042304	0.003785038	0.00354739	0.007775	0.033600	0.02114
20.98	0.043072	0.004744172	0.004492901	0.008744	0.034400	0.02203
20.99	0.043828	0.00569826	0.00543217	0.009708	0.035300	0.02291
21	0.044574	0.006647113	0.006365015	0.010667	0.036200	0.02379
21.01	0.045307	0.007590546	0.007291258	0.011622	0.037000	0.02466
21.02	0.046029	0.008528373	0.008210719	0.012572	0.037900	0.02552
21.03	0.046739	0.00946041	0.009123225	0.013517	0.038700	0.02637
21.04	0.047437	0.010386476	0.0100286	0.014456	0.039500	0.02721
21.05	0.048123	0.01130639	0.010926674	0.015390	0.040400	0.02805
21.06	0.048797	0.012219975	0.011817277	0.016319	0.041200	0.02888
21.07	0.049459	0.013127053	0.01270024	0.017241	0.041900	0.0297
21.08	0.050109	0.014027452	0.013575399	0.018158	0.042700	0.03051
21.09	0.050745	0.014920997	0.01444259	0.019068	0.043500	0.03131
21.1	0.051370	0.015807519	0.01530165	0.019972	0.044300	0.03211
21.11	0.051981	0.016686848	0.016152422	0.020869	0.045000	0.03289
21.12	0.052580	0.017558818	0.016994748	0.021760	0.045700	0.03366
21.13	0.053165	0.018423265	0.017828473	0.022643	0.046500	0.03443
21.14	0.053738	0.019280025	0.018653444	0.023520	0.047200	0.03519
21.15	0.054297	0.020128939	0.019469511	0.024389	0.047900	0.03593
21.16	0.054843	0.020969847	0.020276525	0.025251	0.048600	0.03667
21.17	0.055375	0.021802594	0.021074342	0.026106	0.049200	0.0374
21.18	0.055895	0.022627026	0.021862818	0.026953	0.049900	0.03811
21.19	0.056401	0.02344299	0.02264181	0.027791	0.050500	0.03882
21.2	0.056893	0.024250337	0.023411181	0.028622	0.051200	0.03952
21.21	0.057371	0.02504892	0.024170795	0.029445	0.051800	0.0402
21.22	0.057836	0.025838593	0.024920517	0.030259	0.052400	0.04088
21.23	0.058287	0.026619213	0.025660216	0.031064	0.053000	0.04154
21.24	0.058725	0.027390641	0.026389762	0.031861	0.053600	0.0422
21.25	0.059148	0.028152737	0.02710903	0.032650	0.054200	0.04284
21.26	0.059557	0.028905367	0.027817896	0.033429	0.054700	0.04347
21.27	0.059953	0.029648396	0.028516237	0.034199	0.055300	0.0441
21.28	0.060334	0.030381694	0.029203936	0.034960	0.055800	0.04471
21.29	0.060701	0.031105132	0.029880875	0.035712	0.056300	0.04531
21.3	0.061054	0.031818585	0.030546941	0.036454	0.056900	0.04589
21.31	0.061393	0.032521928	0.031202023	0.037186	0.057300	0.04647
21.32	0.061718	0.03321504	0.031846012	0.037909	0.057800	0.04703
21.33	0.062028	0.033897804	0.032478802	0.038621	0.058300	0.04759
21.34	0.062324	0.034570102	0.03310029	0.039324	0.058700	0.04813
21.35	0.062606	0.035231822	0.033710376	0.040016	0.059200	0.04866
21.36	0.062874	0.035882852	0.034308961	0.040699	0.059600	0.04918
21.37	0.063127	0.036523085	0.03489595	0.041371	0.060000	0.04968
21.38	0.063366	0.037152413	0.035471251	0.042032	0.060400	0.05018
21.39	0.063591	0.037770736	0.036034775	0.042683	0.060800	0.05066
21.4	0.063801	0.038377951	0.036586432	0.043323	0.061200	0.05113
21.41	0.063997	0.038973962	0.037126141	0.043952	0.061500	0.05159
21.42	0.064179	0.039558672	0.037653818	0.044570	0.061900	0.05203
21.43	0.064346	0.04013199	0.038169386	0.045177	0.062200	0.05246
21.44	0.064499	0.040693826	0.038672767	0.045773	0.062500	0.05289
21.45	0.064638	0.041244093	0.039163889	0.046357	0.062800	0.05329
21.46	0.064763	0.041782706	0.039642681	0.046931	0.063100	0.05369
21.47	0.064873	0.042309584	0.040109076	0.047493	0.063400	0.05407
21.48	0.064969	0.042824647	0.040563009	0.048043	0.063600	0.05444
21.49	0.065051	0.043327821	0.041004416	0.048581	0.063900	0.0548
21.5	0.065119	0.043819031	0.04143324	0.049108	0.064100	0.05515
21.51	0.065172	0.044298207	0.041849424	0.049623	0.064300	0.05548
21.52	0.065211	0.04476528	0.042252913	0.050127	0.064500	0.0558
21.53	0.065236	0.045220186	0.042643658	0.050618	0.064700	0.05611
21.54	0.065248	0.045662863	0.043021609	0.051097	0.064900	0.0564
21.55	0.065245	0.046093251	0.043386723	0.051564	0.065000	0.05668
21.56	0.065228	0.046511293	0.043738956	0.052019	0.065200	0.05695
21.57	0.065197	0.046916935	0.044078269	0.052462	0.065300	0.05721
21.58	0.065152	0.047310126	0.044404625	0.052892	0.065400	0.05745
21.59	0.065093	0.047690818	0.04471799	0.053310	0.065500	0.05768
21.6	0.065020	0.048058966	0.045018333	0.053715	0.065600	0.0579
21.61	0.064934	0.048414525	0.045305627	0.054108	0.065700	0.0581
21.62	0.064833	0.048757458	0.045579845	0.054489	0.065700	0.05829
21.63	0.064719	0.049087726	0.045840965	0.054857	0.065800	0.05847
21.64	0.064592	0.049405295	0.046088968	0.055212	0.065800	0.05864
21.65	0.064450	0.049710134	0.046323835	0.055554	0.065800	0.05879
21.66	0.064295	0.050002214	0.046545554	0.055884	0.065800	0.05893
21.67	0.064127	0.05028151	0.046754113	0.056201	0.065800	0.05906
21.68	0.063945	0.050547997	0.046949503	0.056505	0.065800	0.05917
21.69	0.063750	0.050801656	0.047131718	0.056796	0.065700	0.05927
21.7	0.063542	0.05104247	0.047300756	0.057075	0.065700	0.05936
21.71	0.063321	0.051270423	0.047456616	0.057340	0.065600	0.05944
21.72	0.063086	0.051485504	0.047599301	0.057593	0.065500	0.0595
21.73	0.062839	0.051687703	0.047728817	0.057833	0.065400	0.05955
21.74	0.062578	0.051877015	0.047845171	0.058059	0.065300	0.05959
21.75	0.062305	0.052053436	0.047948375	0.058273	0.065200	0.05961
21.76	0.062019	0.052216964	0.048038442	0.058474	0.065000	0.05962
21.77	0.061720	0.052367602	0.048115388	0.058661	0.064900	0.05962
21.78	0.061409	0.052505355	0.048179232	0.058836	0.064700	0.05961
21.79	0.061086	0.05263023	0.048229997	0.058998	0.064500	0.05958
21.8	0.060750	0.052742237	0.048267706	0.059146	0.064300	0.05954
21.81	0.060401	0.052841389	0.048292387	0.059282	0.064100	0.05949
21.82	0.060041	0.052927701	0.048304069	0.059404	0.063900	0.05943
21.83	0.059669	0.053001193	0.048302786	0.059514	0.063700	0.05935
21.84	0.059285	0.053061884	0.048288572	0.059610	0.063400	0.05926
21.85	0.058889	0.053109798	0.048261464	0.059694	0.063200	0.05916
21.86	0.058481	0.053144962	0.048221504	0.059764	0.062900	0.05905
21.87	0.058062	0.053167405	0.048168734	0.059822	0.062600	0.05892
21.88	0.057632	0.053177158	0.048103199	0.059866	0.062300	0.05879
21.89	0.057190	0.053174255	0.048024948	0.059898	0.062000	0.05864
21.9	0.056737	0.053158733	0.047934031	0.059917	0.061700	0.05847
21.91	0.056273	0.053130632	0.047830502	0.059923	0.061400	0.0583
21.92	0.055798	0.053089993	0.047714415	0.059916	0.061000	0.05812
21.93	0.055313	0.053036861	0.04758583	0.059896	0.060700	0.05792
21.94	0.054816	0.052971283	0.047444807	0.059863	0.060300	0.05771
21.95	0.054310	0.052893308	0.047291408	0.059818	0.059900	0.05749
21.96	0.053793	0.052802989	0.0471257	0.059760	0.059500	0.05726
21.97	0.053265	0.052700379	0.046947749	0.059689	0.059100	0.05702
21.98	0.052728	0.052585536	0.046757627	0.059606	0.058700	0.05676
21.99	0.052181	0.05245852	0.046555407	0.059510	0.058300	0.0565
22	0.051624	0.052319392	0.046341162	0.059402	0.057800	0.05622
22.01	0.051057	0.052168216	0.046114971	0.059281	0.057400	0.05593
22.02	0.050481	0.052005059	0.045876913	0.059148	0.056900	0.05563
22.03	0.049896	0.051829991	0.04562707	0.059002	0.056400	0.05532
22.04	0.049301	0.051643081	0.045365525	0.058845	0.056000	0.055
22.05	0.048697	0.051444404	0.045092367	0.058675	0.055500	0.05467
22.06	0.048085	0.051234036	0.044807683	0.058492	0.055000	0.05433
22.07	0.047464	0.051012056	0.044511563	0.058298	0.054400	0.05398
22.08	0.046834	0.050778542	0.044204102	0.058092	0.053900	0.05361
22.09	0.046196	0.050533579	0.043885393	0.057874	0.053400	0.05324
22.1	0.045549	0.05027725	0.043555535	0.057644	0.052800	0.05286
22.11	0.044895	0.050009644	0.043214627	0.057402	0.052300	0.05246
22.12	0.044232	0.049730848	0.042862769	0.057149	0.051700	0.05206
22.13	0.043562	0.049440955	0.042500065	0.056884	0.051100	0.05165
