Time (s)	ProteusDS (Lin)	InWave (Lin)	Marin (NLin)	NREL (CFD)	WavEC (Lin)	InWave+H (Lin)
11.85	-0.034213	-0.102230662	-0.099394711	-0.098664	-0.057200	-0.0742
11.86	-0.030657	-0.099033101	-0.096108892	-0.095493	-0.053700	-0.07094
11.87	-0.027104	-0.095824713	-0.092814397	-0.092311	-0.050300	-0.06766
11.88	-0.023555	-0.092606199	-0.08951194	-0.089118	-0.046800	-0.06438
11.89	-0.020009	-0.089378262	-0.086202239	-0.085916	-0.043300	-0.0611
11.9	-0.016469	-0.086141603	-0.08288601	-0.082704	-0.039800	-0.05781
11.91	-0.012934	-0.082896923	-0.079563967	-0.079483	-0.036400	-0.05452
11.92	-0.009406	-0.079644924	-0.076236825	-0.076254	-0.032900	-0.05123
11.93	-0.005885	-0.076386308	-0.072905299	-0.073018	-0.029400	-0.04793
11.94	-0.002372	-0.073121774	-0.069570101	-0.069776	-0.026000	-0.04464
11.95	0.001132	-0.069852024	-0.066231943	-0.066528	-0.022500	-0.04134
11.96	0.004627	-0.066577756	-0.062891537	-0.063274	-0.019100	-0.03804
11.97	0.008111	-0.06329967	-0.05954959	-0.060016	-0.015600	-0.03475
11.98	0.011585	-0.060018463	-0.056206811	-0.056755	-0.012200	-0.03145
11.99	0.015047	-0.056734831	-0.052863906	-0.053490	-0.008700	-0.02816
12	0.018497	-0.05344947	-0.049521578	-0.050223	-0.005300	-0.02487
12.01	0.021933	-0.050163072	-0.046180531	-0.046954	-0.001900	-0.02158
12.02	0.025356	-0.046876332	-0.042841464	-0.043684	0.001500	-0.0183
12.03	0.028764	-0.043589937	-0.039505076	-0.040413	0.004900	-0.01502
12.04	0.032157	-0.040304578	-0.036172061	-0.037143	0.008300	-0.01175
12.05	0.035533	-0.037020941	-0.032843112	-0.033874	0.011700	-0.00849
12.06	0.038893	-0.033739709	-0.02951892	-0.030607	0.015100	-0.00523
12.07	0.042235	-0.030461565	-0.026200172	-0.027342	0.018500	-0.00198
12.08	0.045559	-0.027187189	-0.022887552	-0.024080	0.021800	0.00126
12.09	0.048864	-0.023917257	-0.019581743	-0.020821	0.025100	0.00449
12.1	0.052149	-0.020652444	-0.016283421	-0.017567	0.028500	0.00772
12.11	0.055415	-0.017393421	-0.012993262	-0.014318	0.031800	0.01093
12.12	0.058659	-0.014140857	-0.009711937	-0.011075	0.035100	0.01413
12.13	0.061881	-0.010895417	-0.006440114	-0.007838	0.038300	0.01732
12.14	0.065082	-0.007657764	-0.003178457	-0.004608	0.041600	0.0205
12.15	0.068259	-0.004428556	7.24E-05	-0.001386	0.044800	0.02366
12.16	0.071414	-0.001208449	0.003311725	0.001828	0.048100	0.02681
12.17	0.074544	0.002001907	0.006538942	0.005033	0.051300	0.02995
12.18	0.077649	0.005201862	0.009753378	0.008228	0.054500	0.03307
12.19	0.080729	0.008390773	0.012954389	0.011414	0.057600	0.03618
12.2	0.083783	0.011567999	0.016141339	0.014588	0.060800	0.03927
12.21	0.086810	0.014732906	0.019313592	0.017751	0.063900	0.04234
12.22	0.089809	0.01788486	0.02247052	0.020902	0.067000	0.0454
12.23	0.092781	0.021023236	0.025611499	0.024040	0.070100	0.04844
12.24	0.095725	0.024147409	0.02873591	0.027164	0.073100	0.05146
12.25	0.098640	0.027256763	0.03184314	0.030275	0.076200	0.05446
12.26	0.101526	0.030350682	0.034932579	0.033371	0.079200	0.05744
12.27	0.104382	0.03342856	0.038003624	0.036452	0.082100	0.0604
12.28	0.107207	0.036489792	0.041055679	0.039517	0.085100	0.06334
12.29	0.110002	0.03953378	0.044088151	0.042565	0.088000	0.06626
12.3	0.112765	0.04255993	0.047100453	0.045597	0.090900	0.06915
12.31	0.115497	0.045567655	0.050092007	0.048611	0.093800	0.07203
12.32	0.118196	0.048556371	0.053062237	0.051607	0.096700	0.07488
12.33	0.120862	0.051525502	0.056010574	0.054584	0.099500	0.07771
12.34	0.123495	0.054474476	0.058936457	0.057542	0.102300	0.08051
12.35	0.126094	0.057402727	0.061839331	0.060480	0.105100	0.08329
12.36	0.128658	0.060309697	0.064718644	0.063397	0.107800	0.08604
12.37	0.131188	0.06319483	0.067573854	0.066294	0.110500	0.08877
12.38	0.133683	0.066057578	0.070404426	0.069169	0.113200	0.09147
12.39	0.136143	0.068897401	0.073209828	0.072021	0.115800	0.09415
12.4	0.138567	0.071713763	0.075989537	0.074852	0.118400	0.09679
12.41	0.140954	0.074506134	0.078743038	0.077659	0.121000	0.09941
12.42	0.143305	0.077273992	0.081469821	0.080442	0.123600	0.10201
12.43	0.145619	0.080016821	0.084169384	0.083201	0.126100	0.10457
12.44	0.147896	0.082734111	0.086841231	0.085936	0.128500	0.1071
12.45	0.150134	0.085425359	0.089484874	0.088645	0.131000	0.10961
12.46	0.152335	0.08809007	0.092099833	0.091329	0.133400	0.11208
12.47	0.154497	0.090727754	0.094685634	0.093986	0.135800	0.11452
12.48	0.156620	0.093337929	0.097241811	0.096617	0.138100	0.11694
12.49	0.158704	0.09592012	0.099767906	0.099220	0.140400	0.11932
12.5	0.160748	0.09847386	0.102263467	0.101796	0.142700	0.12167
12.51	0.162752	0.100998687	0.104728052	0.104344	0.144900	0.12399
12.52	0.164716	0.103494148	0.107161225	0.106863	0.147100	0.12627
12.53	0.166640	0.105959797	0.109562558	0.109353	0.149300	0.12852
12.54	0.168522	0.108395196	0.111931632	0.111814	0.151400	0.13074
12.55	0.170363	0.110799913	0.114268034	0.114245	0.153500	0.13293
12.56	0.172163	0.113173526	0.11657136	0.116646	0.155500	0.13508
12.57	0.173921	0.115515618	0.118841215	0.119015	0.157500	0.13719
12.58	0.175636	0.117825781	0.121077212	0.121354	0.159500	0.13927
12.59	0.177309	0.120103616	0.12327897	0.123661	0.161400	0.14132
12.6	0.178939	0.122348729	0.125446118	0.125936	0.163300	0.14333
12.61	0.180526	0.124560737	0.127578293	0.128179	0.165200	0.14531
12.62	0.182069	0.126739263	0.129675141	0.130389	0.167000	0.14724
12.63	0.183569	0.128883938	0.131736315	0.132566	0.168800	0.14915
12.64	0.185025	0.130994403	0.133761478	0.134710	0.170500	0.15101
12.65	0.186437	0.133070306	0.1357503	0.136819	0.172200	0.15284
12.66	0.187806	0.135111302	0.137702461	0.138894	0.173800	0.15463
12.67	0.189129	0.137117056	0.139617648	0.140935	0.175400	0.15638
12.68	0.190409	0.13908724	0.141495558	0.142941	0.177000	0.1581
12.69	0.191644	0.141021536	0.143335896	0.144912	0.178500	0.15978
12.7	0.192834	0.142919633	0.145138375	0.146847	0.180000	0.16141
12.71	0.193979	0.14478123	0.14690272	0.148747	0.181400	0.16301
12.72	0.195078	0.146606032	0.14862866	0.150610	0.182800	0.16458
12.73	0.196133	0.148393754	0.150315936	0.152437	0.184200	0.1661
12.74	0.197142	0.150144121	0.151964297	0.154227	0.185500	0.16758
12.75	0.198105	0.151856864	0.153573501	0.155980	0.186700	0.16902
12.76	0.199024	0.153531724	0.155143315	0.157696	0.188000	0.17043
12.77	0.199896	0.155168451	0.156673514	0.159374	0.189100	0.17179
12.78	0.200723	0.156766803	0.158163884	0.161015	0.190300	0.17311
12.79	0.201505	0.158326546	0.159614217	0.162617	0.191400	0.17439
12.8	0.202241	0.159847457	0.161024316	0.164181	0.192400	0.17564
12.81	0.202931	0.161329319	0.162393994	0.165707	0.193400	0.17684
12.82	0.203575	0.162771927	0.163723069	0.167194	0.194400	0.178
12.83	0.204174	0.164175082	0.165011373	0.168642	0.195300	0.17912
12.84	0.204727	0.165538595	0.166258744	0.170051	0.196200	0.1802
12.85	0.205234	0.166862286	0.167465029	0.171421	0.197000	0.18124
12.86	0.205696	0.168145984	0.168630085	0.172751	0.197800	0.18223
12.87	0.206112	0.169389527	0.169753778	0.174042	0.198500	0.18319
12.88	0.206482	0.17059276	0.170835983	0.175292	0.199200	0.1841
12.89	0.206807	0.171755539	0.171876584	0.176503	0.199900	0.18497
12.9	0.207086	0.172877729	0.172875474	0.177673	0.200500	0.1858
12.91	0.207321	0.173959203	0.173832554	0.178803	0.201000	0.18659
12.92	0.207510	0.174999843	0.174747736	0.179893	0.201500	0.18734
12.93	0.207653	0.17599954	0.17562094	0.180942	0.202000	0.18805
12.94	0.207752	0.176958195	0.176452096	0.181951	0.202400	0.18871
12.95	0.207806	0.177875715	0.17724114	0.182919	0.202800	0.18933
12.96	0.207815	0.178752019	0.177988022	0.183846	0.203200	0.18991
12.97	0.207779	0.179587034	0.178692696	0.184732	0.203500	0.19045
12.98	0.207699	0.180380696	0.179355128	0.185576	0.203700	0.19095
12.99	0.207574	0.181132949	0.179975292	0.186380	0.203900	0.1914
13	0.207405	0.181843746	0.180553171	0.187143	0.204100	0.19182
13.01	0.207191	0.18251305	0.181088757	0.187864	0.204200	0.19219
13.02	0.206934	0.183140832	0.181582052	0.188545	0.204300	0.19252
13.03	0.206633	0.183727073	0.182033065	0.189183	0.204300	0.1928
13.04	0.206288	0.18427176	0.182441815	0.189781	0.204300	0.19305
13.05	0.205900	0.184774892	0.182808328	0.190337	0.204200	0.19325
13.06	0.205468	0.185236475	0.183132643	0.190852	0.204100	0.19342
13.07	0.204993	0.185656524	0.183414803	0.191325	0.204000	0.19354
13.08	0.204476	0.186035063	0.183654862	0.191758	0.203800	0.19362
13.09	0.203915	0.186372125	0.183852883	0.192148	0.203600	0.19366
13.1	0.203312	0.186667751	0.184008938	0.192498	0.203300	0.19366
13.11	0.202666	0.18692199	0.184123105	0.192806	0.203000	0.19361
13.12	0.201979	0.187134902	0.184195473	0.193073	0.202600	0.19353
13.13	0.201250	0.187306553	0.18422614	0.193299	0.202200	0.19341
13.14	0.200479	0.187437019	0.18421521	0.193484	0.201800	0.19324
13.15	0.199667	0.187526384	0.184162797	0.193627	0.201300	0.19303
13.16	0.198815	0.18757474	0.184069024	0.193730	0.200800	0.19279
13.17	0.197921	0.187582189	0.183934021	0.193792	0.200200	0.1925
13.18	0.196988	0.187548839	0.183757927	0.193813	0.199600	0.19218
13.19	0.196014	0.187474808	0.183540889	0.193793	0.198900	0.19181
13.2	0.195000	0.187360221	0.183283063	0.193733	0.198200	0.1914
13.21	0.193947	0.187205214	0.182984612	0.193632	0.197500	0.19096
13.22	0.192855	0.187009927	0.182645709	0.193491	0.196700	0.19047
13.23	0.191724	0.186774512	0.182266531	0.193310	0.195900	0.18995
13.24	0.190555	0.186499127	0.181847268	0.193088	0.195100	0.18939
13.25	0.189348	0.186183938	0.181388114	0.192827	0.194200	0.18879
13.26	0.188103	0.185829119	0.180889273	0.192526	0.193200	0.18815
13.27	0.186821	0.185434852	0.180350957	0.192185	0.192300	0.18747
13.28	0.185502	0.185001329	0.179773383	0.191805	0.191300	0.18676
13.29	0.184147	0.184528745	0.17915678	0.191386	0.190200	0.18601
13.3	0.182755	0.184017308	0.178501379	0.190927	0.189100	0.18522
13.31	0.181328	0.183467229	0.177807425	0.190430	0.188000	0.18439
13.32	0.179866	0.18287873	0.177075165	0.189894	0.186800	0.18353
13.33	0.178368	0.18225204	0.176304856	0.189320	0.185600	0.18263
13.34	0.176836	0.181587392	0.175496762	0.188707	0.184400	0.18169
13.35	0.175270	0.180885031	0.174651154	0.188056	0.183100	0.18072
13.36	0.173670	0.180145207	0.173768311	0.187368	0.181800	0.17971
13.37	0.172038	0.179368177	0.172848516	0.186642	0.180500	0.17867
13.38	0.170372	0.178554206	0.171892064	0.185879	0.179100	0.17759
13.39	0.168674	0.177703566	0.170899252	0.185079	0.177700	0.17648
13.4	0.166945	0.176816536	0.169870387	0.184242	0.176300	0.17533
13.41	0.165184	0.1758934	0.168805782	0.183368	0.174800	0.17415
13.42	0.163392	0.174934452	0.167705756	0.182459	0.173300	0.17293
13.43	0.161570	0.173939991	0.166570635	0.181513	0.171700	0.17169
13.44	0.159718	0.172910322	0.165400753	0.180532	0.170100	0.17041
13.45	0.157836	0.171845759	0.164196447	0.179515	0.168500	0.16909
13.46	0.155925	0.17074662	0.162958063	0.178464	0.166900	0.16775
13.47	0.153986	0.16961323	0.161685952	0.177378	0.165200	0.16637
13.48	0.152019	0.168445922	0.160380473	0.176257	0.163500	0.16496
13.49	0.150024	0.167245033	0.15904199	0.175102	0.161800	0.16352
13.5	0.148002	0.166010907	0.157670871	0.173914	0.160000	0.16205
13.51	0.145954	0.164743896	0.156267492	0.172692	0.158200	0.16055
13.52	0.143880	0.163444354	0.154832236	0.171437	0.156400	0.15902
13.53	0.141781	0.162112643	0.153365488	0.170149	0.154500	0.15746
13.54	0.139656	0.160749133	0.151867642	0.168829	0.152700	0.15587
13.55	0.137508	0.159354196	0.150339096	0.167477	0.150800	0.15426
13.56	0.135335	0.157928212	0.148780253	0.166093	0.148800	0.15261
13.57	0.133139	0.156471565	0.147191522	0.164678	0.146900	0.15094
13.58	0.130920	0.154984645	0.145573317	0.163232	0.144900	0.14924
13.59	0.128679	0.153467847	0.143926058	0.161756	0.142900	0.14751
13.6	0.126416	0.151921573	0.142250169	0.160249	0.140800	0.14576
13.61	0.124132	0.150346228	0.140546078	0.158713	0.138700	0.14398
13.62	0.121828	0.148742223	0.138814219	0.157147	0.136700	0.14217
13.63	0.119503	0.147109973	0.137055031	0.155553	0.134500	0.14034
13.64	0.117159	0.145449899	0.135268958	0.153930	0.132400	0.13848
13.65	0.114796	0.143762425	0.133456446	0.152279	0.130300	0.13661
13.66	0.112415	0.142047983	0.131617948	0.150600	0.128100	0.1347
13.67	0.110016	0.140307005	0.129753919	0.148894	0.125900	0.13278
13.68	0.107600	0.138539931	0.127864821	0.147161	0.123600	0.13083
13.69	0.105167	0.136747204	0.125951118	0.145402	0.121400	0.12886
13.7	0.102718	0.13492927	0.124013278	0.143616	0.119100	0.12686
13.71	0.100253	0.133086581	0.122051773	0.141806	0.116900	0.12485
13.72	0.097773	0.131219592	0.120067079	0.139970	0.114500	0.12281
13.73	0.095279	0.129328763	0.118059677	0.138109	0.112200	0.12076
13.74	0.092772	0.127414555	0.116030048	0.136225	0.109900	0.11868
13.75	0.090251	0.125477436	0.11397868	0.134316	0.107500	0.11659
13.76	0.087717	0.123517876	0.111906062	0.132385	0.105200	0.11447
13.77	0.085171	0.121536347	0.109812687	0.130430	0.102800	0.11234
13.78	0.082614	0.119533327	0.107699052	0.128453	0.100400	0.11019
13.79	0.080046	0.117509295	0.105565655	0.126455	0.097900	0.10802
13.8	0.077468	0.115464736	0.103412997	0.124435	0.095500	0.10584
13.81	0.074880	0.113400133	0.101241585	0.122394	0.093100	0.10364
13.82	0.072282	0.111315978	0.099051924	0.120333	0.090600	0.10142
13.83	0.069676	0.10921276	0.096844525	0.118252	0.088100	0.09919
13.84	0.067062	0.107090976	0.094619899	0.116151	0.085600	0.09695
13.85	0.064441	0.104951121	0.09237856	0.114032	0.083100	0.09469
13.86	0.061812	0.102793694	0.090121026	0.111894	0.080600	0.09241
13.87	0.059177	0.100619199	0.087847815	0.109738	0.078100	0.09012
13.88	0.056537	0.098428137	0.085559447	0.107565	0.075600	0.08782
13.89	0.053891	0.096221016	0.083256444	0.105374	0.073000	0.08551
13.9	0.051240	0.093998343	0.08093933	0.103168	0.070500	0.08319
13.91	0.048585	0.091760627	0.078608632	0.100945	0.067900	0.08085
13.92	0.045927	0.089508381	0.076264875	0.098707	0.065300	0.0785
13.93	0.043265	0.087242118	0.073908589	0.096454	0.062800	0.07615
13.94	0.040601	0.084962352	0.071540302	0.094186	0.060200	0.07378
13.95	0.037936	0.082669599	0.069160547	0.091905	0.057600	0.07141
13.96	0.035269	0.080364377	0.066769853	0.089611	0.055000	0.06902
13.97	0.032601	0.078047205	0.064368755	0.087303	0.052400	0.06663
13.98	0.029934	0.075718601	0.061957785	0.084983	0.049800	0.06423
13.99	0.027267	0.073379087	0.059537478	0.082651	0.047200	0.06183
14	0.024601	0.071029184	0.057108367	0.080308	0.044600	0.05942
14.01	0.021937	0.068669414	0.05467099	0.077955	0.042000	0.057
14.02	0.019276	0.0663003	0.052225879	0.075591	0.039400	0.05458
14.03	0.016617	0.063922365	0.049773573	0.073217	0.036800	0.05215
14.04	0.013962	0.061536134	0.047314605	0.070834	0.034100	0.04971
14.05	0.011311	0.05914213	0.044849512	0.068442	0.031500	0.04728
14.06	0.008665	0.056740877	0.042378829	0.066042	0.028900	0.04484
14.07	0.006025	0.054332899	0.039903092	0.063635	0.026300	0.0424
14.08	0.003390	0.051918722	0.037422835	0.061220	0.023700	0.03995
14.09	0.000762	0.049498868	0.034938594	0.058799	0.021100	0.03751
14.1	-0.001860	0.047073861	0.032450901	0.056372	0.018500	0.03506
14.11	-0.004473	0.044644226	0.029960291	0.053939	0.015800	0.03261
14.12	-0.007079	0.042210484	0.027467296	0.051502	0.013200	0.03016
14.13	-0.009676	0.039773158	0.024972447	0.049060	0.010600	0.02772
14.14	-0.012263	0.03733277	0.022476275	0.046613	0.008000	0.02527
14.15	-0.014841	0.034889841	0.019979309	0.044164	0.005500	0.02282
14.16	-0.017409	0.03244489	0.017482077	0.041711	0.002900	0.02038
14.17	-0.019965	0.029998436	0.014985107	0.039257	0.000300	0.01794
14.18	-0.022511	0.027550997	0.012488923	0.036800	-0.002300	0.0155
14.19	-0.025044	0.025103089	0.00999405	0.034342	-0.004800	0.01307
14.2	-0.027565	0.022655227	0.007501008	0.031883	-0.007400	0.01064
14.21	-0.030073	0.020207926	0.00501032	0.029424	-0.009900	0.00821
14.22	-0.032567	0.017761697	0.002522503	0.026965	-0.012500	0.00579
14.23	-0.035048	0.01531705	3.81E-05	0.024507	-0.015000	0.00338
14.24	-0.037514	0.012874494	-0.002442453	0.022050	-0.017500	0.00097
14.25	-0.039965	0.010434537	-0.004918566	0.019595	-0.020100	-0.00144
14.26	-0.042400	0.007997682	-0.007389754	0.017142	-0.022600	-0.00383
14.27	-0.044820	0.005564432	-0.009855511	0.014692	-0.025000	-0.00622
14.28	-0.047224	0.003135289	-0.012315331	0.012245	-0.027500	-0.0086
14.29	-0.049610	0.000710751	-0.014768712	0.009802	-0.030000	-0.01097
14.3	-0.051980	-0.001708688	-0.017215155	0.007364	-0.032400	-0.01334
14.31	-0.054332	-0.004122532	-0.019654163	0.004930	-0.034900	-0.01569
14.32	-0.056666	-0.006530291	-0.022085241	0.002501	-0.037300	-0.01803
14.33	-0.058981	-0.008931478	-0.024507899	0.000079	-0.039700	-0.02037
14.34	-0.061277	-0.011325606	-0.02692165	-0.002338	-0.042100	-0.02269
14.35	-0.063554	-0.013712192	-0.029326008	-0.004747	-0.044500	-0.025
14.36	-0.065811	-0.016090758	-0.031720494	-0.007150	-0.046800	-0.0273
14.37	-0.068047	-0.018460826	-0.034104628	-0.009544	-0.049200	-0.02959
14.38	-0.070263	-0.020821923	-0.036477936	-0.011930	-0.051500	-0.03186
14.39	-0.072458	-0.023173578	-0.038839949	-0.014308	-0.053800	-0.03413
14.4	-0.074631	-0.025515325	-0.041190198	-0.016676	-0.056100	-0.03638
14.41	-0.076782	-0.0278467	-0.043528221	-0.019035	-0.058400	-0.03861
14.42	-0.078911	-0.030167242	-0.045853557	-0.021383	-0.060700	-0.04083
14.43	-0.081018	-0.032476495	-0.048165751	-0.023721	-0.062900	-0.04304
14.44	-0.083102	-0.034774007	-0.050464353	-0.026048	-0.065100	-0.04523
14.45	-0.085162	-0.037059327	-0.052748913	-0.028363	-0.067300	-0.0474
14.46	-0.087198	-0.039332012	-0.05501899	-0.030666	-0.069500	-0.04956
14.47	-0.089211	-0.041591618	-0.057274143	-0.032957	-0.071700	-0.0517
14.48	-0.091199	-0.043837709	-0.059513939	-0.035234	-0.073800	-0.05383
14.49	-0.093162	-0.046069852	-0.061737946	-0.037499	-0.075900	-0.05594
14.5	-0.095100	-0.048287617	-0.06394574	-0.039749	-0.078000	-0.05803
14.51	-0.097013	-0.050490579	-0.066136899	-0.041986	-0.080100	-0.0601
14.52	-0.098899	-0.052678318	-0.068311006	-0.044207	-0.082200	-0.06216
14.53	-0.100759	-0.054850416	-0.07046765	-0.046414	-0.084200	-0.06419
14.54	-0.102593	-0.057006464	-0.072606423	-0.048605	-0.086200	-0.06621
14.55	-0.104400	-0.059146052	-0.074726923	-0.050780	-0.088200	-0.0682
14.56	-0.106179	-0.061268778	-0.076828754	-0.052938	-0.090100	-0.07018
14.57	-0.107931	-0.063374245	-0.078911523	-0.055080	-0.092100	-0.07214
14.58	-0.109655	-0.065462059	-0.080974843	-0.057205	-0.094000	-0.07407
14.59	-0.111351	-0.067531832	-0.083018331	-0.059312	-0.095900	-0.07599
14.6	-0.113018	-0.06958318	-0.085041612	-0.061401	-0.097700	-0.07788
14.61	-0.114657	-0.071615723	-0.087044313	-0.063472	-0.099500	-0.07975
14.62	-0.116266	-0.07362909	-0.089026069	-0.065524	-0.101400	-0.0816
14.63	-0.117845	-0.075622911	-0.090986519	-0.067557	-0.103100	-0.08343
14.64	-0.119395	-0.077596823	-0.092925307	-0.069570	-0.104900	-0.08524
14.65	-0.120915	-0.079550467	-0.094842084	-0.071563	-0.106600	-0.08702
14.66	-0.122404	-0.081483491	-0.096736505	-0.073537	-0.108300	-0.08878
14.67	-0.123863	-0.083395548	-0.098608233	-0.075489	-0.110000	-0.09051
14.68	-0.125292	-0.085286294	-0.100456933	-0.077420	-0.111600	-0.09222
14.69	-0.126689	-0.087155393	-0.10228228	-0.079331	-0.113200	-0.09391
14.7	-0.128055	-0.089002514	-0.104083952	-0.081219	-0.114800	-0.09557
14.71	-0.129390	-0.090827331	-0.105861633	-0.083086	-0.116400	-0.09721
14.72	-0.130693	-0.092629525	-0.107615015	-0.084930	-0.117900	-0.09882
14.73	-0.131965	-0.094408779	-0.109343792	-0.086751	-0.119400	-0.10041
14.74	-0.133204	-0.096164787	-0.111047669	-0.088549	-0.120900	-0.10197
14.75	-0.134411	-0.097897244	-0.112726352	-0.090324	-0.122300	-0.10351
14.76	-0.135586	-0.099605853	-0.114379558	-0.092076	-0.123700	-0.10502
14.77	-0.136728	-0.101290324	-0.116007006	-0.093803	-0.125100	-0.1065
14.78	-0.137837	-0.102950369	-0.117608424	-0.095506	-0.126500	-0.10796
14.79	-0.138914	-0.104585711	-0.119183544	-0.097185	-0.127800	-0.10939
14.8	-0.139957	-0.106196075	-0.120732105	-0.098839	-0.129100	-0.11079
14.81	-0.140968	-0.107781194	-0.122253855	-0.100468	-0.130300	-0.11217
14.82	-0.141946	-0.109340806	-0.123748543	-0.102071	-0.131600	-0.11351
14.83	-0.142890	-0.110874656	-0.125215929	-0.103648	-0.132800	-0.11484
14.84	-0.143801	-0.112382494	-0.126655778	-0.105200	-0.133900	-0.11613
14.85	-0.144678	-0.113864077	-0.12806786	-0.106726	-0.135100	-0.11739
14.86	-0.145522	-0.115319168	-0.129451954	-0.108225	-0.136200	-0.11863
14.87	-0.146332	-0.116747536	-0.130807842	-0.109697	-0.137200	-0.11984
14.88	-0.147108	-0.118148958	-0.132135316	-0.111143	-0.138300	-0.12102
14.89	-0.147850	-0.119523214	-0.133434173	-0.112561	-0.139300	-0.12217
14.9	-0.148559	-0.120870093	-0.134704217	-0.113952	-0.140200	-0.12329
14.91	-0.149233	-0.122189388	-0.135945258	-0.115315	-0.141200	-0.12438
14.92	-0.149874	-0.123480902	-0.137157112	-0.116651	-0.142100	-0.12545
14.93	-0.150481	-0.124744441	-0.138339603	-0.117958	-0.142900	-0.12648
14.94	-0.151054	-0.125979818	-0.139492562	-0.119237	-0.143800	-0.12749
14.95	-0.151593	-0.127186854	-0.140615824	-0.120488	-0.144600	-0.12846
14.96	-0.152097	-0.128365375	-0.141709235	-0.121711	-0.145400	-0.12941
14.97	-0.152568	-0.129515214	-0.142772643	-0.122904	-0.146100	-0.13032
14.98	-0.153005	-0.13063621	-0.143805906	-0.124068	-0.146800	-0.13121
14.99	-0.153407	-0.131728209	-0.144808887	-0.125204	-0.147500	-0.13206
15	-0.153776	-0.132791064	-0.145781457	-0.126310	-0.148100	-0.13289
15.01	-0.154110	-0.133824633	-0.146723493	-0.127386	-0.148700	-0.13368
15.02	-0.154411	-0.134828782	-0.147634878	-0.128434	-0.149300	-0.13445
