Time (s)   Float Heave (m) Plate Heave (m)
15.52          -0.71589155    -21.28681892
15.53          -0.71594074    -21.28681518
15.54          -0.71599042    -21.28681144
15.55          -0.71604058    -21.28680772
15.56          -0.71609120    -21.28680400
15.57          -0.71614228    -21.28680030
15.58          -0.71619380    -21.28679661
15.59          -0.71624576    -21.28679292
15.60          -0.71629814    -21.28678925
15.61          -0.71635093    -21.28678558
15.62          -0.71640413    -21.28678193
15.63          -0.71645771    -21.28677828
15.64          -0.71651168    -21.28677465
15.65          -0.71656602    -21.28677103
15.66          -0.71662072    -21.28676741
15.67          -0.71667577    -21.28676381
15.68          -0.71673115    -21.28676022
15.69          -0.71678687    -21.28675664
15.70          -0.71684290    -21.28675307
15.71          -0.71689923    -21.28674951
15.72          -0.71695587    -21.28674596
15.73          -0.71701278    -21.28674242
15.74          -0.71706997    -21.28673890
15.75          -0.71712742    -21.28673538
15.76          -0.71718513    -21.28673188
15.77          -0.71724308    -21.28672838
15.78          -0.71730125    -21.28672490
15.79          -0.71735965    -21.28672143
15.80          -0.71741826    -21.28671797
15.81          -0.71747706    -21.28671453
15.82          -0.71753605    -21.28671109
15.83          -0.71759522    -21.28670767
15.84          -0.71765456    -21.28670425
15.85          -0.71771405    -21.28670085
15.86          -0.71777368    -21.28669746
15.87          -0.71783345    -21.28669409
15.88          -0.71789334    -21.28669072
15.89          -0.71795335    -21.28668737
15.90          -0.71801346    -21.28668403
15.91          -0.71807365    -21.28668070
15.92          -0.71813393    -21.28667738
15.93          -0.71819428    -21.28667408
15.94          -0.71825470    -21.28667079
15.95          -0.71831516    -21.28666751
15.96          -0.71837565    -21.28666424
15.97          -0.71843618    -21.28666099
15.98          -0.71849673    -21.28665774
15.99          -0.71855728    -21.28665451
16.00          -0.71861784    -21.28665130
16.01          -0.71867838    -21.28664809
16.02          -0.71873889    -21.28664490
16.03          -0.71879938    -21.28664172
16.04          -0.71885982    -21.28663856
16.05          -0.71892021    -21.28663540
16.06          -0.71898054    -21.28663226
16.07          -0.71904079    -21.28662914
16.08          -0.71910096    -21.28662602
16.09          -0.71916104    -21.28662292
16.10          -0.71922102    -21.28661984
16.11          -0.71928088    -21.28661676
16.12          -0.71934062    -21.28661370
16.13          -0.71940024    -21.28661065
16.14          -0.71945971    -21.28660762
16.15          -0.71951903    -21.28660459
16.16          -0.71957819    -21.28660159
16.17          -0.71963718    -21.28659859
16.18          -0.71969600    -21.28659561
16.19          -0.71975462    -21.28659264
16.20          -0.71981305    -21.28658969
16.21          -0.71987128    -21.28658675
16.22          -0.71992929    -21.28658382
16.23          -0.71998707    -21.28658091
16.24          -0.72004463    -21.28657801
16.25          -0.72010194    -21.28657512
16.26          -0.72015900    -21.28657225
16.27          -0.72021581    -21.28656939
16.28          -0.72027235    -21.28656655
16.29          -0.72032861    -21.28656372
16.30          -0.72038459    -21.28656090
16.31          -0.72044027    -21.28655810
16.32          -0.72049566    -21.28655531
16.33          -0.72055073    -21.28655253
16.34          -0.72060549    -21.28654977
16.35          -0.72065993    -21.28654702
16.36          -0.72071403    -21.28654429
16.37          -0.72076779    -21.28654157
16.38          -0.72082121    -21.28653887
16.39          -0.72087427    -21.28653618
16.40          -0.72092697    -21.28653350
16.41          -0.72097929    -21.28653084
16.42          -0.72103124    -21.28652819
16.43          -0.72108280    -21.28652555
16.44          -0.72113398    -21.28652293
16.45          -0.72118475    -21.28652033
16.46          -0.72123511    -21.28651774
16.47          -0.72128507    -21.28651516
16.48          -0.72133460    -21.28651260
16.49          -0.72138371    -21.28651005
16.50          -0.72143238    -21.28650751
16.51          -0.72148061    -21.28650499
16.52          -0.72152840    -21.28650249
16.53          -0.72157574    -21.28649999
16.54          -0.72162262    -21.28649752
16.55          -0.72166903    -21.28649505
16.56          -0.72171498    -21.28649261
16.57          -0.72176045    -21.28649017
16.58          -0.72180543    -21.28648775
16.59          -0.72184993    -21.28648535
16.60          -0.72189394    -21.28648295
16.61          -0.72193745    -21.28648058
16.62          -0.72198045    -21.28647822
16.63          -0.72202295    -21.28647587
16.64          -0.72206493    -21.28647353
16.65          -0.72210639    -21.28647122
16.66          -0.72214733    -21.28646891
16.67          -0.72218774    -21.28646662
16.68          -0.72222762    -21.28646434
16.69          -0.72226696    -21.28646208
16.70          -0.72230575    -21.28645984
16.71          -0.72234400    -21.28645760
16.72          -0.72238170    -21.28645539
16.73          -0.72241885    -21.28645318
16.74          -0.72245543    -21.28645099
16.75          -0.72249146    -21.28644882
16.76          -0.72252691    -21.28644666
16.77          -0.72256180    -21.28644451
16.78          -0.72259611    -21.28644238
16.79          -0.72262984    -21.28644026
16.80          -0.72266300    -21.28643816
16.81          -0.72269557    -21.28643607
16.82          -0.72272755    -21.28643399
16.83          -0.72275894    -21.28643193
16.84          -0.72278974    -21.28642989
16.85          -0.72281995    -21.28642786
16.86          -0.72284955    -21.28642584
16.87          -0.72287856    -21.28642384
16.88          -0.72290696    -21.28642185
16.89          -0.72293476    -21.28641987
16.90          -0.72296195    -21.28641791
16.91          -0.72298852    -21.28641597
16.92          -0.72301449    -21.28641403
16.93          -0.72303984    -21.28641212
16.94          -0.72306458    -21.28641021
16.95          -0.72308870    -21.28640832
16.96          -0.72311220    -21.28640645
16.97          -0.72313508    -21.28640459
16.98          -0.72315734    -21.28640274
16.99          -0.72317897    -21.28640091
17.00          -0.72319998    -21.28639909
17.01          -0.72322037    -21.28639728
17.02          -0.72324013    -21.28639549
17.03          -0.72325927    -21.28639371
17.04          -0.72327777    -21.28639195
17.05          -0.72329565    -21.28639020
17.06          -0.72331290    -21.28638847
17.07          -0.72332952    -21.28638675
17.08          -0.72334552    -21.28638504
17.09          -0.72336088    -21.28638335
17.10          -0.72337562    -21.28638167
17.11          -0.72338972    -21.28638000
17.12          -0.72340320    -21.28637835
17.13          -0.72341605    -21.28637671
17.14          -0.72342827    -21.28637508
17.15          -0.72343986    -21.28637347
17.16          -0.72345083    -21.28637187
17.17          -0.72346117    -21.28637029
17.18          -0.72347088    -21.28636872
17.19          -0.72347997    -21.28636716
17.20          -0.72348844    -21.28636562
17.21          -0.72349628    -21.28636409
17.22          -0.72350351    -21.28636257
17.23          -0.72351011    -21.28636107
17.24          -0.72351609    -21.28635958
17.25          -0.72352146    -21.28635811
17.26          -0.72352621    -21.28635664
17.27          -0.72353035    -21.28635519
17.28          -0.72353388    -21.28635376
17.29          -0.72353680    -21.28635233
17.30          -0.72353911    -21.28635092
17.31          -0.72354081    -21.28634953
17.32          -0.72354191    -21.28634814
17.33          -0.72354241    -21.28634677
17.34          -0.72354231    -21.28634542
17.35          -0.72354161    -21.28634407
17.36          -0.72354032    -21.28634274
17.37          -0.72353844    -21.28634142
17.38          -0.72353597    -21.28634012
17.39          -0.72353292    -21.28633882
17.40          -0.72352928    -21.28633754
17.41          -0.72352506    -21.28633628
17.42          -0.72352027    -21.28633502
17.43          -0.72351490    -21.28633378
17.44          -0.72350896    -21.28633255
17.45          -0.72350246    -21.28633134
17.46          -0.72349539    -21.28633013
17.47          -0.72348776    -21.28632894
17.48          -0.72347957    -21.28632776
17.49          -0.72347084    -21.28632660
17.50          -0.72346155    -21.28632544
17.51          -0.72345172    -21.28632430
17.52          -0.72344135    -21.28632317
17.53          -0.72343044    -21.28632206
17.54          -0.72341899    -21.28632095
17.55          -0.72340702    -21.28631986
17.56          -0.72339452    -21.28631878
17.57          -0.72338150    -21.28631771
17.58          -0.72336797    -21.28631666
17.59          -0.72335392    -21.28631562
17.60          -0.72333937    -21.28631458
17.61          -0.72332431    -21.28631356
17.62          -0.72330876    -21.28631256
17.63          -0.72329271    -21.28631156
17.64          -0.72327617    -21.28631058
17.65          -0.72325915    -21.28630961
17.66          -0.72324165    -21.28630865
17.67          -0.72322368    -21.28630770
17.68          -0.72320523    -21.28630676
17.69          -0.72318632    -21.28630584
17.70          -0.72316695    -21.28630492
17.71          -0.72314713    -21.28630402
17.72          -0.72312686    -21.28630313
17.73          -0.72310615    -21.28630225
17.74          -0.72308499    -21.28630139
17.75          -0.72306341    -21.28630053
17.76          -0.72304140    -21.28629969
17.77          -0.72301896    -21.28629885
17.78          -0.72299611    -21.28629803
17.79          -0.72297285    -21.28629722
17.80          -0.72294918    -21.28629642
17.81          -0.72292511    -21.28629564
17.82          -0.72290065    -21.28629486
17.83          -0.72287580    -21.28629409
17.84          -0.72285057    -21.28629334
17.85          -0.72282496    -21.28629259
17.86          -0.72279898    -21.28629186
17.87          -0.72277264    -21.28629114
17.88          -0.72274594    -21.28629043
17.89          -0.72271888    -21.28628973
17.90          -0.72269148    -21.28628904
17.91          -0.72266373    -21.28628836
17.92          -0.72263566    -21.28628769
17.93          -0.72260725    -21.28628704
17.94          -0.72257852    -21.28628639
17.95          -0.72254948    -21.28628576
17.96          -0.72252012    -21.28628513
17.97          -0.72249046    -21.28628452
17.98          -0.72246051    -21.28628391
17.99          -0.72243026    -21.28628332
18.00          -0.72239973    -21.28628274
18.01          -0.72236892    -21.28628216
18.02          -0.72233783    -21.28628160
18.03          -0.72230648    -21.28628105
18.04          -0.72227487    -21.28628051
18.05          -0.72224301    -21.28627997
18.06          -0.72221090    -21.28627945
18.07          -0.72217855    -21.28627894
18.08          -0.72214597    -21.28627844
18.09          -0.72211316    -21.28627795
18.10          -0.72208013    -21.28627747
18.11          -0.72204688    -21.28627700
18.12          -0.72201343    -21.28627654
18.13          -0.72197978    -21.28627608
18.14          -0.72194593    -21.28627564
18.15          -0.72191189    -21.28627521
18.16          -0.72187767    -21.28627479
18.17          -0.72184327    -21.28627438
18.18          -0.72180871    -21.28627398
18.19          -0.72177398    -21.28627358
18.20          -0.72173910    -21.28627320
18.21          -0.72170407    -21.28627283
18.22          -0.72166890    -21.28627246
18.23          -0.72163359    -21.28627211
18.24          -0.72159815    -21.28627177
18.25          -0.72156259    -21.28627143
18.26          -0.72152691    -21.28627111
18.27          -0.72149112    -21.28627079
18.28          -0.72145523    -21.28627048
18.29          -0.72141924    -21.28627019
18.30          -0.72138316    -21.28626990
18.31          -0.72134700    -21.28626962
18.32          -0.72131076    -21.28626935
18.33          -0.72127445    -21.28626909
18.34          -0.72123807    -21.28626884
18.35          -0.72120164    -21.28626860
18.36          -0.72116515    -21.28626837
18.37          -0.72112862    -21.28626815
18.38          -0.72109205    -21.28626793
18.39          -0.72105544    -21.28626773
18.40          -0.72101881    -21.28626753
18.41          -0.72098216    -21.28626734
18.42          -0.72094550    -21.28626717
18.43          -0.72090882    -21.28626700
18.44          -0.72087215    -21.28626684
18.45          -0.72083548    -21.28626669
18.46          -0.72079882    -21.28626655
18.47          -0.72076218    -21.28626641
18.48          -0.72072557    -21.28626629
18.49          -0.72068898    -21.28626618
18.50          -0.72065243    -21.28626607
18.51          -0.72061592    -21.28626597
18.52          -0.72057945    -21.28626588
18.53          -0.72054304    -21.28626580
18.54          -0.72050669    -21.28626573
18.55          -0.72047041    -21.28626567
18.56          -0.72043419    -21.28626562
18.57          -0.72039806    -21.28626557
18.58          -0.72036200    -21.28626554
18.59          -0.72032604    -21.28626551
18.60          -0.72029016    -21.28626549
18.61          -0.72025439    -21.28626548
18.62          -0.72021873    -21.28626548
18.63          -0.72018317    -21.28626548
18.64          -0.72014774    -21.28626550
18.65          -0.72011242    -21.28626552
18.66          -0.72007723    -21.28626555
18.67          -0.72004218    -21.28626560
18.68          -0.72000726    -21.28626564
18.69          -0.71997249    -21.28626570
18.70          -0.71993787    -21.28626577
18.71          -0.71990340    -21.28626584
18.72          -0.71986909    -21.28626593
18.73          -0.71983495    -21.28626602
18.74          -0.71980097    -21.28626612
18.75          -0.71976717    -21.28626623
18.76          -0.71973356    -21.28626634
18.77          -0.71970012    -21.28626647
18.78          -0.71966688    -21.28626660
18.79          -0.71963383    -21.28626674
18.80          -0.71960098    -21.28626689
18.81          -0.71956833    -21.28626705
18.82          -0.71953590    -21.28626722
18.83          -0.71950367    -21.28626739
18.84          -0.71947167    -21.28626758
18.85          -0.71943988    -21.28626777
18.86          -0.71940833    -21.28626797
18.87          -0.71937700    -21.28626817
18.88          -0.71934592    -21.28626839
18.89          -0.71931507    -21.28626862
18.90          -0.71928446    -21.28626885
18.91          -0.71925411    -21.28626909
18.92          -0.71922401    -21.28626934
18.93          -0.71919416    -21.28626960
18.94          -0.71916457    -21.28626986
18.95          -0.71913525    -21.28627014
18.96          -0.71910620    -21.28627042
18.97          -0.71907742    -21.28627071
18.98          -0.71904892    -21.28627101
18.99          -0.71902069    -21.28627131
19.00          -0.71899275    -21.28627163
19.01          -0.71896510    -21.28627195
19.02          -0.71893774    -21.28627228
19.03          -0.71891067    -21.28627262
19.04          -0.71888390    -21.28627297
19.05          -0.71885742    -21.28627333
19.06          -0.71883126    -21.28627369
19.07          -0.71880540    -21.28627406
19.08          -0.71877985    -21.28627445
19.09          -0.71875461    -21.28627483
19.10          -0.71872969    -21.28627523
19.11          -0.71870509    -21.28627564
19.12          -0.71868081    -21.28627605
19.13          -0.71865685    -21.28627647
19.14          -0.71863322    -21.28627690
19.15          -0.71860993    -21.28627734
19.16          -0.71858696    -21.28627779
19.17          -0.71856433    -21.28627824
19.18          -0.71854204    -21.28627871
19.19          -0.71852009    -21.28627918
19.20          -0.71849848    -21.28627966
19.21          -0.71847722    -21.28628014
19.22          -0.71845630    -21.28628064
19.23          -0.71843573    -21.28628114
19.24          -0.71841551    -21.28628166
19.25          -0.71839565    -21.28628218
19.26          -0.71837614    -21.28628271
19.27          -0.71835698    -21.28628325
19.28          -0.71833819    -21.28628379
19.29          -0.71831975    -21.28628435
19.30          -0.71830168    -21.28628491
19.31          -0.71828397    -21.28628548
19.32          -0.71826663    -21.28628606
19.33          -0.71824965    -21.28628665
19.34          -0.71823304    -21.28628724
19.35          -0.71821680    -21.28628785
19.36          -0.71820093    -21.28628846
19.37          -0.71818543    -21.28628908
19.38          -0.71817031    -21.28628971
19.39          -0.71815555    -21.28629035
19.40          -0.71814117    -21.28629100
19.41          -0.71812717    -21.28629165
19.42          -0.71811355    -21.28629231
19.43          -0.71810030    -21.28629299
19.44          -0.71808743    -21.28629367
19.45          -0.71807493    -21.28629436
19.46          -0.71806282    -21.28629505
19.47          -0.71805109    -21.28629576
19.48          -0.71803973    -21.28629647
19.49          -0.71802876    -21.28629720
19.50          -0.71801816    -21.28629793
19.51          -0.71800795    -21.28629867
19.52          -0.71799812    -21.28629942
19.53          -0.71798867    -21.28630018
19.54          -0.71797960    -21.28630094
19.55          -0.71797091    -21.28630172
19.56          -0.71796260    -21.28630250
19.57          -0.71795468    -21.28630330
19.58          -0.71794713    -21.28630410
19.59          -0.71793997    -21.28630491
19.60          -0.71793318    -21.28630573
19.61          -0.71792678    -21.28630655
19.62          -0.71792075    -21.28630739
19.63          -0.71791510    -21.28630824
19.64          -0.71790983    -21.28630909
19.65          -0.71790494    -21.28630995
19.66          -0.71790043    -21.28631083
19.67          -0.71789629    -21.28631171
19.68          -0.71789252    -21.28631260
19.69          -0.71788913    -21.28631350
19.70          -0.71788611    -21.28631440
19.71          -0.71788347    -21.28631532
19.72          -0.71788120    -21.28631625
19.73          -0.71787929    -21.28631718
19.74          -0.71787776    -21.28631812
19.75          -0.71787659    -21.28631908
19.76          -0.71787579    -21.28632004
19.77          -0.71787535    -21.28632101
19.78          -0.71787528    -21.28632199
19.79          -0.71787557    -21.28632298
19.80          -0.71787622    -21.28632398
19.81          -0.71787723    -21.28632499
19.82          -0.71787859    -21.28632600
19.83          -0.71788031    -21.28632703
19.84          -0.71788239    -21.28632806
19.85          -0.71788482    -21.28632911
19.86          -0.71788759    -21.28633016
19.87          -0.71789072    -21.28633123
19.88          -0.71789419    -21.28633230
19.89          -0.71789801    -21.28633338
19.90          -0.71790217    -21.28633447
19.91          -0.71790667    -21.28633557
19.92          -0.71791150    -21.28633669
19.93          -0.71791667    -21.28633780
19.94          -0.71792218    -21.28633893
19.95          -0.71792802    -21.28634007
19.96          -0.71793418    -21.28634122
19.97          -0.71794068    -21.28634238
19.98          -0.71794749    -21.28634355
19.99          -0.71795463    -21.28634472
20.00          -0.71796209    -21.28634591
20.01          -0.71796987    -21.28634711
20.02          -0.71797795    -21.28634831
20.03          -0.71798635    -21.28634953
20.04          -0.71799506    -21.28635076
20.05          -0.71800408    -21.28635199
20.06          -0.71801339    -21.28635324
20.07          -0.71802301    -21.28635449
20.08          -0.71803292    -21.28635576
20.09          -0.71804313    -21.28635703
20.10          -0.71805363    -21.28635831
20.11          -0.71806442    -21.28635961
20.12          -0.71807550    -21.28636091
20.13          -0.71808686    -21.28636223
20.14          -0.71809849    -21.28636355
20.15          -0.71811041    -21.28636489
20.16          -0.71812260    -21.28636623
20.17          -0.71813505    -21.28636758
20.18          -0.71814778    -21.28636895
20.19          -0.71816076    -21.28637032
20.20          -0.71817401    -21.28637171
20.21          -0.71818752    -21.28637310
20.22          -0.71820128    -21.28637451
20.23          -0.71821529    -21.28637592
20.24          -0.71822954    -21.28637735
20.25          -0.71824404    -21.28637878
20.26          -0.71825878    -21.28638023
20.27          -0.71827376    -21.28638168
20.28          -0.71828897    -21.28638315
20.29          -0.71830441    -21.28638463
20.30          -0.71832007    -21.28638611
20.31          -0.71833596    -21.28638761
20.32          -0.71835207    -21.28638912
20.33          -0.71836839    -21.28639063
20.34          -0.71838492    -21.28639216
20.35          -0.71840166    -21.28639370
20.36          -0.71841861    -21.28639525
20.37          -0.71843576    -21.28639681
20.38          -0.71845310    -21.28639838
20.39          -0.71847064    -21.28639996
20.40          -0.71848836    -21.28640155
20.41          -0.71850627    -21.28640315
20.42          -0.71852437    -21.28640477
20.43          -0.71854264    -21.28640639
20.44          -0.71856108    -21.28640802
20.45          -0.71857970    -21.28640967
20.46          -0.71859848    -21.28641132
20.47          -0.71861743    -21.28641299
20.48          -0.71863653    -21.28641466
20.49          -0.71865579    -21.28641635
20.50          -0.71867520    -21.28641805
20.51          -0.71869476    -21.28641976
20.52          -0.71871446    -21.28642147
20.53          -0.71873430    -21.28642320
20.54          -0.71875428    -21.28642495
20.55          -0.71877439    -21.28642670
20.56          -0.71879462    -21.28642846
20.57          -0.71881498    -21.28643023
20.58          -0.71883546    -21.28643202
20.59          -0.71885605    -21.28643381
20.60          -0.71887676    -21.28643562
20.61          -0.71889757    -21.28643744
20.62          -0.71891849    -21.28643926
20.63          -0.71893951    -21.28644110
20.64          -0.71896062    -21.28644295
20.65          -0.71898183    -21.28644481
20.66          -0.71900312    -21.28644669
20.67          -0.71902450    -21.28644857
20.68          -0.71904596    -21.28645046
20.69          -0.71906749    -21.28645237
20.70          -0.71908910    -21.28645428
20.71          -0.71911078    -21.28645621
20.72          -0.71913252    -21.28645815
20.73          -0.71915432    -21.28646010
20.74          -0.71917617    -21.28646206
20.75          -0.71919808    -21.28646403
20.76          -0.71922004    -21.28646602
20.77          -0.71924204    -21.28646801
20.78          -0.71926408    -21.28647002
20.79          -0.71928617    -21.28647203
20.80          -0.71930828    -21.28647406
20.81          -0.71933042    -21.28647610
20.82          -0.71935259    -21.28647815
20.83          -0.71937478    -21.28648021
20.84          -0.71939699    -21.28648229
20.85          -0.71941921    -21.28648437
20.86          -0.71944144    -21.28648647
20.87          -0.71946368    -21.28648857
20.88          -0.71948592    -21.28649069
20.89          -0.71950816    -21.28649282
20.90          -0.71953039    -21.28649496
20.91          -0.71955262    -21.28649711
20.92          -0.71957483    -21.28649928
20.93          -0.71959703    -21.28650145
20.94          -0.71961920    -21.28650364
20.95          -0.71964136    -21.28650584
20.96          -0.71966348    -21.28650805
20.97          -0.71968558    -21.28651027
20.98          -0.71970764    -21.28651250
20.99          -0.71972966    -21.28651474
21.00          -0.71975164    -21.28651700
21.01          -0.71977358    -21.28651926
21.02          -0.71979547    -21.28652154
21.03          -0.71981730    -21.28652383
21.04          -0.71983908    -21.28652613
21.05          -0.71986080    -21.28652844
21.06          -0.71988246    -21.28653077
21.07          -0.71990406    -21.28653310
21.08          -0.71992558    -21.28653545
21.09          -0.71994703    -21.28653781
21.10          -0.71996841    -21.28654018
21.11          -0.71998970    -21.28654256
21.12          -0.72001092    -21.28654495
21.13          -0.72003204    -21.28654735
21.14          -0.72005308    -21.28654977
21.15          -0.72007403    -21.28655220
21.16          -0.72009488    -21.28655463
21.17          -0.72011564    -21.28655708
21.18          -0.72013629    -21.28655955
21.19          -0.72015684    -21.28656202
21.20          -0.72017728    -21.28656450
21.21          -0.72019761    -21.28656700
21.22          -0.72021782    -21.28656951
21.23          -0.72023792    -21.28657203
21.24          -0.72025790    -21.28657456
21.25          -0.72027776    -21.28657710
21.26          -0.72029749    -21.28657965
21.27          -0.72031709    -21.28658222
21.28          -0.72033657    -21.28658479
21.29          -0.72035591    -21.28658738
21.30          -0.72037511    -21.28658998
21.31          -0.72039417    -21.28659259
21.32          -0.72041310    -21.28659521
21.33          -0.72043188    -21.28659785
21.34          -0.72045051    -21.28660049
21.35          -0.72046899    -21.28660315
21.36          -0.72048732    -21.28660582
21.37          -0.72050550    -21.28660850
21.38          -0.72052352    -21.28661119
21.39          -0.72054138    -21.28661389
21.40          -0.72055908    -21.28661660
21.41          -0.72057661    -21.28661933
21.42          -0.72059398    -21.28662207
21.43          -0.72061119    -21.28662482
21.44          -0.72062822    -21.28662758
21.45          -0.72064507    -21.28663035
21.46          -0.72066176    -21.28663313
21.47          -0.72067826    -21.28663592
21.48          -0.72069459    -21.28663873
21.49          -0.72071073    -21.28664155
21.50          -0.72072670    -21.28664437
21.51          -0.72074247    -21.28664721
21.52          -0.72075806    -21.28665007
21.53          -0.72077347    -21.28665293
21.54          -0.72078868    -21.28665580
21.55          -0.72080370    -21.28665869
21.56          -0.72081852    -21.28666158
21.57          -0.72083315    -21.28666449
21.58          -0.72084758    -21.28666741
21.59          -0.72086181    -21.28667034
21.60          -0.72087584    -21.28667328
21.61          -0.72088967    -21.28667624
21.62          -0.72090330    -21.28667920
21.63          -0.72091672    -21.28668217
21.64          -0.72092993    -21.28668516
21.65          -0.72094294    -21.28668816
21.66          -0.72095573    -21.28669117
21.67          -0.72096832    -21.28669419
21.68          -0.72098069    -21.28669722
21.69          -0.72099285    -21.28670026
21.70          -0.72100480    -21.28670332
21.71          -0.72101653    -21.28670638
21.72          -0.72102804    -21.28670946
21.73          -0.72103933    -21.28671255
21.74          -0.72105041    -21.28671564
21.75          -0.72106127    -21.28671875
21.76          -0.72107191    -21.28672187
21.77          -0.72108232    -21.28672500
21.78          -0.72109251    -21.28672815
21.79          -0.72110248    -21.28673130
21.80          -0.72111223    -21.28673447
21.81          -0.72112175    -21.28673764
21.82          -0.72113105    -21.28674083
21.83          -0.72114012    -21.28674403
21.84          -0.72114896    -21.28674723
21.85          -0.72115758    -21.28675045
21.86          -0.72116597    -21.28675368
21.87          -0.72117413    -21.28675692
21.88          -0.72118206    -21.28676018
21.89          -0.72118976    -21.28676344
21.90          -0.72119724    -21.28676671
21.91          -0.72120448    -21.28677000
21.92          -0.72121149    -21.28677329
21.93          -0.72121828    -21.28677660
21.94          -0.72122483    -21.28677991
21.95          -0.72123115    -21.28678324
21.96          -0.72123724    -21.28678658
21.97          -0.72124311    -21.28678993
21.98          -0.72124874    -21.28679329
21.99          -0.72125414    -21.28679666
22.00          -0.72125930    -21.28680004
22.01          -0.72126424    -21.28680343
22.02          -0.72126895    -21.28680683
22.03          -0.72127343    -21.28681025
22.04          -0.72127767    -21.28681367
22.05          -0.72128169    -21.28681710
22.06          -0.72128548    -21.28682055
22.07          -0.72128903    -21.28682400
22.08          -0.72129236    -21.28682747
22.09          -0.72129546    -21.28683094
22.10          -0.72129833    -21.28683443
22.11          -0.72130098    -21.28683792
22.12          -0.72130339    -21.28684143
22.13          -0.72130558    -21.28684495
22.14          -0.72130754    -21.28684847
22.15          -0.72130928    -21.28685201
22.16          -0.72131079    -21.28685556
22.17          -0.72131208    -21.28685912
22.18          -0.72131314    -21.28686269
22.19          -0.72131398    -21.28686626
22.20          -0.72131460    -21.28686985
22.21          -0.72131500    -21.28687345
22.22          -0.72131517    -21.28687706
22.23          -0.72131513    -21.28688068
22.24          -0.72131487    -21.28688431
22.25          -0.72131438    -21.28688795
22.26          -0.72131369    -21.28689160
22.27          -0.72131277    -21.28689526
22.28          -0.72131165    -21.28689892
22.29          -0.72131030    -21.28690260
22.30          -0.72130875    -21.28690629
22.31          -0.72130698    -21.28690999
22.32          -0.72130501    -21.28691370
22.33          -0.72130282    -21.28691742
22.34          -0.72130043    -21.28692115
22.35          -0.72129783    -21.28692488
22.36          -0.72129502    -21.28692863
22.37          -0.72129201    -21.28693239
22.38          -0.72128880    -21.28693616
22.39          -0.72128538    -21.28693993
22.40          -0.72128177    -21.28694372
22.41          -0.72127796    -21.28694752
22.42          -0.72127395    -21.28695132
22.43          -0.72126974    -21.28695514
22.44          -0.72126534    -21.28695896
22.45          -0.72126075    -21.28696280
22.46          -0.72125596    -21.28696664
22.47          -0.72125099    -21.28697050
22.48          -0.72124583    -21.28697436
22.49          -0.72124048    -21.28697823
22.50          -0.72123495    -21.28698211
22.51          -0.72122924    -21.28698600
22.52          -0.72122334    -21.28698990
22.53          -0.72121727    -21.28699381
22.54          -0.72121101    -21.28699773
22.55          -0.72120459    -21.28700166
22.56          -0.72119798    -21.28700560
22.57          -0.72119121    -21.28700954
22.58          -0.72118426    -21.28701350
22.59          -0.72117715    -21.28701747
22.60          -0.72116987    -21.28702144
22.61          -0.72116242    -21.28702542
22.62          -0.72115482    -21.28702941
22.63          -0.72114705    -21.28703342
22.64          -0.72113912    -21.28703743
22.65          -0.72113104    -21.28704145
22.66          -0.72112280    -21.28704547
22.67          -0.72111440    -21.28704951
22.68          -0.72110586    -21.28705356
22.69          -0.72109717    -21.28705761
22.70          -0.72108833    -21.28706167
22.71          -0.72107935    -21.28706575
22.72          -0.72107022    -21.28706983
22.73          -0.72106096    -21.28707392
22.74          -0.72105155    -21.28707802
22.75          -0.72104201    -21.28708212
22.76          -0.72103234    -21.28708624
22.77          -0.72102253    -21.28709037
22.78          -0.72101260    -21.28709450
22.79          -0.72100253    -21.28709864
22.80          -0.72099235    -21.28710279
22.81          -0.72098203    -21.28710695
22.82          -0.72097160    -21.28711112
22.83          -0.72096105    -21.28711529
22.84          -0.72095039    -21.28711948
22.85          -0.72093961    -21.28712367
22.86          -0.72092871    -21.28712787
22.87          -0.72091771    -21.28713208
22.88          -0.72090661    -21.28713630
22.89          -0.72089539    -21.28714053
22.90          -0.72088408    -21.28714476
22.91          -0.72087266    -21.28714900
22.92          -0.72086115    -21.28715326
22.93          -0.72084954    -21.28715752
22.94          -0.72083784    -21.28716178
22.95          -0.72082605    -21.28716606
22.96          -0.72081417    -21.28717034
22.97          -0.72080220    -21.28717463
22.98          -0.72079015    -21.28717893
22.99          -0.72077802    -21.28718324
23.00          -0.72076581    -21.28718756
23.01          -0.72075353    -21.28719188
23.02          -0.72074117    -21.28719621
23.03          -0.72072873    -21.28720055
23.04          -0.72071623    -21.28720490
23.05          -0.72070366    -21.28720926
23.06          -0.72069103    -21.28721362
23.07          -0.72067834    -21.28721799
23.08          -0.72066558    -21.28722237
23.09          -0.72065277    -21.28722676
23.10          -0.72063990    -21.28723116
23.11          -0.72062699    -21.28723556
23.12          -0.72061402    -21.28723997
23.13          -0.72060100    -21.28724439
23.14          -0.72058794    -21.28724881
23.15          -0.72057483    -21.28725325
23.16          -0.72056168    -21.28725769
23.17          -0.72054850    -21.28726213
23.18          -0.72053528    -21.28726659
23.19          -0.72052203    -21.28727105
23.20          -0.72050874    -21.28727553
23.21          -0.72049543    -21.28728000
23.22          -0.72048209    -21.28728449
23.23          -0.72046872    -21.28728898
23.24          -0.72045534    -21.28729349
23.25          -0.72044193    -21.28729799
23.26          -0.72042851    -21.28730251
23.27          -0.72041507    -21.28730703
