Time (s)            Body0_x (m)     Body0_y (m)     Body0_z (m)     
19.44               0.0000          0.0000          -1.8640         
19.45               0.0000          0.0000          -1.8674         
19.46               0.0000          0.0000          -1.8709         
19.47               0.0000          0.0000          -1.8743         
19.48               0.0000          0.0000          -1.8778         
19.49               0.0000          0.0000          -1.8813         
19.50               0.0000          0.0000          -1.8848         
19.51               0.0000          0.0000          -1.8883         
19.52               0.0000          0.0000          -1.8919         
19.53               0.0000          0.0000          -1.8954         
19.54               0.0000          0.0000          -1.8989         
19.55               0.0000          0.0000          -1.9025         
19.56               0.0000          0.0000          -1.9061         
19.57               0.0000          0.0000          -1.9097         
19.58               0.0000          0.0000          -1.9133         
19.59               0.0000          0.0000          -1.9169         
19.60               0.0000          0.0000          -1.9205         
19.61               0.0000          0.0000          -1.9241         
19.62               0.0000          0.0000          -1.9277         
19.63               0.0000          0.0000          -1.9313         
19.64               0.0000          0.0000          -1.9350         
19.65               0.0000          0.0000          -1.9386         
19.66               0.0000          0.0000          -1.9422         
19.67               0.0000          0.0000          -1.9459         
19.68               0.0000          0.0000          -1.9495         
19.69               0.0000          0.0000          -1.9532         
19.70               0.0000          0.0000          -1.9568         
19.71               0.0000          0.0000          -1.9605         
19.72               0.0000          0.0000          -1.9641         
19.73               0.0000          0.0000          -1.9677         
19.74               0.0000          0.0000          -1.9714         
19.75               0.0000          0.0000          -1.9750         
19.76               0.0000          0.0000          -1.9787         
19.77               0.0000          0.0000          -1.9823         
19.78               0.0000          0.0000          -1.9859         
19.79               0.0000          0.0000          -1.9896         
19.80               0.0000          0.0000          -1.9932         
19.81               0.0000          0.0000          -1.9968         
19.82               0.0000          0.0000          -2.0004         
19.83               0.0000          0.0000          -2.0040         
19.84               0.0000          0.0000          -2.0076         
19.85               0.0000          0.0000          -2.0112         
19.86               0.0000          0.0000          -2.0147         
19.87               0.0000          0.0000          -2.0183         
19.88               0.0000          0.0000          -2.0218         
19.89               0.0000          0.0000          -2.0254         
19.90               0.0000          0.0000          -2.0289         
19.91               0.0000          0.0000          -2.0324         
19.92               0.0000          0.0000          -2.0359         
19.93               0.0000          0.0000          -2.0394         
19.94               0.0000          0.0000          -2.0429         
19.95               0.0000          0.0000          -2.0463         
19.96               0.0000          0.0000          -2.0498         
19.97               0.0000          0.0000          -2.0532         
19.98               0.0000          0.0000          -2.0566         
19.99               0.0000          0.0000          -2.0600         
20.00               0.0000          0.0000          -2.0634         
20.01               0.0000          0.0000          -2.0667         
20.02               0.0000          0.0000          -2.0700         
20.03               0.0000          0.0000          -2.0734         
20.04               0.0000          0.0000          -2.0766         
20.05               0.0000          0.0000          -2.0799         
20.06               0.0000          0.0000          -2.0832         
20.07               0.0000          0.0000          -2.0864         
20.08               0.0000          0.0000          -2.0896         
20.09               0.0000          0.0000          -2.0928         
20.10               0.0000          0.0000          -2.0959         
20.11               0.0000          0.0000          -2.0991         
20.12               0.0000          0.0000          -2.1022         
20.13               0.0000          0.0000          -2.1053         
20.14               0.0000          0.0000          -2.1083         
20.15               0.0000          0.0000          -2.1114         
20.16               0.0000          0.0000          -2.1144         
20.17               0.0000          0.0000          -2.1174         
20.18               0.0000          0.0000          -2.1203         
20.19               0.0000          0.0000          -2.1232         
20.20               0.0000          0.0000          -2.1261         
20.21               0.0000          0.0000          -2.1290         
20.22               0.0000          0.0000          -2.1318         
20.23               0.0000          0.0000          -2.1346         
20.24               0.0000          0.0000          -2.1374         
20.25               0.0000          0.0000          -2.1402         
20.26               0.0000          0.0000          -2.1429         
20.27               0.0000          0.0000          -2.1456         
20.28               0.0000          0.0000          -2.1482         
20.29               0.0000          0.0000          -2.1508         
20.30               0.0000          0.0000          -2.1534         
20.31               0.0000          0.0000          -2.1560         
20.32               0.0000          0.0000          -2.1585         
20.33               0.0000          0.0000          -2.1610         
20.34               0.0000          0.0000          -2.1634         
20.35               0.0000          0.0000          -2.1658         
20.36               0.0000          0.0000          -2.1682         
20.37               0.0000          0.0000          -2.1706         
20.38               0.0000          0.0000          -2.1729         
20.39               0.0000          0.0000          -2.1751         
20.40               0.0000          0.0000          -2.1774         
20.41               0.0000          0.0000          -2.1796         
20.42               0.0000          0.0000          -2.1817         
20.43               0.0000          0.0000          -2.1839         
20.44               0.0000          0.0000          -2.1860         
20.45               0.0000          0.0000          -2.1880         
20.46               0.0000          0.0000          -2.1900         
20.47               0.0000          0.0000          -2.1920         
20.48               0.0000          0.0000          -2.1939         
20.49               0.0000          0.0000          -2.1958         
20.50               0.0000          0.0000          -2.1977         
20.51               0.0000          0.0000          -2.1995         
20.52               0.0000          0.0000          -2.2012         
20.53               0.0000          0.0000          -2.2030         
20.54               0.0000          0.0000          -2.2047         
20.55               0.0000          0.0000          -2.2063         
20.56               0.0000          0.0000          -2.2079         
20.57               0.0000          0.0000          -2.2095         
20.58               0.0000          0.0000          -2.2110         
20.59               0.0000          0.0000          -2.2125         
20.60               0.0000          0.0000          -2.2140         
20.61               0.0000          0.0000          -2.2154         
20.62               0.0000          0.0000          -2.2167         
20.63               0.0000          0.0000          -2.2180         
20.64               0.0000          0.0000          -2.2193         
20.65               0.0000          0.0000          -2.2205         
20.66               0.0000          0.0000          -2.2217         
20.67               0.0000          0.0000          -2.2229         
20.68               0.0000          0.0000          -2.2240         
20.69               0.0000          0.0000          -2.2250         
20.70               0.0000          0.0000          -2.2261         
20.71               0.0000          0.0000          -2.2270         
20.72               0.0000          0.0000          -2.2280         
20.73               0.0000          0.0000          -2.2289         
20.74               0.0000          0.0000          -2.2297         
20.75               0.0000          0.0000          -2.2305         
20.76               0.0000          0.0000          -2.2313         
20.77               0.0000          0.0000          -2.2320         
20.78               0.0000          0.0000          -2.2327         
20.79               0.0000          0.0000          -2.2333         
20.80               0.0000          0.0000          -2.2339         
20.81               0.0000          0.0000          -2.2344         
20.82               0.0000          0.0000          -2.2349         
20.83               0.0000          0.0000          -2.2354         
20.84               0.0000          0.0000          -2.2358         
20.85               0.0000          0.0000          -2.2361         
20.86               0.0000          0.0000          -2.2365         
20.87               0.0000          0.0000          -2.2367         
20.88               0.0000          0.0000          -2.2370         
20.89               0.0000          0.0000          -2.2372         
20.90               0.0000          0.0000          -2.2373         
20.91               0.0000          0.0000          -2.2374         
20.92               0.0000          0.0000          -2.2375         
20.93               0.0000          0.0000          -2.2375         
20.94               0.0000          0.0000          -2.2375         
20.95               0.0000          0.0000          -2.2374         
20.96               0.0000          0.0000          -2.2373         
20.97               0.0000          0.0000          -2.2371         
20.98               0.0000          0.0000          -2.2370         
20.99               0.0000          0.0000          -2.2367         
21.00               0.0000          0.0000          -2.2364         
21.01               0.0000          0.0000          -2.2361         
21.02               0.0000          0.0000          -2.2357         
21.03               0.0000          0.0000          -2.2353         
21.04               0.0000          0.0000          -2.2349         
21.05               0.0000          0.0000          -2.2344         
21.06               0.0000          0.0000          -2.2339         
21.07               0.0000          0.0000          -2.2333         
21.08               0.0000          0.0000          -2.2327         
21.09               0.0000          0.0000          -2.2320         
21.10               0.0000          0.0000          -2.2313         
21.11               0.0000          0.0000          -2.2306         
21.12               0.0000          0.0000          -2.2298         
21.13               0.0000          0.0000          -2.2290         
21.14               0.0000          0.0000          -2.2281         
21.15               0.0000          0.0000          -2.2273         
21.16               0.0000          0.0000          -2.2263         
21.17               0.0000          0.0000          -2.2253         
21.18               0.0000          0.0000          -2.2243         
21.19               0.0000          0.0000          -2.2233         
21.20               0.0000          0.0000          -2.2222         
21.21               0.0000          0.0000          -2.2211         
21.22               0.0000          0.0000          -2.2199         
21.23               0.0000          0.0000          -2.2187         
21.24               0.0000          0.0000          -2.2175         
21.25               0.0000          0.0000          -2.2162         
21.26               0.0000          0.0000          -2.2149         
21.27               0.0000          0.0000          -2.2135         
21.28               0.0000          0.0000          -2.2121         
21.29               0.0000          0.0000          -2.2107         
21.30               0.0000          0.0000          -2.2093         
21.31               0.0000          0.0000          -2.2078         
21.32               0.0000          0.0000          -2.2063         
21.33               0.0000          0.0000          -2.2047         
21.34               0.0000          0.0000          -2.2031         
21.35               0.0000          0.0000          -2.2015         
21.36               0.0000          0.0000          -2.1998         
21.37               0.0000          0.0000          -2.1981         
21.38               0.0000          0.0000          -2.1964         
21.39               0.0000          0.0000          -2.1947         
21.40               0.0000          0.0000          -2.1929         
21.41               0.0000          0.0000          -2.1910         
21.42               0.0000          0.0000          -2.1892         
21.43               0.0000          0.0000          -2.1873         
21.44               0.0000          0.0000          -2.1854         
21.45               0.0000          0.0000          -2.1835         
21.46               0.0000          0.0000          -2.1815         
21.47               0.0000          0.0000          -2.1795         
21.48               0.0000          0.0000          -2.1775         
21.49               0.0000          0.0000          -2.1754         
21.50               0.0000          0.0000          -2.1734         
21.51               0.0000          0.0000          -2.1713         
21.52               0.0000          0.0000          -2.1691         
21.53               0.0000          0.0000          -2.1670         
21.54               0.0000          0.0000          -2.1648         
21.55               0.0000          0.0000          -2.1626         
21.56               0.0000          0.0000          -2.1603         
21.57               0.0000          0.0000          -2.1581         
21.58               0.0000          0.0000          -2.1558         
21.59               0.0000          0.0000          -2.1535         
21.60               0.0000          0.0000          -2.1512         
21.61               0.0000          0.0000          -2.1488         
21.62               0.0000          0.0000          -2.1465         
21.63               0.0000          0.0000          -2.1441         
21.64               0.0000          0.0000          -2.1417         
21.65               0.0000          0.0000          -2.1392         
21.66               0.0000          0.0000          -2.1368         
21.67               0.0000          0.0000          -2.1343         
21.68               0.0000          0.0000          -2.1318         
21.69               0.0000          0.0000          -2.1293         
21.70               0.0000          0.0000          -2.1268         
21.71               0.0000          0.0000          -2.1242         
21.72               0.0000          0.0000          -2.1217         
21.73               0.0000          0.0000          -2.1191         
21.74               0.0000          0.0000          -2.1165         
21.75               0.0000          0.0000          -2.1139         
21.76               0.0000          0.0000          -2.1112         
21.77               0.0000          0.0000          -2.1086         
21.78               0.0000          0.0000          -2.1060         
21.79               0.0000          0.0000          -2.1033         
21.80               0.0000          0.0000          -2.1006         
21.81               0.0000          0.0000          -2.0979         
21.82               0.0000          0.0000          -2.0952         
21.83               0.0000          0.0000          -2.0925         
21.84               0.0000          0.0000          -2.0898         
21.85               0.0000          0.0000          -2.0870         
21.86               0.0000          0.0000          -2.0843         
21.87               0.0000          0.0000          -2.0815         
21.88               0.0000          0.0000          -2.0788         
21.89               0.0000          0.0000          -2.0760         
21.90               0.0000          0.0000          -2.0732         
21.91               0.0000          0.0000          -2.0704         
21.92               0.0000          0.0000          -2.0676         
21.93               0.0000          0.0000          -2.0648         
21.94               0.0000          0.0000          -2.0620         
21.95               0.0000          0.0000          -2.0592         
21.96               0.0000          0.0000          -2.0564         
21.97               0.0000          0.0000          -2.0536         
21.98               0.0000          0.0000          -2.0508         
21.99               0.0000          0.0000          -2.0479         
22.00               0.0000          0.0000          -2.0451         
22.01               0.0000          0.0000          -2.0423         
22.02               0.0000          0.0000          -2.0394         
22.03               0.0000          0.0000          -2.0366         
22.04               0.0000          0.0000          -2.0338         
22.05               0.0000          0.0000          -2.0310         
22.06               0.0000          0.0000          -2.0281         
22.07               0.0000          0.0000          -2.0253         
22.08               0.0000          0.0000          -2.0225         
22.09               0.0000          0.0000          -2.0196         
22.10               0.0000          0.0000          -2.0168         
22.11               0.0000          0.0000          -2.0140         
22.12               0.0000          0.0000          -2.0112         
22.13               0.0000          0.0000          -2.0084         
22.14               0.0000          0.0000          -2.0056         
22.15               0.0000          0.0000          -2.0028         
22.16               0.0000          0.0000          -2.0000         
22.17               0.0000          0.0000          -1.9972         
22.18               0.0000          0.0000          -1.9944         
22.19               0.0000          0.0000          -1.9916         
22.20               0.0000          0.0000          -1.9888         
22.21               0.0000          0.0000          -1.9861         
22.22               0.0000          0.0000          -1.9833         
22.23               0.0000          0.0000          -1.9806         
22.24               0.0000          0.0000          -1.9778         
22.25               0.0000          0.0000          -1.9751         
22.26               0.0000          0.0000          -1.9724         
22.27               0.0000          0.0000          -1.9697         
22.28               0.0000          0.0000          -1.9670         
22.29               0.0000          0.0000          -1.9643         
22.30               0.0000          0.0000          -1.9617         
22.31               0.0000          0.0000          -1.9590         
22.32               0.0000          0.0000          -1.9564         
22.33               0.0000          0.0000          -1.9538         
22.34               0.0000          0.0000          -1.9511         
22.35               0.0000          0.0000          -1.9485         
22.36               0.0000          0.0000          -1.9460         
22.37               0.0000          0.0000          -1.9434         
22.38               0.0000          0.0000          -1.9409         
22.39               0.0000          0.0000          -1.9383         
22.40               0.0000          0.0000          -1.9358         
22.41               0.0000          0.0000          -1.9333         
22.42               0.0000          0.0000          -1.9308         
22.43               0.0000          0.0000          -1.9284         
22.44               0.0000          0.0000          -1.9259         
22.45               0.0000          0.0000          -1.9235         
22.46               0.0000          0.0000          -1.9211         
22.47               0.0000          0.0000          -1.9187         
22.48               0.0000          0.0000          -1.9163         
22.49               0.0000          0.0000          -1.9140         
22.50               0.0000          0.0000          -1.9117         
22.51               0.0000          0.0000          -1.9094         
22.52               0.0000          0.0000          -1.9071         
22.53               0.0000          0.0000          -1.9048         
22.54               0.0000          0.0000          -1.9026         
22.55               0.0000          0.0000          -1.9004         
22.56               0.0000          0.0000          -1.8982         
22.57               0.0000          0.0000          -1.8960         
22.58               0.0000          0.0000          -1.8939         
22.59               0.0000          0.0000          -1.8917         
22.60               0.0000          0.0000          -1.8896         
22.61               0.0000          0.0000          -1.8876         
22.62               0.0000          0.0000          -1.8855         
22.63               0.0000          0.0000          -1.8835         
22.64               0.0000          0.0000          -1.8815         
22.65               0.0000          0.0000          -1.8795         
22.66               0.0000          0.0000          -1.8776         
22.67               0.0000          0.0000          -1.8757         
22.68               0.0000          0.0000          -1.8738         
22.69               0.0000          0.0000          -1.8719         
22.70               0.0000          0.0000          -1.8701         
22.71               0.0000          0.0000          -1.8683         
22.72               0.0000          0.0000          -1.8665         
22.73               0.0000          0.0000          -1.8648         
22.74               0.0000          0.0000          -1.8630         
22.75               0.0000          0.0000          -1.8613         
22.76               0.0000          0.0000          -1.8597         
22.77               0.0000          0.0000          -1.8580         
22.78               0.0000          0.0000          -1.8564         
22.79               0.0000          0.0000          -1.8549         
22.80               0.0000          0.0000          -1.8533         
22.81               0.0000          0.0000          -1.8518         
22.82               0.0000          0.0000          -1.8503         
22.83               0.0000          0.0000          -1.8489         
22.84               0.0000          0.0000          -1.8474         
22.85               0.0000          0.0000          -1.8461         
22.86               0.0000          0.0000          -1.8447         
22.87               0.0000          0.0000          -1.8434         
22.88               0.0000          0.0000          -1.8421         
22.89               0.0000          0.0000          -1.8408         
22.90               0.0000          0.0000          -1.8396         
22.91               0.0000          0.0000          -1.8384         
22.92               0.0000          0.0000          -1.8372         
22.93               0.0000          0.0000          -1.8361         
22.94               0.0000          0.0000          -1.8350         
22.95               0.0000          0.0000          -1.8339         
22.96               0.0000          0.0000          -1.8328         
22.97               0.0000          0.0000          -1.8318         
22.98               0.0000          0.0000          -1.8309         
22.99               0.0000          0.0000          -1.8299         
23.00               0.0000          0.0000          -1.8290         
23.01               0.0000          0.0000          -1.8281         
23.02               0.0000          0.0000          -1.8273         
23.03               0.0000          0.0000          -1.8265         
23.04               0.0000          0.0000          -1.8257         
23.05               0.0000          0.0000          -1.8250         
23.06               0.0000          0.0000          -1.8243         
23.07               0.0000          0.0000          -1.8236         
23.08               0.0000          0.0000          -1.8230         
23.09               0.0000          0.0000          -1.8224         
23.10               0.0000          0.0000          -1.8218         
23.11               0.0000          0.0000          -1.8212         
23.12               0.0000          0.0000          -1.8207         
23.13               0.0000          0.0000          -1.8203         
23.14               0.0000          0.0000          -1.8198         
23.15               0.0000          0.0000          -1.8194         
23.16               0.0000          0.0000          -1.8191         
23.17               0.0000          0.0000          -1.8187         
23.18               0.0000          0.0000          -1.8184         
23.19               0.0000          0.0000          -1.8182         
23.20               0.0000          0.0000          -1.8179         
23.21               0.0000          0.0000          -1.8177         
23.22               0.0000          0.0000          -1.8176         
23.23               0.0000          0.0000          -1.8174         
23.24               0.0000          0.0000          -1.8173         
23.25               0.0000          0.0000          -1.8173         
23.26               0.0000          0.0000          -1.8172         
23.27               0.0000          0.0000          -1.8172         
23.28               0.0000          0.0000          -1.8173         
23.29               0.0000          0.0000          -1.8173         
23.30               0.0000          0.0000          -1.8175         
23.31               0.0000          0.0000          -1.8176         
23.32               0.0000          0.0000          -1.8178         
23.33               0.0000          0.0000          -1.8180         
23.34               0.0000          0.0000          -1.8182         
23.35               0.0000          0.0000          -1.8185         
23.36               0.0000          0.0000          -1.8188         
23.37               0.0000          0.0000          -1.8191         
23.38               0.0000          0.0000          -1.8195         
23.39               0.0000          0.0000          -1.8199         
23.40               0.0000          0.0000          -1.8203         
23.41               0.0000          0.0000          -1.8208         
23.42               0.0000          0.0000          -1.8212         
23.43               0.0000          0.0000          -1.8218         
23.44               0.0000          0.0000          -1.8223         
23.45               0.0000          0.0000          -1.8229         
23.46               0.0000          0.0000          -1.8235         
23.47               0.0000          0.0000          -1.8242         
23.48               0.0000          0.0000          -1.8249         
23.49               0.0000          0.0000          -1.8256         
23.50               0.0000          0.0000          -1.8263         
23.51               0.0000          0.0000          -1.8271         
23.52               0.0000          0.0000          -1.8279         
23.53               0.0000          0.0000          -1.8287         
23.54               0.0000          0.0000          -1.8296         
23.55               0.0000          0.0000          -1.8305         
23.56               0.0000          0.0000          -1.8314         
23.57               0.0000          0.0000          -1.8323         
23.58               0.0000          0.0000          -1.8333         
23.59               0.0000          0.0000          -1.8343         
23.60               0.0000          0.0000          -1.8354         
23.61               0.0000          0.0000          -1.8364         
23.62               0.0000          0.0000          -1.8375         
23.63               0.0000          0.0000          -1.8386         
23.64               0.0000          0.0000          -1.8398         
23.65               0.0000          0.0000          -1.8409         
23.66               0.0000          0.0000          -1.8421         
23.67               0.0000          0.0000          -1.8434         
23.68               0.0000          0.0000          -1.8446         
23.69               0.0000          0.0000          -1.8459         
23.70               0.0000          0.0000          -1.8472         
23.71               0.0000          0.0000          -1.8485         
23.72               0.0000          0.0000          -1.8499         
23.73               0.0000          0.0000          -1.8512         
23.74               0.0000          0.0000          -1.8526         
23.75               0.0000          0.0000          -1.8541         
23.76               0.0000          0.0000          -1.8555         
23.77               0.0000          0.0000          -1.8570         
23.78               0.0000          0.0000          -1.8585         
23.79               0.0000          0.0000          -1.8600         
23.80               0.0000          0.0000          -1.8615         
23.81               0.0000          0.0000          -1.8631         
23.82               0.0000          0.0000          -1.8647         
23.83               0.0000          0.0000          -1.8663         
23.84               0.0000          0.0000          -1.8679         
23.85               0.0000          0.0000          -1.8696         
23.86               0.0000          0.0000          -1.8712         
23.87               0.0000          0.0000          -1.8729         
23.88               0.0000          0.0000          -1.8746         
23.89               0.0000          0.0000          -1.8763         
23.90               0.0000          0.0000          -1.8781         
23.91               0.0000          0.0000          -1.8798         
23.92               0.0000          0.0000          -1.8816         
23.93               0.0000          0.0000          -1.8834         
23.94               0.0000          0.0000          -1.8852         
23.95               0.0000          0.0000          -1.8871         
23.96               0.0000          0.0000          -1.8889         
23.97               0.0000          0.0000          -1.8908         
23.98               0.0000          0.0000          -1.8927         
23.99               0.0000          0.0000          -1.8946         
24.00               0.0000          0.0000          -1.8965         
24.01               0.0000          0.0000          -1.8984         
24.02               0.0000          0.0000          -1.9004         
24.03               0.0000          0.0000          -1.9023         
24.04               0.0000          0.0000          -1.9043         
24.05               0.0000          0.0000          -1.9063         
24.06               0.0000          0.0000          -1.9083         
24.07               0.0000          0.0000          -1.9103         
24.08               0.0000          0.0000          -1.9123         
24.09               0.0000          0.0000          -1.9143         
24.10               0.0000          0.0000          -1.9164         
24.11               0.0000          0.0000          -1.9184         
24.12               0.0000          0.0000          -1.9205         
24.13               0.0000          0.0000          -1.9226         
24.14               0.0000          0.0000          -1.9247         
24.15               0.0000          0.0000          -1.9268         
24.16               0.0000          0.0000          -1.9289         
24.17               0.0000          0.0000          -1.9310         
24.18               0.0000          0.0000          -1.9331         
24.19               0.0000          0.0000          -1.9352         
24.20               0.0000          0.0000          -1.9374         
24.21               0.0000          0.0000          -1.9395         
24.22               0.0000          0.0000          -1.9417         
24.23               0.0000          0.0000          -1.9438         
24.24               0.0000          0.0000          -1.9460         
24.25               0.0000          0.0000          -1.9482         
24.26               0.0000          0.0000          -1.9503         
24.27               0.0000          0.0000          -1.9525         
24.28               0.0000          0.0000          -1.9547         
24.29               0.0000          0.0000          -1.9569         
24.30               0.0000          0.0000          -1.9591         
24.31               0.0000          0.0000          -1.9612         
24.32               0.0000          0.0000          -1.9634         
24.33               0.0000          0.0000          -1.9656         
24.34               0.0000          0.0000          -1.9678         
24.35               0.0000          0.0000          -1.9700         
24.36               0.0000          0.0000          -1.9722         
24.37               0.0000          0.0000          -1.9744         
24.38               0.0000          0.0000          -1.9766         
24.39               0.0000          0.0000          -1.9788         
24.40               0.0000          0.0000          -1.9810         
24.41               0.0000          0.0000          -1.9832         
24.42               0.0000          0.0000          -1.9854         
24.43               0.0000          0.0000          -1.9876         
24.44               0.0000          0.0000          -1.9898         
24.45               0.0000          0.0000          -1.9920         
24.46               0.0000          0.0000          -1.9942         
24.47               0.0000          0.0000          -1.9964         
24.48               0.0000          0.0000          -1.9985         
24.49               0.0000          0.0000          -2.0007         
24.50               0.0000          0.0000          -2.0029         
24.51               0.0000          0.0000          -2.0051         
24.52               0.0000          0.0000          -2.0072         
24.53               0.0000          0.0000          -2.0094         
24.54               0.0000          0.0000          -2.0115         
24.55               0.0000          0.0000          -2.0137         
24.56               0.0000          0.0000          -2.0158         
24.57               0.0000          0.0000          -2.0179         
24.58               0.0000          0.0000          -2.0200         
24.59               0.0000          0.0000          -2.0221         
24.60               0.0000          0.0000          -2.0243         
24.61               0.0000          0.0000          -2.0263         
24.62               0.0000          0.0000          -2.0284         
24.63               0.0000          0.0000          -2.0305         
24.64               0.0000          0.0000          -2.0326         
24.65               0.0000          0.0000          -2.0346         
24.66               0.0000          0.0000          -2.0367         
24.67               0.0000          0.0000          -2.0387         
24.68               0.0000          0.0000          -2.0407         
24.69               0.0000          0.0000          -2.0427         
24.70               0.0000          0.0000          -2.0447         
24.71               0.0000          0.0000          -2.0467         
24.72               0.0000          0.0000          -2.0487         
24.73               0.0000          0.0000          -2.0507         
24.74               0.0000          0.0000          -2.0526         
24.75               0.0000          0.0000          -2.0545         
24.76               0.0000          0.0000          -2.0565         
24.77               0.0000          0.0000          -2.0584         
24.78               0.0000          0.0000          -2.0603         
24.79               0.0000          0.0000          -2.0621         
24.80               0.0000          0.0000          -2.0640         
24.81               0.0000          0.0000          -2.0658         
24.82               0.0000          0.0000          -2.0677         
24.83               0.0000          0.0000          -2.0695         
24.84               0.0000          0.0000          -2.0713         
24.85               0.0000          0.0000          -2.0731         
24.86               0.0000          0.0000          -2.0748         
24.87               0.0000          0.0000          -2.0766         
24.88               0.0000          0.0000          -2.0783         
24.89               0.0000          0.0000          -2.0800         
24.90               0.0000          0.0000          -2.0817         
24.91               0.0000          0.0000          -2.0834         
24.92               0.0000          0.0000          -2.0850         
24.93               0.0000          0.0000          -2.0867         
24.94               0.0000          0.0000          -2.0883         
24.95               0.0000          0.0000          -2.0899         
24.96               0.0000          0.0000          -2.0915         
24.97               0.0000          0.0000          -2.0930         
24.98               0.0000          0.0000          -2.0946         
24.99               0.0000          0.0000          -2.0961         
25.00               0.0000          0.0000          -2.0976         
25.01               0.0000          0.0000          -2.0991         
25.02               0.0000          0.0000          -2.1005         
25.03               0.0000          0.0000          -2.1020         
25.04               0.0000          0.0000          -2.1034         
25.05               0.0000          0.0000          -2.1048         
25.06               0.0000          0.0000          -2.1061         
25.07               0.0000          0.0000          -2.1075         
25.08               0.0000          0.0000          -2.1088         
25.09               0.0000          0.0000          -2.1101         
25.10               0.0000          0.0000          -2.1114         
25.11               0.0000          0.0000          -2.1126         
25.12               0.0000          0.0000          -2.1139         
25.13               0.0000          0.0000          -2.1151         
25.14               0.0000          0.0000          -2.1163         
25.15               0.0000          0.0000          -2.1174         
25.16               0.0000          0.0000          -2.1186         
25.17               0.0000          0.0000          -2.1197         
25.18               0.0000          0.0000          -2.1208         
25.19               0.0000          0.0000          -2.1219         
25.20               0.0000          0.0000          -2.1229         
25.21               0.0000          0.0000          -2.1239         
25.22               0.0000          0.0000          -2.1249         
25.23               0.0000          0.0000          -2.1259         
25.24               0.0000          0.0000          -2.1268         
25.25               0.0000          0.0000          -2.1277         
25.26               0.0000          0.0000          -2.1286         
25.27               0.0000          0.0000          -2.1295         
25.28               0.0000          0.0000          -2.1304         
25.29               0.0000          0.0000          -2.1312         
25.30               0.0000          0.0000          -2.1320         
25.31               0.0000          0.0000          -2.1327         
25.32               0.0000          0.0000          -2.1335         
25.33               0.0000          0.0000          -2.1342         
25.34               0.0000          0.0000          -2.1349         
25.35               0.0000          0.0000          -2.1356         
25.36               0.0000          0.0000          -2.1362         
25.37               0.0000          0.0000          -2.1368         
25.38               0.0000          0.0000          -2.1374         
25.39               0.0000          0.0000          -2.1380         
25.40               0.0000          0.0000          -2.1385         
25.41               0.0000          0.0000          -2.1390         
25.42               0.0000          0.0000          -2.1395         
25.43               0.0000          0.0000          -2.1399         
25.44               0.0000          0.0000          -2.1404         
25.45               0.0000          0.0000          -2.1408         
25.46               0.0000          0.0000          -2.1412         
25.47               0.0000          0.0000          -2.1415         
25.48               0.0000          0.0000          -2.1418         
25.49               0.0000          0.0000          -2.1421         
25.50               0.0000          0.0000          -2.1424         
25.51               0.0000          0.0000          -2.1426         
25.52               0.0000          0.0000          -2.1429         
25.53               0.0000          0.0000          -2.1431         
25.54               0.0000          0.0000          -2.1432         
25.55               0.0000          0.0000          -2.1434         
25.56               0.0000          0.0000          -2.1435         
25.57               0.0000          0.0000          -2.1436         
25.58               0.0000          0.0000          -2.1436         
25.59               0.0000          0.0000          -2.1437         
25.60               0.0000          0.0000          -2.1437         
25.61               0.0000          0.0000          -2.1437         
25.62               0.0000          0.0000          -2.1436         
25.63               0.0000          0.0000          -2.1436         
25.64               0.0000          0.0000          -2.1435         
25.65               0.0000          0.0000          -2.1433         
25.66               0.0000          0.0000          -2.1432         
25.67               0.0000          0.0000          -2.1430         
25.68               0.0000          0.0000          -2.1428         
25.69               0.0000          0.0000          -2.1426         
25.70               0.0000          0.0000          -2.1424         
25.71               0.0000          0.0000          -2.1421         
25.72               0.0000          0.0000          -2.1418         
25.73               0.0000          0.0000          -2.1415         
25.74               0.0000          0.0000          -2.1411         
25.75               0.0000          0.0000          -2.1408         
25.76               0.0000          0.0000          -2.1404         
25.77               0.0000          0.0000          -2.1399         
25.78               0.0000          0.0000          -2.1395         
25.79               0.0000          0.0000          -2.1390         
25.80               0.0000          0.0000          -2.1385         
25.81               0.0000          0.0000          -2.1380         
25.82               0.0000          0.0000          -2.1375         
25.83               0.0000          0.0000          -2.1369         
25.84               0.0000          0.0000          -2.1363         
25.85               0.0000          0.0000          -2.1357         
25.86               0.0000          0.0000          -2.1351         
25.87               0.0000          0.0000          -2.1344         
25.88               0.0000          0.0000          -2.1337         
25.89               0.0000          0.0000          -2.1330         
25.90               0.0000          0.0000          -2.1323         
25.91               0.0000          0.0000          -2.1316         
25.92               0.0000          0.0000          -2.1308         
25.93               0.0000          0.0000          -2.1300         
25.94               0.0000          0.0000          -2.1292         
25.95               0.0000          0.0000          -2.1283         
25.96               0.0000          0.0000          -2.1275         
