Time (s)	Body 1 Heave (m)	Body 2 Heave (m)
21.13	-0.706971684	-21.24179877
21.14	-0.706994414	-21.24150108
21.15	-0.707017149	-21.24120392
21.16	-0.707039888	-21.24090729
21.17	-0.70706263	-21.24061117
21.18	-0.707085377	-21.24031558
21.19	-0.707108127	-21.24002052
21.2	-0.707130882	-21.23972597
21.21	-0.70715364	-21.23943195
21.22	-0.707176403	-21.23913846
21.23	-0.707199169	-21.23884549
21.24	-0.707221939	-21.23855304
21.25	-0.707244714	-21.23826112
21.26	-0.707267492	-21.23796972
21.27	-0.707290274	-21.23767885
21.28	-0.70731306	-21.2373885
21.29	-0.70733585	-21.23709868
21.3	-0.707358644	-21.23680939
21.31	-0.707381441	-21.23652062
21.32	-0.707404243	-21.23623237
21.33	-0.707427048	-21.23594465
21.34	-0.707449858	-21.23565746
21.35	-0.707472671	-21.2353708
21.36	-0.707495488	-21.23508466
21.37	-0.707518309	-21.23479905
21.38	-0.707541133	-21.23451396
21.39	-0.707563961	-21.2342294
21.4	-0.707586793	-21.23394537
21.41	-0.707609629	-21.23366187
21.42	-0.707632469	-21.23337889
21.43	-0.707655312	-21.23309645
21.44	-0.707678159	-21.23281452
21.45	-0.70770101	-21.23253313
21.46	-0.707723864	-21.23225227
21.47	-0.707746722	-21.23197193
21.48	-0.707769583	-21.23169213
21.49	-0.707792448	-21.23141285
21.5	-0.707815317	-21.2311341
21.51	-0.707838189	-21.23085588
21.52	-0.707861065	-21.23057818
21.53	-0.707883944	-21.23030102
21.54	-0.707906827	-21.23002439
21.55	-0.707929714	-21.22974828
21.56	-0.707952603	-21.22947271
21.57	-0.707975497	-21.22919766
21.58	-0.707998393	-21.22892315
21.59	-0.708021293	-21.22864916
21.6	-0.708044197	-21.22837571
21.61	-0.708067103	-21.22810278
21.62	-0.708090013	-21.22783039
21.63	-0.708112927	-21.22755852
21.64	-0.708135843	-21.22728719
21.65	-0.708158763	-21.22701639
21.66	-0.708181686	-21.22674612
21.67	-0.708204612	-21.22647638
21.68	-0.708227542	-21.22620717
21.69	-0.708250475	-21.22593849
21.7	-0.70827341	-21.22567034
21.71	-0.708296349	-21.22540272
21.72	-0.708319291	-21.22513564
21.73	-0.708342236	-21.22486909
21.74	-0.708365184	-21.22460307
21.75	-0.708388135	-21.22433758
21.76	-0.708411089	-21.22407262
21.77	-0.708434047	-21.22380819
21.78	-0.708457007	-21.2235443
21.79	-0.708479969	-21.22328094
21.8	-0.708502935	-21.22301811
21.81	-0.708525904	-21.22275582
21.82	-0.708548876	-21.22249405
21.83	-0.70857185	-21.22223282
21.84	-0.708594827	-21.22197212
21.85	-0.708617807	-21.22171196
21.86	-0.70864079	-21.22145232
21.87	-0.708663775	-21.22119323
21.88	-0.708686763	-21.22093466
21.89	-0.708709754	-21.22067663
21.9	-0.708732748	-21.22041913
21.91	-0.708755744	-21.22016216
21.92	-0.708778743	-21.21990572
21.93	-0.708801744	-21.21964982
21.94	-0.708824748	-21.21939446
21.95	-0.708847754	-21.21913963
21.96	-0.708870763	-21.21888533
21.97	-0.708893775	-21.21863156
21.98	-0.708916789	-21.21837833
21.99	-0.708939805	-21.21812563
22	-0.708962824	-21.21787347
22.01	-0.708985845	-21.21762184
22.02	-0.709008869	-21.21737074
22.03	-0.709031894	-21.21712018
22.04	-0.709054923	-21.21687015
22.05	-0.709077953	-21.21662066
22.06	-0.709100986	-21.2163717
22.07	-0.709124021	-21.21612328
22.08	-0.709147058	-21.21587539
22.09	-0.709170098	-21.21562803
22.1	-0.70919314	-21.21538121
22.11	-0.709216183	-21.21513492
22.12	-0.709239229	-21.21488917
22.13	-0.709262277	-21.21464395
22.14	-0.709285327	-21.21439927
22.15	-0.709308379	-21.21415512
22.16	-0.709331434	-21.21391151
22.17	-0.70935449	-21.21366843
22.18	-0.709377548	-21.21342589
22.19	-0.709400608	-21.21318388
22.2	-0.70942367	-21.21294241
22.21	-0.709446733	-21.21270147
22.22	-0.709469799	-21.21246106
22.23	-0.709492866	-21.21222119
22.24	-0.709515936	-21.21198186
22.25	-0.709539006	-21.21174306
22.26	-0.709562079	-21.2115048
22.27	-0.709585153	-21.21126707
22.28	-0.709608229	-21.21102988
22.29	-0.709631307	-21.21079322
22.3	-0.709654386	-21.2105571
22.31	-0.709677467	-21.21032151
22.32	-0.709700549	-21.21008646
22.33	-0.709723633	-21.20985194
22.34	-0.709746718	-21.20961796
22.35	-0.709769804	-21.20938451
22.36	-0.709792892	-21.2091516
22.37	-0.709815982	-21.20891922
22.38	-0.709839072	-21.20868738
22.39	-0.709862164	-21.20845608
22.4	-0.709885257	-21.20822531
22.41	-0.709908351	-21.20799507
22.42	-0.709931446	-21.20776537
22.43	-0.709954543	-21.20753621
22.44	-0.70997764	-21.20730758
22.45	-0.710000738	-21.20707949
22.46	-0.710023838	-21.20685193
22.47	-0.710046938	-21.20662491
22.48	-0.710070039	-21.20639842
22.49	-0.710093141	-21.20617247
22.5	-0.710116244	-21.20594705
22.51	-0.710139348	-21.20572217
22.52	-0.710162452	-21.20549782
22.53	-0.710185557	-21.20527401
22.54	-0.710208662	-21.20505073
22.55	-0.710231768	-21.20482799
22.56	-0.710254875	-21.20460579
22.57	-0.710277982	-21.20438412
22.58	-0.710301089	-21.20416298
22.59	-0.710324197	-21.20394238
22.6	-0.710347305	-21.20372232
22.61	-0.710370413	-21.20350278
22.62	-0.710393521	-21.20328379
22.63	-0.71041663	-21.20306533
22.64	-0.710439738	-21.2028474
22.65	-0.710462847	-21.20263001
22.66	-0.710485956	-21.20241316
22.67	-0.710509064	-21.20219684
22.68	-0.710532173	-21.20198105
22.69	-0.710555281	-21.2017658
22.7	-0.710578389	-21.20155108
22.71	-0.710601497	-21.2013369
22.72	-0.710624604	-21.20112325
22.73	-0.710647711	-21.20091014
22.74	-0.710670818	-21.20069756
22.75	-0.710693924	-21.20048552
22.76	-0.710717029	-21.20027401
22.77	-0.710740134	-21.20006304
22.78	-0.710763238	-21.1998526
22.79	-0.710786342	-21.19964269
22.8	-0.710809444	-21.19943332
22.81	-0.710832546	-21.19922448
22.82	-0.710855647	-21.19901618
22.83	-0.710878747	-21.19880841
22.84	-0.710901845	-21.19860117
22.85	-0.710924943	-21.19839447
22.86	-0.71094804	-21.1981883
22.87	-0.710971135	-21.19798267
22.88	-0.710994229	-21.19777757
22.89	-0.711017322	-21.197573
22.9	-0.711040413	-21.19736897
22.91	-0.711063503	-21.19716547
22.92	-0.711086592	-21.1969625
22.93	-0.711109679	-21.19676007
22.94	-0.711132764	-21.19655817
22.95	-0.711155848	-21.19635681
22.96	-0.711178929	-21.19615597
22.97	-0.71120201	-21.19595567
22.98	-0.711225088	-21.19575591
22.99	-0.711248164	-21.19555667
23	-0.711271239	-21.19535797
23.01	-0.711294311	-21.1951598
23.02	-0.711317381	-21.19496217
23.03	-0.71134045	-21.19476506
23.04	-0.711363516	-21.19456849
23.05	-0.711386579	-21.19437245
23.06	-0.711409641	-21.19417695
23.07	-0.7114327	-21.19398197
23.08	-0.711455757	-21.19378753
23.09	-0.711478811	-21.19359362
23.1	-0.711501863	-21.19340024
23.11	-0.711524912	-21.19320739
23.12	-0.711547958	-21.19301508
23.13	-0.711571002	-21.1928233
23.14	-0.711594043	-21.19263204
23.15	-0.711617082	-21.19244132
23.16	-0.711640117	-21.19225113
23.17	-0.71166315	-21.19206147
23.18	-0.711686179	-21.19187235
23.19	-0.711709206	-21.19168375
23.2	-0.711732229	-21.19149569
23.21	-0.71175525	-21.19130815
23.22	-0.711778267	-21.19112115
23.23	-0.711801281	-21.19093467
23.24	-0.711824292	-21.19074873
23.25	-0.711847299	-21.19056331
23.26	-0.711870303	-21.19037843
23.27	-0.711893304	-21.19019408
23.28	-0.711916301	-21.19001025
23.29	-0.711939294	-21.18982696
23.3	-0.711962284	-21.18964419
23.31	-0.71198527	-21.18946196
23.32	-0.712008253	-21.18928025
23.33	-0.712031231	-21.18909908
23.34	-0.712054206	-21.18891843
23.35	-0.712077177	-21.18873831
23.36	-0.712100144	-21.18855872
23.37	-0.712123107	-21.18837966
23.38	-0.712146066	-21.18820112
23.39	-0.712169021	-21.18802312
23.4	-0.712191972	-21.18784564
23.41	-0.712214918	-21.18766869
23.42	-0.712237861	-21.18749227
23.43	-0.712260799	-21.18731638
23.44	-0.712283732	-21.18714101
23.45	-0.712306661	-21.18696618
23.46	-0.712329586	-21.18679187
23.47	-0.712352506	-21.18661808
23.48	-0.712375422	-21.18644483
23.49	-0.712398333	-21.1862721
23.5	-0.712421239	-21.18609989
23.51	-0.71244414	-21.18592822
23.52	-0.712467037	-21.18575707
23.53	-0.712489928	-21.18558644
23.54	-0.712512815	-21.18541634
23.55	-0.712535697	-21.18524677
23.56	-0.712558573	-21.18507773
23.57	-0.712581445	-21.18490921
23.58	-0.712604311	-21.18474121
23.59	-0.712627172	-21.18457374
23.6	-0.712650028	-21.18440679
23.61	-0.712672878	-21.18424037
23.62	-0.712695723	-21.18407448
23.63	-0.712718563	-21.18390911
23.64	-0.712741397	-21.18374426
23.65	-0.712764225	-21.18357994
23.66	-0.712787048	-21.18341614
23.67	-0.712809865	-21.18325286
23.68	-0.712832676	-21.18309011
23.69	-0.712855481	-21.18292788
23.7	-0.71287828	-21.18276618
23.71	-0.712901074	-21.182605
23.72	-0.712923861	-21.18244434
23.73	-0.712946642	-21.1822842
23.74	-0.712969417	-21.18212459
23.75	-0.712992186	-21.1819655
23.76	-0.713014948	-21.18180693
23.77	-0.713037704	-21.18164888
23.78	-0.713060454	-21.18149136
23.79	-0.713083197	-21.18133435
23.8	-0.713105933	-21.18117787
23.81	-0.713128663	-21.18102191
23.82	-0.713151386	-21.18086647
23.83	-0.713174102	-21.18071155
23.84	-0.713196812	-21.18055715
23.85	-0.713219514	-21.18040327
23.86	-0.71324221	-21.18024991
23.87	-0.713264898	-21.18009707
23.88	-0.71328758	-21.17994475
23.89	-0.713310254	-21.17979295
23.9	-0.713332921	-21.17964167
23.91	-0.71335558	-21.17949091
23.92	-0.713378233	-21.17934067
23.93	-0.713400877	-21.17919095
23.94	-0.713423514	-21.17904174
23.95	-0.713446144	-21.17889305
23.96	-0.713468766	-21.17874488
23.97	-0.71349138	-21.17859723
23.98	-0.713513986	-21.1784501
23.99	-0.713536585	-21.17830348
24	-0.713559175	-21.17815738
24.01	-0.713581758	-21.1780118
24.02	-0.713604332	-21.17786674
24.03	-0.713626898	-21.17772219
24.04	-0.713649456	-21.17757815
24.05	-0.713672006	-21.17743464
24.06	-0.713694548	-21.17729164
24.07	-0.713717081	-21.17714915
24.08	-0.713739605	-21.17700718
24.09	-0.713762121	-21.17686572
24.1	-0.713784628	-21.17672478
24.11	-0.713807127	-21.17658436
24.12	-0.713829617	-21.17644444
24.13	-0.713852098	-21.17630505
24.14	-0.71387457	-21.17616616
24.15	-0.713897033	-21.17602779
24.16	-0.713919487	-21.17588994
24.17	-0.713941932	-21.17575259
24.18	-0.713964368	-21.17561576
24.19	-0.713986795	-21.17547944
24.2	-0.714009212	-21.17534364
24.21	-0.71403162	-21.17520834
24.22	-0.714054019	-21.17507356
24.23	-0.714076408	-21.17493929
24.24	-0.714098788	-21.17480553
24.25	-0.714121158	-21.17467228
24.26	-0.714143519	-21.17453955
24.27	-0.714165869	-21.17440732
24.28	-0.71418821	-21.17427561
24.29	-0.714210542	-21.1741444
24.3	-0.714232863	-21.1740137
24.31	-0.714255174	-21.17388352
24.32	-0.714277476	-21.17375384
24.33	-0.714299767	-21.17362467
24.34	-0.714322048	-21.17349601
24.35	-0.714344319	-21.17336786
24.36	-0.71436658	-21.17324022
24.37	-0.71438883	-21.17311308
24.38	-0.71441107	-21.17298646
24.39	-0.7144333	-21.17286034
24.4	-0.714455519	-21.17273473
24.41	-0.714477728	-21.17260962
24.42	-0.714499926	-21.17248502
24.43	-0.714522113	-21.17236093
24.44	-0.71454429	-21.17223734
24.45	-0.714566456	-21.17211426
24.46	-0.714588611	-21.17199169
24.47	-0.714610755	-21.17186962
24.48	-0.714632889	-21.17174805
24.49	-0.714655011	-21.17162699
24.5	-0.714677123	-21.17150643
24.51	-0.714699223	-21.17138638
24.52	-0.714721312	-21.17126683
24.53	-0.71474339	-21.17114779
24.54	-0.714765457	-21.17102925
24.55	-0.714787513	-21.17091121
24.56	-0.714809557	-21.17079367
24.57	-0.71483159	-21.17067664
24.58	-0.714853611	-21.17056011
24.59	-0.714875621	-21.17044408
24.6	-0.71489762	-21.17032855
24.61	-0.714919606	-21.17021352
24.62	-0.714941582	-21.17009899
24.63	-0.714963545	-21.16998497
24.64	-0.714985497	-21.16987144
24.65	-0.715007437	-21.16975842
24.66	-0.715029365	-21.16964589
24.67	-0.715051281	-21.16953386
24.68	-0.715073185	-21.16942234
24.69	-0.715095077	-21.16931131
24.7	-0.715116957	-21.16920078
24.71	-0.715138825	-21.16909074
24.72	-0.715160681	-21.16898121
24.73	-0.715182524	-21.16887217
24.74	-0.715204356	-21.16876363
24.75	-0.715226175	-21.16865559
24.76	-0.715247981	-21.16854804
24.77	-0.715269775	-21.16844099
24.78	-0.715291557	-21.16833444
24.79	-0.715313326	-21.16822838
24.8	-0.715335083	-21.16812281
24.81	-0.715356826	-21.16801775
24.82	-0.715378558	-21.16791317
24.83	-0.715400276	-21.16780909
24.84	-0.715421982	-21.16770551
24.85	-0.715443674	-21.16760241
24.86	-0.715465354	-21.16749982
24.87	-0.715487021	-21.16739771
24.88	-0.715508675	-21.1672961
24.89	-0.715530315	-21.16719498
24.9	-0.715551943	-21.16709435
24.91	-0.715573557	-21.16699421
24.92	-0.715595158	-21.16689457
24.93	-0.715616746	-21.16679541
24.94	-0.71563832	-21.16669675
24.95	-0.715659881	-21.16659857
24.96	-0.715681429	-21.16650089
24.97	-0.715702963	-21.1664037
24.98	-0.715724483	-21.16630699
24.99	-0.71574599	-21.16621078
25	-0.715767483	-21.16611505
25.01	-0.715788962	-21.16601981
25.02	-0.715810427	-21.16592506
25.03	-0.715831879	-21.1658308
25.04	-0.715853316	-21.16573703
25.05	-0.71587474	-21.16564374
25.06	-0.71589615	-21.16555094
25.07	-0.715917545	-21.16545862
25.08	-0.715938926	-21.16536679
25.09	-0.715960293	-21.16527545
25.1	-0.715981646	-21.16518459
25.11	-0.716002984	-21.16509422
25.12	-0.716024308	-21.16500433
25.13	-0.716045618	-21.16491492
25.14	-0.716066913	-21.164826
25.15	-0.716088193	-21.16473757
25.16	-0.716109459	-21.16464961
25.17	-0.71613071	-21.16456214
25.18	-0.716151946	-21.16447515
25.19	-0.716173168	-21.16438864
25.2	-0.716194375	-21.16430262
25.21	-0.716215567	-21.16421707
25.22	-0.716236743	-21.16413201
25.23	-0.716257905	-21.16404743
25.24	-0.716279052	-21.16396333
25.25	-0.716300183	-21.1638797
25.26	-0.7163213	-21.16379656
25.27	-0.716342401	-21.1637139
25.28	-0.716363487	-21.16363171
25.29	-0.716384557	-21.16355001
25.3	-0.716405612	-21.16346878
25.31	-0.716426652	-21.16338803
25.32	-0.716447676	-21.16330775
25.33	-0.716468684	-21.16322796
25.34	-0.716489677	-21.16314864
25.35	-0.716510654	-21.16306979
25.36	-0.716531615	-21.16299142
25.37	-0.716552561	-21.16291353
25.38	-0.716573491	-21.16283611
25.39	-0.716594404	-21.16275917
25.4	-0.716615302	-21.1626827
25.41	-0.716636184	-21.16260671
25.42	-0.71665705	-21.16253118
25.43	-0.7166779	-21.16245614
25.44	-0.716698733	-21.16238156
25.45	-0.716719551	-21.16230746
25.46	-0.716740352	-21.16223383
25.47	-0.716761137	-21.16216067
25.48	-0.716781905	-21.16208798
25.49	-0.716802657	-21.16201576
25.5	-0.716823393	-21.16194401
25.51	-0.716844112	-21.16187274
25.52	-0.716864815	-21.16180193
25.53	-0.716885501	-21.16173159
25.54	-0.716906171	-21.16166172
25.55	-0.716926823	-21.16159232
25.56	-0.716947459	-21.16152339
25.57	-0.716968079	-21.16145492
25.58	-0.716988681	-21.16138692
25.59	-0.717009267	-21.16131939
25.6	-0.717029836	-21.16125233
25.61	-0.717050388	-21.16118573
25.62	-0.717070923	-21.1611196
25.63	-0.717091441	-21.16105393
25.64	-0.717111942	-21.16098873
25.65	-0.717132425	-21.16092399
25.66	-0.717152892	-21.16085971
25.67	-0.717173342	-21.1607959
25.68	-0.717193774	-21.16073256
25.69	-0.717214189	-21.16066967
25.7	-0.717234586	-21.16060725
25.71	-0.717254967	-21.16054529
25.72	-0.71727533	-21.16048379
25.73	-0.717295675	-21.16042275
25.74	-0.717316004	-21.16036218
25.75	-0.717336314	-21.16030206
25.76	-0.717356607	-21.16024241
25.77	-0.717376883	-21.16018321
25.78	-0.717397141	-21.16012447
25.79	-0.717417381	-21.1600662
25.8	-0.717437604	-21.16000838
25.81	-0.717457808	-21.15995101
25.82	-0.717477995	-21.15989411
25.83	-0.717498165	-21.15983766
25.84	-0.717518316	-21.15978167
25.85	-0.71753845	-21.15972614
25.86	-0.717558565	-21.15967106
25.87	-0.717578663	-21.15961644
25.88	-0.717598743	-21.15956227
25.89	-0.717618804	-21.15950855
25.9	-0.717638848	-21.15945529
25.91	-0.717658873	-21.15940249
25.92	-0.717678881	-21.15935014
25.93	-0.71769887	-21.15929824
25.94	-0.717718841	-21.15924679
25.95	-0.717738794	-21.15919579
25.96	-0.717758728	-21.15914525
25.97	-0.717778644	-21.15909516
25.98	-0.717798542	-21.15904552
25.99	-0.717818421	-21.15899633
26	-0.717838282	-21.15894758
26.01	-0.717858124	-21.15889929
26.02	-0.717877948	-21.15885145
26.03	-0.717897753	-21.15880405
26.04	-0.717917539	-21.15875711
26.05	-0.717937307	-21.15871061
26.06	-0.717957056	-21.15866456
26.07	-0.717976787	-21.15861895
26.08	-0.717996499	-21.15857379
26.09	-0.718016191	-21.15852908
26.1	-0.718035865	-21.15848482
26.11	-0.718055521	-21.15844099
26.12	-0.718075157	-21.15839762
26.13	-0.718094774	-21.15835468
26.14	-0.718114372	-21.15831219
26.15	-0.718133951	-21.15827015
26.16	-0.718153511	-21.15822855
26.17	-0.718173052	-21.15818739
26.18	-0.718192574	-21.15814667
26.19	-0.718212076	-21.15810639
26.2	-0.718231559	-21.15806655
26.21	-0.718251023	-21.15802716
26.22	-0.718270467	-21.1579882
26.23	-0.718289892	-21.15794969
26.24	-0.718309298	-21.15791161
26.25	-0.718328684	-21.15787397
26.26	-0.71834805	-21.15783677
26.27	-0.718367397	-21.15780001
26.28	-0.718386725	-21.15776369
26.29	-0.718406032	-21.1577278
26.3	-0.71842532	-21.15769235
26.31	-0.718444588	-21.15765734
26.32	-0.718463837	-21.15762276
26.33	-0.718483065	-21.15758862
26.34	-0.718502274	-21.15755491
26.35	-0.718521463	-21.15752163
26.36	-0.718540631	-21.15748879
26.37	-0.71855978	-21.15745639
26.38	-0.718578909	-21.15742441
26.39	-0.718598017	-21.15739287
26.4	-0.718617106	-21.15736176
26.41	-0.718636174	-21.15733108
26.42	-0.718655222	-21.15730083
26.43	-0.71867425	-21.15727102
26.44	-0.718693257	-21.15724163
26.45	-0.718712244	-21.15721267
26.46	-0.718731211	-21.15718415
26.47	-0.718750157	-21.15715605
26.48	-0.718769083	-21.15712838
26.49	-0.718787988	-21.15710113
26.5	-0.718806873	-21.15707432
26.51	-0.718825737	-21.15704793
26.52	-0.71884458	-21.15702197
26.53	-0.718863403	-21.15699643
26.54	-0.718882205	-21.15697132
26.55	-0.718900986	-21.15694663
26.56	-0.718919747	-21.15692237
26.57	-0.718938486	-21.15689853
26.58	-0.718957205	-21.15687512
26.59	-0.718975903	-21.15685213
26.6	-0.71899458	-21.15682956
26.61	-0.719013235	-21.15680741
26.62	-0.71903187	-21.15678569
26.63	-0.719050484	-21.15676439
26.64	-0.719069077	-21.1567435
26.65	-0.719087648	-21.15672304
26.66	-0.719106199	-21.156703
26.67	-0.719124728	-21.15668337
26.68	-0.719143236	-21.15666417
26.69	-0.719161722	-21.15664538
26.7	-0.719180188	-21.15662701
26.71	-0.719198632	-21.15660906
26.72	-0.719217054	-21.15659153
26.73	-0.719235455	-21.15657441
26.74	-0.719253835	-21.15655771
26.75	-0.719272193	-21.15654142
26.76	-0.71929053	-21.15652555
26.77	-0.719308846	-21.15651009
26.78	-0.719327139	-21.15649505
26.79	-0.719345411	-21.15648042
26.8	-0.719363662	-21.1564662
26.81	-0.719381891	-21.15645239
26.82	-0.719400098	-21.156439
26.83	-0.719418283	-21.15642602
26.84	-0.719436447	-21.15641345
26.85	-0.719454589	-21.15640129
26.86	-0.719472709	-21.15638954
26.87	-0.719490808	-21.1563782
26.88	-0.719508884	-21.15636727
26.89	-0.719526939	-21.15635674
26.9	-0.719544972	-21.15634663
26.91	-0.719562983	-21.15633692
26.92	-0.719580972	-21.15632762
26.93	-0.719598938	-21.15631873
26.94	-0.719616883	-21.15631024
26.95	-0.719634806	-21.15630216
26.96	-0.719652707	-21.15629448
26.97	-0.719670586	-21.15628721
26.98	-0.719688443	-21.15628034
26.99	-0.719706277	-21.15627388
27	-0.71972409	-21.15626782
27.01	-0.71974188	-21.15626216
27.02	-0.719759648	-21.1562569
27.03	-0.719777394	-21.15625204
27.04	-0.719795118	-21.15624759
27.05	-0.719812819	-21.15624354
27.06	-0.719830498	-21.15623988
27.07	-0.719848155	-21.15623663
27.08	-0.719865789	-21.15623377
27.09	-0.719883401	-21.15623132
27.1	-0.719900991	-21.15622926
27.11	-0.719918558	-21.1562276
27.12	-0.719936103	-21.15622633
27.13	-0.719953626	-21.15622547
27.14	-0.719971126	-21.15622499
27.15	-0.719988603	-21.15622492
27.16	-0.720006058	-21.15622524
27.17	-0.72002349	-21.15622595
27.18	-0.7200409	-21.15622706
27.19	-0.720058287	-21.15622856
27.2	-0.720075652	-21.15623045
27.21	-0.720092994	-21.15623274
27.22	-0.720110313	-21.15623542
27.23	-0.72012761	-21.15623849
27.24	-0.720144883	-21.15624195
27.25	-0.720162135	-21.1562458
27.26	-0.720179363	-21.15625004
27.27	-0.720196568	-21.15625467
27.28	-0.720213751	-21.15625969
27.29	-0.720230911	-21.1562651
27.3	-0.720248048	-21.15627089
27.31	-0.720265162	-21.15627708
27.32	-0.720282253	-21.15628365
27.33	-0.720299322	-21.1562906
27.34	-0.720316367	-21.15629794
27.35	-0.720333389	-21.15630567
27.36	-0.720350388	-21.15631378
27.37	-0.720367365	-21.15632228
27.38	-0.720384318	-21.15633116
27.39	-0.720401248	-21.15634042
27.4	-0.720418155	-21.15635007
27.41	-0.720435038	-21.1563601
27.42	-0.720451899	-21.1563705
27.43	-0.720468736	-21.15638129
27.44	-0.72048555	-21.15639247
27.45	-0.720502341	-21.15640402
27.46	-0.720519108	-21.15641595
27.47	-0.720535853	-21.15642826
27.48	-0.720552573	-21.15644095
27.49	-0.720569271	-21.15645401
27.5	-0.720585945	-21.15646745
27.51	-0.720602595	-21.15648127
27.52	-0.720619223	-21.15649547
27.53	-0.720635826	-21.15651004
27.54	-0.720652406	-21.15652499
27.55	-0.720668963	-21.15654032
27.56	-0.720685496	-21.15655601
27.57	-0.720702005	-21.15657208
27.58	-0.720718491	-21.15658853
27.59	-0.720734953	-21.15660534
27.6	-0.720751392	-21.15662253
27.61	-0.720767806	-21.15664009
27.62	-0.720784197	-21.15665802
27.63	-0.720800565	-21.15667633
27.64	-0.720816908	-21.156695
27.65	-0.720833228	-21.15671404
27.66	-0.720849524	-21.15673345
27.67	-0.720865796	-21.15675323
27.68	-0.720882044	-21.15677338
27.69	-0.720898268	-21.15679389
27.7	-0.720914468	-21.15681477
27.71	-0.720930644	-21.15683602
27.72	-0.720946797	-21.15685764
27.73	-0.720962925	-21.15687961
27.74	-0.720979029	-21.15690196
27.75	-0.720995109	-21.15692466
27.76	-0.721011165	-21.15694774
27.77	-0.721027197	-21.15697117
27.78	-0.721043205	-21.15699497
27.79	-0.721059189	-21.15701913
27.8	-0.721075148	-21.15704365
27.81	-0.721091084	-21.15706853
27.82	-0.721106995	-21.15709377
27.83	-0.721122882	-21.15711937
27.84	-0.721138745	-21.15714533
27.85	-0.721154583	-21.15717165
27.86	-0.721170397	-21.15719833
27.87	-0.721186187	-21.15722537
27.88	-0.721201952	-21.15725276
27.89	-0.721217694	-21.15728051
27.9	-0.72123341	-21.15730862
27.91	-0.721249103	-21.15733708
27.92	-0.721264771	-21.15736589
27.93	-0.721280415	-21.15739507
27.94	-0.721296034	-21.15742459
27.95	-0.721311629	-21.15745447
27.96	-0.721327199	-21.1574847
27.97	-0.721342745	-21.15751528
27.98	-0.721358266	-21.15754622
27.99	-0.721373763	-21.1575775
28	-0.721389235	-21.15760914
28.01	-0.721404683	-21.15764113
28.02	-0.721420107	-21.15767347
28.03	-0.721435505	-21.15770615
28.04	-0.72145088	-21.15773919
28.05	-0.721466229	-21.15777257
28.06	-0.721481554	-21.1578063
28.07	-0.721496855	-21.15784038
28.08	-0.721512131	-21.1578748
28.09	-0.721527382	-21.15790957
28.1	-0.721542609	-21.15794468
28.11	-0.721557811	-21.15798014
28.12	-0.721572988	-21.15801594
28.13	-0.721588141	-21.15805209
28.14	-0.721603269	-21.15808858
28.15	-0.721618373	-21.15812541
28.16	-0.721633451	-21.15816258
28.17	-0.721648505	-21.1582001
28.18	-0.721663535	-21.15823796
28.19	-0.72167854	-21.15827615
28.2	-0.72169352	-21.15831469
28.21	-0.721708475	-21.15835356
28.22	-0.721723406	-21.15839278
28.23	-0.721738312	-21.15843233
28.24	-0.721753193	-21.15847222
28.25	-0.721768049	-21.15851244
28.26	-0.721782881	-21.15855301
28.27	-0.721797688	-21.15859391
28.28	-0.72181247	-21.15863514
28.29	-0.721827227	-21.15867671
28.3	-0.72184196	-21.15871861
28.31	-0.721856668	-21.15876085
28.32	-0.721871351	-21.15880342
28.33	-0.721886009	-21.15884632
28.34	-0.721900643	-21.15888955
28.35	-0.721915252	-21.15893312
28.36	-0.721929835	-21.15897702
28.37	-0.721944395	-21.15902124
28.38	-0.721958929	-21.1590658
28.39	-0.721973438	-21.15911068
28.4	-0.721987923	-21.1591559
28.41	-0.722002383	-21.15920144
28.42	-0.722016818	-21.15924731
28.43	-0.722031228	-21.15929351
28.44	-0.722045613	-21.15934003
28.45	-0.722059973	-21.15938688
28.46	-0.722074308	-21.15943406
28.47	-0.722088619	-21.15948156
28.48	-0.722102905	-21.15952938
28.49	-0.722117165	-21.15957753
28.5	-0.722131401	-21.159626
28.51	-0.722145612	-21.15967479
28.52	-0.722159798	-21.15972391
28.53	-0.722173959	-21.15977334
28.54	-0.722188095	-21.1598231
28.55	-0.722202206	-21.15987318
28.56	-0.722216292	-21.15992357
28.57	-0.722230354	-21.15997429
28.58	-0.72224439	-21.16002532
28.59	-0.722258401	-21.16007668
28.6	-0.722272387	-21.16012835
28.61	-0.722286348	-21.16018034
28.62	-0.722300284	-21.16023264
28.63	-0.722314195	-21.16028526
28.64	-0.722328081	-21.16033819
28.65	-0.722341942	-21.16039144
28.66	-0.722355778	-21.16044501
28.67	-0.722369589	-21.16049888
28.68	-0.722383375	-21.16055307
28.69	-0.722397135	-21.16060758
28.7	-0.722410871	-21.16066239
28.71	-0.722424581	-21.16071752
28.72	-0.722438267	-21.16077295
28.73	-0.722451927	-21.1608287
28.74	-0.722465562	-21.16088476
28.75	-0.722479171	-21.16094112
28.76	-0.722492756	-21.1609978
28.77	-0.722506316	-21.16105478
28.78	-0.72251985	-21.16111207
28.79	-0.722533359	-21.16116966
28.8	-0.722546843	-21.16122757
28.81	-0.722560301	-21.16128577
28.82	-0.722573734	-21.16134429
28.83	-0.722587142	-21.1614031
28.84	-0.722600525	-21.16146223
28.85	-0.722613883	-21.16152165
28.86	-0.722627215	-21.16158138
28.87	-0.722640522	-21.16164141
28.88	-0.722653804	-21.16170174
28.89	-0.72266706	-21.16176237
