Time (s)	Float Heave (m)	Spar Heave (m)
280.02	-0.720015574	-21.2860746
280.08	-0.720015608	-21.28606606
280.14	-0.72001564	-21.28605793
280.2	-0.72001567	-21.28605019
280.26	-0.7200157	-21.28604284
280.32	-0.720015727	-21.2860359
280.38	-0.720015753	-21.28602936
280.44	-0.720015777	-21.28602322
280.5	-0.7200158	-21.28601747
280.56	-0.720015821	-21.28601213
280.62	-0.720015841	-21.2860072
280.68	-0.720015859	-21.28600266
280.74	-0.720015875	-21.28599853
280.8	-0.72001589	-21.2859948
280.86	-0.720015903	-21.28599147
280.92	-0.720015914	-21.28598855
280.98	-0.720015924	-21.28598603
281.04	-0.720015933	-21.28598392
281.1	-0.72001594	-21.28598221
281.16	-0.720015945	-21.28598091
281.22	-0.720015948	-21.28598001
281.28	-0.72001595	-21.28597952
281.34	-0.72001595	-21.28597943
281.4	-0.720015949	-21.28597975
281.46	-0.720015946	-21.28598047
281.52	-0.720015942	-21.2859816
281.58	-0.720015936	-21.28598314
281.64	-0.720015928	-21.28598507
281.7	-0.720015918	-21.28598742
281.76	-0.720015908	-21.28599017
281.82	-0.720015895	-21.28599332
281.88	-0.720015881	-21.28599687
281.94	-0.720015865	-21.28600083
282	-0.720015848	-21.28600519
282.06	-0.720015829	-21.28600996
282.12	-0.720015808	-21.28601513
282.18	-0.720015786	-21.2860207
282.24	-0.720015762	-21.28602667
282.3	-0.720015737	-21.28603304
282.36	-0.72001571	-21.28603981
282.42	-0.720015682	-21.28604698
282.48	-0.720015652	-21.28605454
282.54	-0.72001562	-21.28606251
282.6	-0.720015587	-21.28607087
282.66	-0.720015552	-21.28607963
282.72	-0.720015516	-21.28608879
282.78	-0.720015478	-21.28609833
282.84	-0.720015438	-21.28610828
282.9	-0.720015397	-21.28611861
282.96	-0.720015355	-21.28612933
283.02	-0.720015311	-21.28614045
283.08	-0.720015265	-21.28615195
283.14	-0.720015218	-21.28616385
283.2	-0.720015169	-21.28617612
283.26	-0.720015119	-21.28618879
283.32	-0.720015067	-21.28620184
283.38	-0.720015014	-21.28621527
283.44	-0.720014959	-21.28622908
283.5	-0.720014902	-21.28624327
283.56	-0.720014844	-21.28625785
283.62	-0.720014785	-21.2862728
283.68	-0.720014724	-21.28628812
283.74	-0.720014662	-21.28630382
283.8	-0.720014598	-21.28631989
283.86	-0.720014533	-21.28633633
283.92	-0.720014466	-21.28635314
283.98	-0.720014398	-21.28637032
284.04	-0.720014328	-21.28638787
284.1	-0.720014257	-21.28640578
284.16	-0.720014185	-21.28642405
284.22	-0.720014111	-21.28644268
284.28	-0.720014035	-21.28646167
284.34	-0.720013959	-21.28648102
284.4	-0.72001388	-21.28650072
284.46	-0.720013801	-21.28652077
284.52	-0.72001372	-21.28654118
284.58	-0.720013638	-21.28656193
284.64	-0.720013554	-21.28658303
284.7	-0.720013469	-21.28660448
284.76	-0.720013382	-21.28662627
284.82	-0.720013294	-21.28664839
284.88	-0.720013205	-21.28667086
284.94	-0.720013115	-21.28669366
285	-0.720013023	-21.28671679
285.06	-0.72001293	-21.28674026
285.12	-0.720012835	-21.28676405
285.18	-0.72001274	-21.28678817
285.24	-0.720012643	-21.28681262
285.3	-0.720012544	-21.28683738
285.36	-0.720012445	-21.28686246
285.42	-0.720012344	-21.28688786
285.48	-0.720012242	-21.28691358
285.54	-0.720012139	-21.2869396
285.6	-0.720012034	-21.28696594
285.66	-0.720011929	-21.28699257
285.72	-0.720011822	-21.28701952
285.78	-0.720011714	-21.28704676
285.84	-0.720011604	-21.2870743
285.9	-0.720011494	-21.28710213
285.96	-0.720011382	-21.28713026
286.02	-0.720011269	-21.28715868
286.08	-0.720011156	-21.28718738
286.14	-0.72001104	-21.28721637
286.2	-0.720010924	-21.28724563
286.26	-0.720010807	-21.28727518
286.32	-0.720010689	-21.287305
286.38	-0.720010569	-21.28733509
286.44	-0.720010449	-21.28736545
286.5	-0.720010327	-21.28739607
286.56	-0.720010205	-21.28742696
286.62	-0.720010081	-21.28745811
286.68	-0.720009957	-21.28748951
286.74	-0.720009831	-21.28752117
286.8	-0.720009704	-21.28755307
286.86	-0.720009577	-21.28758523
286.92	-0.720009448	-21.28761762
286.98	-0.720009319	-21.28765026
287.04	-0.720009188	-21.28768313
287.1	-0.720009057	-21.28771624
287.16	-0.720008925	-21.28774958
287.22	-0.720008792	-21.28778314
287.28	-0.720008658	-21.28781693
287.34	-0.720008523	-21.28785093
287.4	-0.720008387	-21.28788516
287.46	-0.72000825	-21.2879196
287.52	-0.720008113	-21.28795424
287.58	-0.720007974	-21.2879891
287.64	-0.720007835	-21.28802415
287.7	-0.720007695	-21.28805941
287.76	-0.720007555	-21.28809486
287.82	-0.720007413	-21.2881305
287.88	-0.720007271	-21.28816633
287.94	-0.720007128	-21.28820235
288	-0.720006985	-21.28823854
288.06	-0.72000684	-21.28827492
288.12	-0.720006695	-21.28831147
288.18	-0.72000655	-21.28834818
288.24	-0.720006403	-21.28838507
288.3	-0.720006256	-21.28842212
288.36	-0.720006109	-21.28845932
288.42	-0.72000596	-21.28849669
288.48	-0.720005812	-21.2885342
288.54	-0.720005662	-21.28857186
288.6	-0.720005512	-21.28860967
288.66	-0.720005362	-21.28864761
288.72	-0.720005211	-21.28868569
288.78	-0.720005059	-21.28872391
288.84	-0.720004907	-21.28876225
288.9	-0.720004754	-21.28880072
288.96	-0.720004601	-21.28883931
289.02	-0.720004447	-21.28887801
289.08	-0.720004293	-21.28891683
289.14	-0.720004139	-21.28895576
289.2	-0.720003984	-21.28899479
289.26	-0.720003829	-21.28903393
289.32	-0.720003673	-21.28907316
289.38	-0.720003517	-21.28911248
289.44	-0.720003361	-21.2891519
289.5	-0.720003204	-21.2891914
289.56	-0.720003047	-21.28923098
289.62	-0.72000289	-21.28927064
289.68	-0.720002732	-21.28931037
289.74	-0.720002574	-21.28935018
289.8	-0.720002416	-21.28939004
289.86	-0.720002258	-21.28942997
289.92	-0.720002099	-21.28946996
289.98	-0.72000194	-21.28951
290.04	-0.720001781	-21.28955009
290.1	-0.720001622	-21.28959022
290.16	-0.720001462	-21.2896304
290.22	-0.720001303	-21.28967061
290.28	-0.720001143	-21.28971086
290.34	-0.720000984	-21.28975114
290.4	-0.720000824	-21.28979144
290.46	-0.720000664	-21.28983176
290.52	-0.720000504	-21.2898721
290.58	-0.720000344	-21.28991245
290.64	-0.720000183	-21.28995281
290.7	-0.720000023	-21.28999317
290.76	-0.719999863	-21.29003354
290.82	-0.719999703	-21.2900739
290.88	-0.719999543	-21.29011426
290.94	-0.719999383	-21.2901546
291	-0.719999223	-21.29019493
291.06	-0.719999063	-21.29023524
291.12	-0.719998903	-21.29027552
291.18	-0.719998743	-21.29031578
291.24	-0.719998584	-21.290356
291.3	-0.719998424	-21.29039619
291.36	-0.719998265	-21.29043634
291.42	-0.719998106	-21.29047645
291.48	-0.719997947	-21.2905165
291.54	-0.719997788	-21.29055651
291.6	-0.71999763	-21.29059646
291.66	-0.719997472	-21.29063634
291.72	-0.719997314	-21.29067617
291.78	-0.719997156	-21.29071593
291.84	-0.719996999	-21.29075561
291.9	-0.719996841	-21.29079522
291.96	-0.719996685	-21.29083475
292.02	-0.719996528	-21.29087419
292.08	-0.719996372	-21.29091354
292.14	-0.719996216	-21.29095281
292.2	-0.719996061	-21.29099198
292.26	-0.719995906	-21.29103104
292.32	-0.719995751	-21.29107001
292.38	-0.719995597	-21.29110886
292.44	-0.719995444	-21.29114761
292.5	-0.71999529	-21.29118623
292.56	-0.719995138	-21.29122474
292.62	-0.719994985	-21.29126313
292.68	-0.719994834	-21.29130139
292.74	-0.719994682	-21.29133951
292.8	-0.719994532	-21.2913775
292.86	-0.719994381	-21.29141536
292.92	-0.719994232	-21.29145307
292.98	-0.719994083	-21.29149063
293.04	-0.719993934	-21.29152804
293.1	-0.719993787	-21.2915653
293.16	-0.719993639	-21.2916024
293.22	-0.719993493	-21.29163934
293.28	-0.719993347	-21.29167612
293.34	-0.719993202	-21.29171272
293.4	-0.719993057	-21.29174916
293.46	-0.719992914	-21.29178541
293.52	-0.71999277	-21.29182149
293.58	-0.719992628	-21.29185738
293.64	-0.719992486	-21.29189309
293.7	-0.719992346	-21.2919286
293.76	-0.719992205	-21.29196392
293.82	-0.719992066	-21.29199905
293.88	-0.719991928	-21.29203397
293.94	-0.71999179	-21.29206868
294	-0.719991653	-21.29210319
294.06	-0.719991517	-21.29213749
294.12	-0.719991382	-21.29217157
294.18	-0.719991247	-21.29220543
294.24	-0.719991114	-21.29223907
294.3	-0.719990981	-21.29227248
294.36	-0.71999085	-21.29230566
294.42	-0.719990719	-21.29233861
294.48	-0.719990589	-21.29237133
294.54	-0.719990461	-21.29240381
294.6	-0.719990333	-21.29243604
294.66	-0.719990206	-21.29246803
294.72	-0.71999008	-21.29249977
294.78	-0.719989955	-21.29253126
294.84	-0.719989831	-21.29256249
294.9	-0.719989708	-21.29259347
294.96	-0.719989586	-21.29262418
295.02	-0.719989466	-21.29265463
295.08	-0.719989346	-21.29268481
295.14	-0.719989227	-21.29271472
295.2	-0.71998911	-21.29274436
295.26	-0.719988993	-21.29277372
295.32	-0.719988878	-21.2928028
295.38	-0.719988764	-21.2928316
295.44	-0.719988651	-21.29286011
295.5	-0.719988539	-21.29288833
295.56	-0.719988428	-21.29291627
295.62	-0.719988318	-21.2929439
295.68	-0.71998821	-21.29297125
295.74	-0.719988103	-21.29299829
295.8	-0.719987997	-21.29302503
295.86	-0.719987892	-21.29305147
295.92	-0.719987788	-21.29307759
295.98	-0.719987686	-21.29310341
296.04	-0.719987585	-21.29312892
296.1	-0.719987485	-21.29315411
296.16	-0.719987386	-21.29317898
296.22	-0.719987289	-21.29320353
296.28	-0.719987193	-21.29322776
296.34	-0.719987098	-21.29325166
296.4	-0.719987004	-21.29327524
296.46	-0.719986912	-21.29329848
296.52	-0.719986821	-21.29332139
296.58	-0.719986732	-21.29334397
296.64	-0.719986643	-21.29336621
296.7	-0.719986557	-21.29338811
296.76	-0.719986471	-21.29340967
296.82	-0.719986387	-21.29343089
296.88	-0.719986304	-21.29345176
296.94	-0.719986223	-21.29347228
297	-0.719986143	-21.29349245
297.06	-0.719986064	-21.29351227
297.12	-0.719985987	-21.29353174
297.18	-0.719985911	-21.29355085
297.24	-0.719985837	-21.2935696
297.3	-0.719985764	-21.29358799
297.36	-0.719985692	-21.29360602
297.42	-0.719985622	-21.29362369
297.48	-0.719985554	-21.29364099
297.54	-0.719985487	-21.29365793
297.6	-0.719985421	-21.29367449
297.66	-0.719985357	-21.29369069
297.72	-0.719985294	-21.29370651
297.78	-0.719985233	-21.29372196
297.84	-0.719985173	-21.29373704
297.9	-0.719985115	-21.29375174
297.96	-0.719985058	-21.29376606
298.02	-0.719985003	-21.29378
298.08	-0.719984949	-21.29379356
298.14	-0.719984897	-21.29380673
298.2	-0.719984846	-21.29381953
298.26	-0.719984797	-21.29383193
298.32	-0.719984749	-21.29384396
298.38	-0.719984703	-21.29385559
298.44	-0.719984658	-21.29386684
298.5	-0.719984615	-21.29387769
298.56	-0.719984574	-21.29388816
298.62	-0.719984534	-21.29389823
298.68	-0.719984496	-21.29390791
298.74	-0.719984459	-21.2939172
298.8	-0.719984424	-21.29392609
298.86	-0.71998439	-21.29393458
298.92	-0.719984358	-21.29394268
298.98	-0.719984327	-21.29395038
299.04	-0.719984298	-21.29395769
299.1	-0.719984271	-21.29396459
299.16	-0.719984245	-21.2939711
299.22	-0.719984221	-21.2939772
299.28	-0.719984198	-21.29398291
299.34	-0.719984177	-21.29398821
299.4	-0.719984158	-21.29399311
299.46	-0.71998414	-21.2939976
299.52	-0.719984124	-21.2940017
299.58	-0.719984109	-21.29400539
299.64	-0.719984096	-21.29400868
299.7	-0.719984085	-21.29401156
299.76	-0.719984075	-21.29401404
299.82	-0.719984067	-21.29401611
299.88	-0.71998406	-21.29401778
299.94	-0.719984056	-21.29401905
300	-0.719984052	-21.29401991
