Time (s)	Float Heave (m)	Spar Heave (m)
46.62	-0.720009572	-21.29001572
46.68	-0.720009424	-21.28997533
46.74	-0.720009226	-21.28993496
46.8	-0.72000898	-21.28989458
46.86	-0.720008691	-21.28985422
46.92	-0.720008362	-21.28981388
46.98	-0.720007997	-21.28977355
47.04	-0.720007601	-21.28973324
47.1	-0.720007176	-21.28969297
47.16	-0.720006727	-21.28965272
47.22	-0.720006259	-21.28961251
47.28	-0.720005776	-21.28957233
47.34	-0.720005282	-21.2895322
47.4	-0.720004781	-21.28949212
47.46	-0.720004277	-21.28945209
47.52	-0.720003775	-21.28941211
47.58	-0.720003279	-21.28937219
47.64	-0.720002792	-21.28933234
47.7	-0.720002319	-21.28929255
47.76	-0.720001863	-21.28925283
47.82	-0.720001427	-21.28921319
47.88	-0.720001016	-21.28917363
47.94	-0.720000631	-21.28913415
48	-0.720000276	-21.28909475
48.06	-0.719999953	-21.28905545
48.12	-0.719999664	-21.28901624
48.18	-0.719999411	-21.28897714
48.24	-0.719999196	-21.28893813
48.3	-0.719999021	-21.28889923
48.36	-0.719998885	-21.28886044
48.42	-0.719998791	-21.28882177
48.48	-0.719998737	-21.28878321
48.54	-0.719998726	-21.28874478
48.6	-0.719998756	-21.28870648
48.66	-0.719998828	-21.2886683
48.72	-0.719998941	-21.28863026
48.78	-0.719999094	-21.28859235
48.84	-0.719999286	-21.28855459
48.9	-0.719999517	-21.28851697
48.96	-0.719999784	-21.2884795
49.02	-0.720000087	-21.28844219
49.08	-0.720000424	-21.28840503
49.14	-0.720000792	-21.28836803
49.2	-0.72000119	-21.2883312
49.26	-0.720001615	-21.28829454
49.32	-0.720002065	-21.28825804
49.38	-0.720002537	-21.28822173
49.44	-0.720003028	-21.28818559
49.5	-0.720003537	-21.28814964
49.56	-0.720004059	-21.28811387
49.62	-0.720004593	-21.28807829
49.68	-0.720005135	-21.2880429
49.74	-0.720005682	-21.28800772
49.8	-0.720006232	-21.28797273
49.86	-0.720006782	-21.28793795
49.92	-0.72000733	-21.28790338
49.98	-0.720007872	-21.28786902
50.04	-0.720008407	-21.28783487
50.1	-0.720008932	-21.28780094
50.16	-0.720009445	-21.28776723
50.22	-0.720009944	-21.28773375
50.28	-0.720010427	-21.2877005
50.34	-0.720010891	-21.28766748
50.4	-0.720011336	-21.28763469
50.46	-0.72001176	-21.28760215
50.52	-0.720012161	-21.28756984
50.58	-0.720012539	-21.28753778
50.64	-0.720012891	-21.28750597
50.7	-0.720013217	-21.28747441
50.76	-0.720013516	-21.28744311
50.82	-0.720013788	-21.28741206
50.88	-0.720014032	-21.28738128
50.94	-0.720014248	-21.28735076
51	-0.720014436	-21.2873205
51.06	-0.720014596	-21.28729052
51.12	-0.720014728	-21.28726081
51.18	-0.720014834	-21.28723137
51.24	-0.720014913	-21.28720222
51.3	-0.720014967	-21.28717334
51.36	-0.720014997	-21.28714476
51.42	-0.720015003	-21.28711646
51.48	-0.720014988	-21.28708845
51.54	-0.720014952	-21.28706073
51.6	-0.720014897	-21.28703331
51.66	-0.720014824	-21.28700619
51.72	-0.720014735	-21.28697937
51.78	-0.720014632	-21.28695286
51.84	-0.720014516	-21.28692665
51.9	-0.720014388	-21.28690076
51.96	-0.720014251	-21.28687517
52.02	-0.720014105	-21.2868499
52.08	-0.720013954	-21.28682495
52.14	-0.720013798	-21.28680032
52.2	-0.720013639	-21.28677601
52.26	-0.720013478	-21.28675202
52.32	-0.720013318	-21.28672836
52.38	-0.72001316	-21.28670504
52.44	-0.720013006	-21.28668204
52.5	-0.720012857	-21.28665938
52.56	-0.720012714	-21.28663705
52.62	-0.72001258	-21.28661507
52.68	-0.720012454	-21.28659342
52.74	-0.72001234	-21.28657212
52.8	-0.720012237	-21.28655116
52.86	-0.720012146	-21.28653056
52.92	-0.720012068	-21.2865103
52.98	-0.720012004	-21.28649039
53.04	-0.720011955	-21.28647083
53.1	-0.72001192	-21.28645164
53.16	-0.720011901	-21.2864328
53.22	-0.720011896	-21.28641431
53.28	-0.720011907	-21.28639619
53.34	-0.720011933	-21.28637844
53.4	-0.720011973	-21.28636104
53.46	-0.720012028	-21.28634402
53.52	-0.720012098	-21.28632736
53.58	-0.720012182	-21.28631108
53.64	-0.720012279	-21.28629516
53.7	-0.720012389	-21.28627962
53.76	-0.720012511	-21.28626445
53.82	-0.720012645	-21.28624966
53.88	-0.72001279	-21.28623525
53.94	-0.720012944	-21.28622122
54	-0.720013108	-21.28620757
54.06	-0.72001328	-21.2861943
54.12	-0.720013459	-21.28618141
54.18	-0.720013644	-21.28616891
54.24	-0.720013834	-21.28615679
54.3	-0.720014027	-21.28614507
54.36	-0.720014223	-21.28613373
54.42	-0.72001442	-21.28612278
54.48	-0.720014617	-21.28611222
54.54	-0.720014813	-21.28610205
54.6	-0.720015007	-21.28609228
54.66	-0.720015198	-21.2860829
54.72	-0.720015384	-21.28607392
54.78	-0.720015566	-21.28606533
54.84	-0.720015741	-21.28605714
54.9	-0.72001591	-21.28604934
54.96	-0.720016071	-21.28604195
55.02	-0.720016224	-21.28603495
55.08	-0.720016369	-21.28602835
55.14	-0.720016504	-21.28602215
55.2	-0.72001663	-21.28601636
55.26	-0.720016746	-21.28601096
55.32	-0.720016851	-21.28600597
55.38	-0.720016945	-21.28600138
55.44	-0.720017028	-21.2859972
55.5	-0.7200171	-21.28599342
55.56	-0.72001716	-21.28599004
55.62	-0.720017208	-21.28598706
55.68	-0.720017245	-21.28598449
55.74	-0.720017271	-21.28598233
55.8	-0.720017284	-21.28598057
55.86	-0.720017287	-21.28597921
55.92	-0.720017279	-21.28597826
55.98	-0.72001726	-21.28597772
56.04	-0.720017231	-21.28597758
56.1	-0.720017192	-21.28597785
56.16	-0.720017145	-21.28597852
56.22	-0.720017089	-21.2859796
56.28	-0.720017025	-21.28598108
56.34	-0.720016954	-21.28598297
56.4	-0.720016877	-21.28598527
56.46	-0.720016794	-21.28598797
56.52	-0.720016706	-21.28599107
56.58	-0.720016613	-21.28599458
56.64	-0.720016517	-21.28599849
56.7	-0.720016417	-21.2860028
56.76	-0.720016314	-21.28600752
56.82	-0.720016209	-21.28601264
56.88	-0.720016102	-21.28601816
56.94	-0.720015994	-21.28602408
57	-0.720015885	-21.2860304
57.06	-0.720015777	-21.28603713
57.12	-0.720015668	-21.28604425
57.18	-0.720015561	-21.28605177
57.24	-0.720015455	-21.28605969
57.3	-0.72001535	-21.28606801
57.36	-0.720015248	-21.28607672
57.42	-0.720015149	-21.28608583
57.48	-0.720015052	-21.28609533
57.54	-0.720014959	-21.28610523
57.6	-0.720014869	-21.28611552
57.66	-0.720014784	-21.2861262
57.72	-0.720014702	-21.28613727
57.78	-0.720014624	-21.28614873
57.84	-0.720014549	-21.28616058
57.9	-0.720014479	-21.28617281
57.96	-0.720014412	-21.28618543
58.02	-0.720014349	-21.28619844
58.08	-0.72001429	-21.28621183
58.14	-0.720014233	-21.2862256
58.2	-0.72001418	-21.28623975
58.26	-0.720014129	-21.28625428
58.32	-0.720014081	-21.28626918
58.38	-0.720014035	-21.28628447
58.44	-0.720013991	-21.28630012
58.5	-0.720013949	-21.28631615
58.56	-0.720013909	-21.28633256
58.62	-0.72001387	-21.28634933
58.68	-0.720013832	-21.28636646
58.74	-0.720013795	-21.28638397
58.8	-0.720013759	-21.28640184
58.86	-0.720013723	-21.28642007
58.92	-0.720013687	-21.28643866
58.98	-0.720013651	-21.28645761
59.04	-0.720013615	-21.28647692
59.1	-0.720013577	-21.28649658
59.16	-0.720013538	-21.2865166
59.22	-0.720013498	-21.28653697
59.28	-0.720013456	-21.28655768
59.34	-0.720013411	-21.28657875
59.4	-0.720013363	-21.28660016
59.46	-0.720013313	-21.28662191
59.52	-0.72001326	-21.286644
59.58	-0.720013204	-21.28666643
59.64	-0.720013145	-21.28668919
59.7	-0.720013082	-21.28671229
59.76	-0.720013016	-21.28673572
59.82	-0.720012947	-21.28675948
59.88	-0.720012874	-21.28678356
59.94	-0.720012798	-21.28680797
60	-0.720012719	-21.28683271
60.06	-0.720012636	-21.28685776
60.12	-0.72001255	-21.28688312
60.18	-0.720012461	-21.2869088
60.24	-0.720012369	-21.2869348
60.3	-0.720012274	-21.2869611
60.36	-0.720012175	-21.28698771
60.42	-0.720012074	-21.28701462
60.48	-0.72001197	-21.28704183
60.54	-0.720011863	-21.28706934
60.6	-0.720011753	-21.28709715
60.66	-0.720011641	-21.28712525
60.72	-0.720011526	-21.28715364
60.78	-0.720011409	-21.28718231
60.84	-0.720011289	-21.28721127
60.9	-0.720011168	-21.28724051
60.96	-0.720011045	-21.28727003
61.02	-0.72001092	-21.28729983
61.08	-0.720010793	-21.28732989
61.14	-0.720010664	-21.28736023
61.2	-0.720010534	-21.28739083
61.26	-0.720010403	-21.2874217
61.32	-0.720010271	-21.28745282
61.38	-0.720010137	-21.2874842
61.44	-0.720010002	-21.28751584
61.5	-0.720009866	-21.28754772
61.56	-0.72000973	-21.28757986
61.62	-0.720009592	-21.28761223
61.68	-0.720009454	-21.28764485
61.74	-0.720009315	-21.28767771
61.8	-0.720009176	-21.2877108
61.86	-0.720009036	-21.28774412
61.92	-0.720008895	-21.28777766
61.98	-0.720008754	-21.28781144
62.04	-0.720008613	-21.28784543
62.1	-0.720008471	-21.28787964
62.16	-0.720008328	-21.28791406
62.22	-0.720008185	-21.2879487
62.28	-0.720008042	-21.28798354
62.34	-0.720007898	-21.28801858
62.4	-0.720007754	-21.28805382
62.46	-0.720007609	-21.28808926
62.52	-0.720007464	-21.2881249
62.58	-0.720007319	-21.28816072
62.64	-0.720007173	-21.28819672
62.7	-0.720007026	-21.28823291
62.76	-0.720006879	-21.28826928
62.82	-0.720006732	-21.28830582
62.88	-0.720006583	-21.28834253
62.94	-0.720006435	-21.28837941
63	-0.720006285	-21.28841646
63.06	-0.720006135	-21.28845366
63.12	-0.720005985	-21.28849102
63.18	-0.720005833	-21.28852853
63.24	-0.720005682	-21.28856618
63.3	-0.720005529	-21.28860399
63.36	-0.720005376	-21.28864193
63.42	-0.720005222	-21.28868001
63.48	-0.720005067	-21.28871823
63.54	-0.720004912	-21.28875657
63.6	-0.720004756	-21.28879504
63.66	-0.7200046	-21.28883363
63.72	-0.720004443	-21.28887233
63.78	-0.720004285	-21.28891115
63.84	-0.720004127	-21.28895008
63.9	-0.720003968	-21.28898912
63.96	-0.720003808	-21.28902826
64.02	-0.720003649	-21.2890675
64.08	-0.720003488	-21.28910683
64.14	-0.720003328	-21.28914624
64.2	-0.720003167	-21.28918575
64.26	-0.720003005	-21.28922534
64.32	-0.720002844	-21.289265
64.38	-0.720002682	-21.28930474
64.44	-0.72000252	-21.28934455
64.5	-0.720002358	-21.28938443
64.56	-0.720002196	-21.28942437
64.62	-0.720002034	-21.28946437
64.68	-0.720001872	-21.28950442
64.74	-0.72000171	-21.28954452
64.8	-0.720001548	-21.28958466
64.86	-0.720001386	-21.28962485
64.92	-0.720001225	-21.28966507
64.98	-0.720001064	-21.28970533
65.04	-0.720000903	-21.28974562
65.1	-0.720000743	-21.28978594
65.16	-0.720000583	-21.28982627
65.22	-0.720000423	-21.28986663
65.28	-0.720000264	-21.28990699
65.34	-0.720000106	-21.28994737
65.4	-0.719999948	-21.28998775
65.46	-0.71999979	-21.29002813
65.52	-0.719999633	-21.29006851
65.58	-0.719999477	-21.29010889
65.64	-0.719999321	-21.29014925
65.7	-0.719999166	-21.2901896
65.76	-0.719999011	-21.29022992
65.82	-0.719998857	-21.29027023
65.88	-0.719998703	-21.29031051
65.94	-0.71999855	-21.29035075
66	-0.719998397	-21.29039096
66.06	-0.719998245	-21.29043113
66.12	-0.719998094	-21.29047126
66.18	-0.719997943	-21.29051134
66.24	-0.719997792	-21.29055137
66.3	-0.719997641	-21.29059134
66.36	-0.719997491	-21.29063126
66.42	-0.719997342	-21.29067111
66.48	-0.719997192	-21.29071089
66.54	-0.719997043	-21.2907506
66.6	-0.719996895	-21.29079024
66.66	-0.719996746	-21.29082979
66.72	-0.719996597	-21.29086926
66.78	-0.719996449	-21.29090865
66.84	-0.719996301	-21.29094794
66.9	-0.719996152	-21.29098714
66.96	-0.719996004	-21.29102624
67.02	-0.719995856	-21.29106523
67.08	-0.719995708	-21.29110412
67.14	-0.719995559	-21.29114289
67.2	-0.719995411	-21.29118155
67.26	-0.719995263	-21.2912201
67.32	-0.719995114	-21.29125851
67.38	-0.719994965	-21.29129681
67.44	-0.719994817	-21.29133497
67.5	-0.719994668	-21.29137299
67.56	-0.719994519	-21.29141088
67.62	-0.719994369	-21.29144863
67.68	-0.71999422	-21.29148623
67.74	-0.719994071	-21.29152368
67.8	-0.719993921	-21.29156097
67.86	-0.719993772	-21.29159811
67.92	-0.719993622	-21.29163509
67.98	-0.719993473	-21.2916719
68.04	-0.719993324	-21.29170855
68.1	-0.719993174	-21.29174502
68.16	-0.719993025	-21.29178132
68.22	-0.719992876	-21.29181743
68.28	-0.719992727	-21.29185337
68.34	-0.719992579	-21.29188911
68.4	-0.71999243	-21.29192467
68.46	-0.719992283	-21.29196003
68.52	-0.719992135	-21.2919952
68.58	-0.719991988	-21.29203016
68.64	-0.719991842	-21.29206492
68.7	-0.719991696	-21.29209947
68.76	-0.719991551	-21.29213381
68.82	-0.719991407	-21.29216793
68.88	-0.719991264	-21.29220184
68.94	-0.719991122	-21.29223552
69	-0.71999098	-21.29226898
69.06	-0.71999084	-21.29230221
69.12	-0.7199907	-21.2923352
69.18	-0.719990562	-21.29236797
69.24	-0.719990425	-21.29240049
69.3	-0.71999029	-21.29243277
69.36	-0.719990155	-21.29246481
69.42	-0.719990022	-21.29249659
69.48	-0.719989891	-21.29252813
69.54	-0.719989761	-21.29255941
69.6	-0.719989633	-21.29259043
69.66	-0.719989506	-21.29262119
69.72	-0.719989381	-21.29265169
69.78	-0.719989257	-21.29268192
69.84	-0.719989135	-21.29271188
69.9	-0.719989015	-21.29274157
69.96	-0.719988897	-21.29277098
70.02	-0.71998878	-21.29280011
70.08	-0.719988665	-21.29282896
70.14	-0.719988552	-21.29285752
70.2	-0.71998844	-21.29288579
70.26	-0.719988331	-21.29291378
70.32	-0.719988223	-21.29294147
70.38	-0.719988117	-21.29296886
70.44	-0.719988013	-21.29299596
70.5	-0.71998791	-21.29302275
70.56	-0.71998781	-21.29304924
70.62	-0.719987711	-21.29307542
70.68	-0.719987613	-21.29310129
70.74	-0.719987518	-21.29312685
70.8	-0.719987424	-21.29315209
70.86	-0.719987331	-21.29317701
70.92	-0.71998724	-21.29320162
70.98	-0.719987151	-21.2932259
71.04	-0.719987063	-21.29324986
71.1	-0.719986977	-21.29327349
71.16	-0.719986892	-21.29329679
71.22	-0.719986809	-21.29331975
71.28	-0.719986726	-21.29334238
71.34	-0.719986646	-21.29336468
71.4	-0.719986566	-21.29338664
71.46	-0.719986488	-21.29340825
71.52	-0.719986411	-21.29342952
71.58	-0.719986335	-21.29345045
71.64	-0.71998626	-21.29347103
71.7	-0.719986187	-21.29349125
71.76	-0.719986114	-21.29351113
71.82	-0.719986043	-21.29353065
71.88	-0.719985973	-21.29354982
71.94	-0.719985903	-21.29356863
72	-0.719985835	-21.29358708
72.06	-0.719985768	-21.29360516
72.12	-0.719985701	-21.29362289
72.18	-0.719985636	-21.29364024
72.24	-0.719985571	-21.29365724
72.3	-0.719985508	-21.29367386
72.36	-0.719985445	-21.29369011
72.42	-0.719985384	-21.29370599
72.48	-0.719985323	-21.2937215
72.54	-0.719985263	-21.29373663
72.6	-0.719985204	-21.29375139
72.66	-0.719985146	-21.29376576
72.72	-0.71998509	-21.29377976
72.78	-0.719985034	-21.29379338
72.84	-0.719984979	-21.29380661
72.9	-0.719984925	-21.29381946
72.96	-0.719984873	-21.29383193
73.02	-0.719984821	-21.29384401
73.08	-0.719984771	-21.2938557
73.14	-0.719984722	-21.293867
73.2	-0.719984674	-21.29387791
73.26	-0.719984627	-21.29388844
73.32	-0.719984582	-21.29389857
73.38	-0.719984538	-21.2939083
73.44	-0.719984495	-21.29391765
73.5	-0.719984454	-21.2939266
73.56	-0.719984414	-21.29393515
73.62	-0.719984376	-21.2939433
73.68	-0.719984339	-21.29395106
73.74	-0.719984304	-21.29395842
73.8	-0.71998427	-21.29396538
73.86	-0.719984238	-21.29397194
73.92	-0.719984208	-21.29397811
73.98	-0.719984179	-21.29398387
74.04	-0.719984152	-21.29398922
74.1	-0.719984128	-21.29399418
74.16	-0.719984104	-21.29399873
74.22	-0.719984083	-21.29400288
74.28	-0.719984064	-21.29400663
74.34	-0.719984046	-21.29400997
74.4	-0.719984031	-21.29401291
74.46	-0.719984017	-21.29401545
74.52	-0.719984005	-21.29401758
74.58	-0.719983996	-21.2940193
74.64	-0.719983988	-21.29402062
74.7	-0.719983982	-21.29402153
74.76	-0.719983979	-21.29402204
74.82	-0.719983977	-21.29402215
74.88	-0.719983978	-21.29402184
74.94	-0.71998398	-21.29402114
75	-0.719983985	-21.29402002
75.06	-0.719983991	-21.29401851
75.12	-0.719983999	-21.29401658
75.18	-0.71998401	-21.29401426
75.24	-0.719984022	-21.29401152
75.3	-0.719984037	-21.29400839
75.36	-0.719984053	-21.29400484
75.42	-0.719984071	-21.2940009
75.48	-0.719984091	-21.29399655
75.54	-0.719984114	-21.2939918
75.6	-0.719984137	-21.29398665
75.66	-0.719984163	-21.29398109
75.72	-0.719984191	-21.29397514
75.78	-0.71998422	-21.29396878
75.84	-0.719984251	-21.29396202
75.9	-0.719984284	-21.29395486
75.96	-0.719984318	-21.29394731
76.02	-0.719984354	-21.29393936
76.08	-0.719984392	-21.29393101
76.14	-0.719984431	-21.29392226
76.2	-0.719984472	-21.29391312
76.26	-0.719984514	-21.29390358
76.32	-0.719984558	-21.29389365
76.38	-0.719984604	-21.29388333
76.44	-0.71998465	-21.29387261
76.5	-0.719984698	-21.29386151
76.56	-0.719984748	-21.29385002
76.62	-0.719984799	-21.29383814
76.68	-0.719984851	-21.29382587
76.74	-0.719984905	-21.29381321
76.8	-0.719984959	-21.29380017
76.86	-0.719985016	-21.29378675
76.92	-0.719985073	-21.29377295
76.98	-0.719985131	-21.29375877
77.04	-0.719985191	-21.2937442
77.1	-0.719985252	-21.29372927
77.16	-0.719985314	-21.29371395
77.22	-0.719985378	-21.29369826
77.28	-0.719985442	-21.2936822
77.34	-0.719985508	-21.29366576
77.4	-0.719985575	-21.29364896
77.46	-0.719985643	-21.29363179
77.52	-0.719985712	-21.29361425
77.58	-0.719985782	-21.29359635
77.64	-0.719985854	-21.29357808
77.7	-0.719985926	-21.29355946
77.76	-0.719986	-21.29354048
77.82	-0.719986075	-21.29352114
77.88	-0.719986151	-21.29350144
77.94	-0.719986229	-21.29348139
78	-0.719986307	-21.29346099
78.06	-0.719986387	-21.29344024
78.12	-0.719986468	-21.29341915
78.18	-0.71998655	-21.29339771
78.24	-0.719986634	-21.29337593
78.3	-0.719986719	-21.2933538
78.36	-0.719986804	-21.29333134
78.42	-0.719986892	-21.29330855
78.48	-0.71998698	-21.29328542
78.54	-0.71998707	-21.29326196
78.6	-0.719987161	-21.29323817
78.66	-0.719987254	-21.29321405
78.72	-0.719987347	-21.29318961
78.78	-0.719987443	-21.29316485
78.84	-0.719987539	-21.29313977
78.9	-0.719987637	-21.29311437
78.96	-0.719987736	-21.29308866
79.02	-0.719987836	-21.29306264
79.08	-0.719987938	-21.29303631
79.14	-0.719988042	-21.29300967
79.2	-0.719988146	-21.29298273
79.26	-0.719988252	-21.29295549
79.32	-0.71998836	-21.29292795
79.38	-0.719988468	-21.29290011
79.44	-0.719988578	-21.29287199
79.5	-0.71998869	-21.29284357
79.56	-0.719988803	-21.29281487
79.62	-0.719988917	-21.29278588
79.68	-0.719989032	-21.29275661
79.74	-0.719989149	-21.29272707
79.8	-0.719989267	-21.29269725
79.86	-0.719989387	-21.29266716
79.92	-0.719989507	-21.29263679
79.98	-0.719989629	-21.29260617
80.04	-0.719989752	-21.29257528
80.1	-0.719989877	-21.29254413
80.16	-0.719990002	-21.29251272
80.22	-0.719990129	-21.29248107
80.28	-0.719990257	-21.29244916
80.34	-0.719990386	-21.292417
80.4	-0.719990516	-21.2923846
80.46	-0.719990648	-21.29235196
80.52	-0.71999078	-21.29231909
80.58	-0.719990913	-21.29228598
80.64	-0.719991048	-21.29225263
80.7	-0.719991183	-21.29221907
80.76	-0.719991319	-21.29218527
80.82	-0.719991457	-21.29215126
80.88	-0.719991595	-21.29211703
80.94	-0.719991734	-21.29208259
81	-0.719991874	-21.29204794
81.06	-0.719992014	-21.29201308
81.12	-0.719992156	-21.29197802
81.18	-0.719992298	-21.29194276
81.24	-0.719992441	-21.2919073
81.3	-0.719992584	-21.29187165
81.36	-0.719992728	-21.29183582
81.42	-0.719992873	-21.29179979
81.48	-0.719993019	-21.29176359
81.54	-0.719993165	-21.29172721
81.6	-0.719993312	-21.29169065
81.66	-0.719993459	-21.29165393
81.72	-0.719993607	-21.29161703
81.78	-0.719993755	-21.29157998
81.84	-0.719993904	-21.29154276
81.9	-0.719994053	-21.29150539
81.96	-0.719994203	-21.29146787
82.02	-0.719994353	-21.2914302
82.08	-0.719994504	-21.29139238
82.14	-0.719994655	-21.29135443
82.2	-0.719994806	-21.29131634
82.26	-0.719994958	-21.29127811
82.32	-0.71999511	-21.29123976
82.38	-0.719995262	-21.29120128
82.44	-0.719995415	-21.29116268
82.5	-0.719995568	-21.29112397
82.56	-0.719995721	-21.29108514
82.62	-0.719995875	-21.2910462
82.68	-0.719996029	-21.29100715
82.74	-0.719996184	-21.29096801
82.8	-0.719996338	-21.29092876
82.86	-0.719996493	-21.29088943
82.92	-0.719996648	-21.29085
82.98	-0.719996804	-21.29081049
83.04	-0.719996959	-21.29077089
83.1	-0.719997115	-21.29073122
83.16	-0.719997271	-21.29069148
83.22	-0.719997428	-21.29065166
83.28	-0.719997584	-21.29061178
83.34	-0.719997741	-21.29057184
83.4	-0.719997898	-21.29053184
83.46	-0.719998056	-21.29049179
83.52	-0.719998213	-21.29045168
83.58	-0.719998371	-21.29041153
83.64	-0.719998529	-21.29037134
83.7	-0.719998687	-21.29033112
83.76	-0.719998845	-21.29029085
83.82	-0.719999003	-21.29025056
83.88	-0.719999162	-21.29021025
83.94	-0.719999321	-21.29016991
84	-0.71999948	-21.29012956
84.06	-0.719999639	-21.29008919
84.12	-0.719999798	-21.29004881
84.18	-0.719999957	-21.29000843
84.24	-0.720000117	-21.28996805
84.3	-0.720000276	-21.28992767
84.36	-0.720000436	-21.2898873
84.42	-0.720000595	-21.28984694
84.48	-0.720000755	-21.2898066
84.54	-0.720000914	-21.28976627
84.6	-0.720001074	-21.28972597
84.66	-0.720001234	-21.2896857
84.72	-0.720001393	-21.28964546
84.78	-0.720001553	-21.28960525
84.84	-0.720001713	-21.28956508
84.9	-0.720001872	-21.28952496
84.96	-0.720002031	-21.28948489
85.02	-0.720002191	-21.28944486
85.08	-0.72000235	-21.2894049
85.14	-0.720002509	-21.28936499
85.2	-0.720002668	-21.28932515
85.26	-0.720002826	-21.28928537
85.32	-0.720002984	-21.28924567
85.38	-0.720003143	-21.28920604
85.44	-0.7200033	-21.2891665
85.5	-0.720003458	-21.28912703
85.56	-0.720003615	-21.28908766
85.62	-0.720003772	-21.28904838
85.68	-0.720003929	-21.28900919
85.74	-0.720004085	-21.2889701
85.8	-0.720004241	-21.28893112
85.86	-0.720004396	-21.28889225
85.92	-0.720004551	-21.28885348
85.98	-0.720004705	-21.28881483
86.04	-0.720004859	-21.28877631
86.1	-0.720005012	-21.2887379
86.16	-0.720005165	-21.28869962
86.22	-0.720005318	-21.28866148
86.28	-0.720005469	-21.28862346
86.34	-0.72000562	-21.28858559
86.4	-0.720005771	-21.28854786
86.46	-0.720005921	-21.28851028
86.52	-0.72000607	-21.28847284
86.58	-0.720006219	-21.28843556
86.64	-0.720006366	-21.28839844
86.7	-0.720006514	-21.28836148
86.76	-0.72000666	-21.28832468
86.82	-0.720006806	-21.28828806
86.88	-0.720006951	-21.2882516
86.94	-0.720007095	-21.28821533
87	-0.720007238	-21.28817923
87.06	-0.720007381	-21.28814331
87.12	-0.720007522	-21.28810759
87.18	-0.720007663	-21.28807205
87.24	-0.720007803	-21.28803671
87.3	-0.720007943	-21.28800156
87.36	-0.720008081	-21.28796662
87.42	-0.720008218	-21.28793188
87.48	-0.720008355	-21.28789735
87.54	-0.720008491	-21.28786304
87.6	-0.720008626	-21.28782893
87.66	-0.72000876	-21.28779505
87.72	-0.720008892	-21.28776139
87.78	-0.720009024	-21.28772795
87.84	-0.720009156	-21.28769475
87.9	-0.720009286	-21.28766177
87.96	-0.720009415	-21.28762904
88.02	-0.720009543	-21.28759654
88.08	-0.72000967	-21.28756428
88.14	-0.720009797	-21.28753227
88.2	-0.720009922	-21.28750051
88.26	-0.720010046	-21.287469
88.32	-0.720010169	-21.28743774
88.38	-0.720010291	-21.28740674
88.44	-0.720010413	-21.28737601
88.5	-0.720010533	-21.28734554
88.56	-0.720010652	-21.28731533
88.62	-0.72001077	-21.2872854
88.68	-0.720010887	-21.28725574
88.74	-0.720011003	-21.28722636
88.8	-0.720011118	-21.28719726
88.86	-0.720011231	-21.28716844
88.92	-0.720011344	-21.2871399
88.98	-0.720011456	-21.28711165
89.04	-0.720011566	-21.2870837
89.1	-0.720011675	-21.28705604
89.16	-0.720011784	-21.28702867
89.22	-0.720011891	-21.28700161
89.28	-0.720011997	-21.28697484
89.34	-0.720012101	-21.28694838
89.4	-0.720012205	-21.28692223
89.46	-0.720012307	-21.28689639
89.52	-0.720012409	-21.28687087
89.58	-0.720012509	-21.28684565
89.64	-0.720012607	-21.28682076
89.7	-0.720012705	-21.28679619
89.76	-0.720012801	-21.28677194
89.82	-0.720012896	-21.28674801
89.88	-0.72001299	-21.28672441
89.94	-0.720013083	-21.28670115
90	-0.720013174	-21.28667821
90.06	-0.720013264	-21.28665561
90.12	-0.720013353	-21.28663335
90.18	-0.72001344	-21.28661142
90.24	-0.720013526	-21.28658984
90.3	-0.720013611	-21.2865686
90.36	-0.720013694	-21.28654771
90.42	-0.720013776	-21.28652717
90.48	-0.720013856	-21.28650697
90.54	-0.720013935	-21.28648713
90.6	-0.720014013	-21.28646764
90.66	-0.72001409	-21.28644851
90.72	-0.720014165	-21.28642974
90.78	-0.720014238	-21.28641133
90.84	-0.72001431	-21.28639327
90.9	-0.720014381	-21.28637558
90.96	-0.72001445	-21.28635826
91.02	-0.720014518	-21.28634131
91.08	-0.720014584	-21.28632472
91.14	-0.720014649	-21.2863085
91.2	-0.720014712	-21.28629266
91.26	-0.720014774	-21.28627719
91.32	-0.720014834	-21.28626209
91.38	-0.720014892	-21.28624737
91.44	-0.72001495	-21.28623303
91.5	-0.720015005	-21.28621907
91.56	-0.720015059	-21.28620549
91.62	-0.720015112	-21.28619229
91.68	-0.720015163	-21.28617948
91.74	-0.720015212	-21.28616705
91.8	-0.72001526	-21.28615501
91.86	-0.720015306	-21.28614335
91.92	-0.720015351	-21.28613209
91.98	-0.720015394	-21.28612121
92.04	-0.720015436	-21.28611073
92.1	-0.720015476	-21.28610064
92.16	-0.720015514	-21.28609094
92.22	-0.720015551	-21.28608163
92.28	-0.720015586	-21.28607272
92.34	-0.720015619	-21.28606421
92.4	-0.720015651	-21.28605609
92.46	-0.720015682	-21.28604837
92.52	-0.720015711	-21.28604104
92.58	-0.720015738	-21.28603412
92.64	-0.720015763	-21.2860276
92.7	-0.720015787	-21.28602148
92.76	-0.72001581	-21.28601575
92.82	-0.72001583	-21.28601043
92.88	-0.72001585	-21.28600552
92.94	-0.720015867	-21.286001
93	-0.720015883	-21.28599689
93.06	-0.720015897	-21.28599318
93.12	-0.72001591	-21.28598987
93.18	-0.720015921	-21.28598697
93.24	-0.720015931	-21.28598448
