Time (s)  Flap Rotation y (radians)Flap Rotation y (degrees)
27.63              -0.1419         -8.1367
27.66              -0.1425         -8.1706
27.69              -0.1431         -8.2037
27.72              -0.1437         -8.2360
27.75              -0.1442         -8.2675
27.78              -0.1448         -8.2982
27.81              -0.1453         -8.3282
27.84              -0.1458         -8.3573
27.87              -0.1463         -8.3856
27.90              -0.1468         -8.4132
27.93              -0.1472         -8.4399
27.96              -0.1477         -8.4659
27.99              -0.1481         -8.4910
28.02              -0.1485         -8.5153
28.05              -0.1490         -8.5388
28.08              -0.1493         -8.5614
28.11              -0.1497         -8.5833
28.14              -0.1501         -8.6043
28.17              -0.1505         -8.6245
28.20              -0.1508         -8.6439
28.23              -0.1511         -8.6625
28.26              -0.1514         -8.6802
28.29              -0.1517         -8.6971
28.32              -0.1520         -8.7132
28.35              -0.1523         -8.7284
28.38              -0.1525         -8.7428
28.41              -0.1527         -8.7563
28.44              -0.1530         -8.7691
28.47              -0.1532         -8.7809
28.50              -0.1534         -8.7920
28.53              -0.1535         -8.8022
28.56              -0.1537         -8.8115
28.59              -0.1539         -8.8201
28.62              -0.1540         -8.8277
28.65              -0.1541         -8.8346
28.68              -0.1542         -8.8405
28.71              -0.1543         -8.8457
28.74              -0.1544         -8.8500
28.77              -0.1544         -8.8534
28.80              -0.1545         -8.8560
28.83              -0.1545         -8.8578
28.86              -0.1545         -8.8587
28.89              -0.1545         -8.8587
28.92              -0.1545         -8.8580
28.95              -0.1545         -8.8563
28.98              -0.1545         -8.8538
29.01              -0.1544         -8.8505
29.04              -0.1543         -8.8464
29.07              -0.1542         -8.8413
29.10              -0.1541         -8.8355
29.13              -0.1540         -8.8288
29.16              -0.1539         -8.8212
29.19              -0.1537         -8.8129
29.22              -0.1536         -8.8036
29.25              -0.1534         -8.7936
29.28              -0.1532         -8.7827
29.31              -0.1530         -8.7710
29.34              -0.1528         -8.7584
29.37              -0.1526         -8.7450
29.40              -0.1523         -8.7307
29.43              -0.1520         -8.7157
29.46              -0.1518         -8.6998
29.49              -0.1515         -8.6831
29.52              -0.1512         -8.6655
29.55              -0.1508         -8.6471
29.58              -0.1505         -8.6279
29.61              -0.1502         -8.6079
29.64              -0.1498         -8.5871
29.67              -0.1494         -8.5654
29.70              -0.1490         -8.5430
29.73              -0.1486         -8.5197
29.76              -0.1482         -8.4956
29.79              -0.1478         -8.4708
29.82              -0.1473         -8.4451
29.85              -0.1469         -8.4186
29.88              -0.1464         -8.3913
29.91              -0.1459         -8.3632
29.94              -0.1454         -8.3344
29.97              -0.1449         -8.3047
30.00              -0.1443         -8.2743
30.03              -0.1438         -8.2431
30.06              -0.1432         -8.2111
30.09              -0.1427         -8.1783
30.12              -0.1421         -8.1447
30.15              -0.1415         -8.1104
30.18              -0.1409         -8.0753
30.21              -0.1402         -8.0395
30.24              -0.1396         -8.0029
30.27              -0.1390         -7.9656
30.30              -0.1383         -7.9275
30.33              -0.1376         -7.8886
30.36              -0.1369         -7.8490
30.39              -0.1362         -7.8087
30.42              -0.1355         -7.7677
30.45              -0.1348         -7.7259
30.48              -0.1340         -7.6834
30.51              -0.1333         -7.6401
30.54              -0.1325         -7.5962
30.57              -0.1317         -7.5515
30.60              -0.1309         -7.5062
30.63              -0.1301         -7.4601
30.66              -0.1293         -7.4133
30.69              -0.1285         -7.3659
30.72              -0.1277         -7.3177
30.75              -0.1268         -7.2689
30.78              -0.1259         -7.2194
30.81              -0.1251         -7.1692
30.84              -0.1242         -7.1184
30.87              -0.1233         -7.0668
30.90              -0.1224         -7.0147
30.93              -0.1214         -6.9619
30.96              -0.1205         -6.9084
30.99              -0.1196         -6.8543
31.02              -0.1186         -6.7995
31.05              -0.1176         -6.7441
31.08              -0.1167         -6.6881
31.11              -0.1157         -6.6315
31.14              -0.1147         -6.5743
31.17              -0.1137         -6.5164
31.20              -0.1127         -6.4580
31.23              -0.1116         -6.3989
31.26              -0.1106         -6.3393
31.29              -0.1095         -6.2791
31.32              -0.1085         -6.2183
31.35              -0.1074         -6.1569
31.38              -0.1063         -6.0949
