Time (s)            Body0_x (m)     Body0_y (m)     Body0_z (m)     Body1_x (m)     Body1_y (m)     Body1_z (m)     
20.94               -0.4891         -0.0000         -0.6923         -0.4328         0.0000          -21.3152        
21.00               -0.4886         -0.0000         -0.6907         -0.4337         0.0000          -21.3148        
21.06               -0.4880         -0.0000         -0.6892         -0.4346         0.0000          -21.3145        
21.12               -0.4873         -0.0000         -0.6878         -0.4355         0.0000          -21.3141        
21.18               -0.4866         -0.0000         -0.6863         -0.4364         0.0000          -21.3137        
21.24               -0.4859         -0.0000         -0.6849         -0.4373         0.0000          -21.3133        
21.30               -0.4852         -0.0000         -0.6836         -0.4382         0.0000          -21.3128        
21.36               -0.4844         -0.0000         -0.6822         -0.4391         0.0000          -21.3123        
21.42               -0.4836         -0.0000         -0.6810         -0.4400         0.0000          -21.3118        
21.48               -0.4827         -0.0000         -0.6797         -0.4408         0.0000          -21.3113        
21.54               -0.4818         -0.0000         -0.6785         -0.4417         0.0000          -21.3108        
21.60               -0.4809         -0.0000         -0.6774         -0.4426         0.0000          -21.3102        
21.66               -0.4800         -0.0000         -0.6763         -0.4435         0.0000          -21.3096        
21.72               -0.4791         -0.0000         -0.6753         -0.4444         0.0000          -21.3090        
21.78               -0.4781         -0.0000         -0.6743         -0.4453         0.0000          -21.3084        
21.84               -0.4771         -0.0000         -0.6733         -0.4462         0.0000          -21.3077        
21.90               -0.4761         -0.0000         -0.6725         -0.4472         0.0000          -21.3071        
21.96               -0.4751         -0.0000         -0.6716         -0.4481         0.0000          -21.3064        
22.02               -0.4741         -0.0000         -0.6709         -0.4490         0.0000          -21.3057        
22.08               -0.4731         -0.0000         -0.6701         -0.4500         0.0000          -21.3050        
22.14               -0.4720         -0.0000         -0.6695         -0.4509         0.0000          -21.3043        
22.20               -0.4710         -0.0000         -0.6689         -0.4519         0.0000          -21.3035        
22.26               -0.4699         -0.0000         -0.6683         -0.4528         0.0000          -21.3028        
22.32               -0.4689         -0.0000         -0.6678         -0.4538         0.0000          -21.3020        
22.38               -0.4679         -0.0000         -0.6674         -0.4548         0.0000          -21.3012        
22.44               -0.4669         -0.0000         -0.6671         -0.4558         0.0000          -21.3004        
22.50               -0.4658         -0.0000         -0.6668         -0.4568         0.0000          -21.2996        
22.56               -0.4648         -0.0000         -0.6665         -0.4578         0.0000          -21.2988        
22.62               -0.4639         -0.0000         -0.6663         -0.4588         0.0000          -21.2980        
22.68               -0.4629         -0.0000         -0.6662         -0.4599         0.0000          -21.2972        
22.74               -0.4619         -0.0000         -0.6662         -0.4609         0.0000          -21.2963        
22.80               -0.4610         -0.0000         -0.6662         -0.4620         0.0000          -21.2955        
22.86               -0.4601         -0.0000         -0.6662         -0.4631         0.0000          -21.2947        
22.92               -0.4592         -0.0000         -0.6664         -0.4642         0.0000          -21.2938        
22.98               -0.4583         -0.0000         -0.6666         -0.4653         0.0000          -21.2930        
23.04               -0.4575         -0.0000         -0.6668         -0.4665         0.0000          -21.2921        
