Time (s)            Body0_x (m)     Body0_y (m)     Body0_z (m)     Body1_x (m)     Body1_y (m)     Body1_z (m)     
45.18               -0.8962         0.0000          -0.6678         -0.9433         0.0000          -21.2897        
45.24               -0.8965         0.0000          -0.6683         -0.9435         0.0000          -21.2889        
45.30               -0.8969         0.0000          -0.6688         -0.9438         0.0000          -21.2881        
45.36               -0.8973         0.0000          -0.6694         -0.9441         0.0000          -21.2873        
45.42               -0.8978         0.0000          -0.6700         -0.9443         0.0000          -21.2865        
45.48               -0.8984         0.0000          -0.6707         -0.9446         0.0000          -21.2857        
45.54               -0.8990         0.0000          -0.6715         -0.9449         0.0000          -21.2849        
45.60               -0.8996         0.0000          -0.6723         -0.9453         0.0000          -21.2841        
45.66               -0.9003         0.0000          -0.6731         -0.9456         0.0000          -21.2834        
45.72               -0.9011         0.0000          -0.6741         -0.9460         0.0000          -21.2826        
45.78               -0.9019         0.0000          -0.6750         -0.9463         0.0000          -21.2819        
45.84               -0.9027         0.0000          -0.6761         -0.9467         0.0000          -21.2811        
45.90               -0.9037         0.0000          -0.6772         -0.9471         0.0000          -21.2804        
45.96               -0.9047         0.0000          -0.6783         -0.9475         0.0000          -21.2797        
46.02               -0.9057         0.0000          -0.6795         -0.9480         0.0000          -21.2790        
46.08               -0.9068         0.0000          -0.6807         -0.9484         0.0000          -21.2783        
46.14               -0.9080         0.0000          -0.6820         -0.9489         0.0000          -21.2776        
46.20               -0.9092         0.0000          -0.6833         -0.9494         0.0000          -21.2769        
46.26               -0.9105         0.0000          -0.6847         -0.9499         0.0000          -21.2763        
46.32               -0.9119         0.0000          -0.6861         -0.9505         0.0000          -21.2757        
46.38               -0.9133         0.0000          -0.6875         -0.9511         0.0000          -21.2751        
46.44               -0.9147         0.0000          -0.6890         -0.9516         0.0000          -21.2745        
46.50               -0.9163         0.0000          -0.6905         -0.9523         0.0000          -21.2739        
46.56               -0.9179         0.0000          -0.6921         -0.9529         0.0000          -21.2733        
46.62               -0.9195         0.0000          -0.6937         -0.9536         0.0000          -21.2728        
46.68               -0.9213         0.0000          -0.6953         -0.9542         0.0000          -21.2723        
46.74               -0.9230         0.0000          -0.6969         -0.9549         0.0000          -21.2718        
46.80               -0.9249         0.0000          -0.6986         -0.9557         0.0000          -21.2713        
46.86               -0.9268         0.0000          -0.7003         -0.9564         0.0000          -21.2709        
46.92               -0.9288         0.0000          -0.7020         -0.9572         0.0000          -21.2705        
46.98               -0.9308         0.0000          -0.7038         -0.9580         0.0000          -21.2701        
47.04               -0.9329         0.0000          -0.7055         -0.9589         0.0000          -21.2697        
47.10               -0.9350         0.0000          -0.7073         -0.9597         0.0000          -21.2694        
47.16               -0.9372         0.0000          -0.7091         -0.9606         0.0000          -21.2691        
47.22               -0.9395         0.0000          -0.7109         -0.9616         0.0000          -21.2688        
47.28               -0.9418         0.0000          -0.7127         -0.9625         0.0000          -21.2685        
47.34               -0.9442         0.0000          -0.7146         -0.9635         0.0000          -21.2682        
47.40               -0.9466         0.0000          -0.7164         -0.9645         0.0000          -21.2680        
47.46               -0.9491         0.0000          -0.7182         -0.9655         0.0000          -21.2678        
47.52               -0.9516         0.0000          -0.7201         -0.9666         0.0000          -21.2677        
47.58               -0.9542         0.0000          -0.7219         -0.9676         0.0000          -21.2676        
47.64               -0.9568         0.0000          -0.7237         -0.9687         0.0000          -21.2674        
47.70               -0.9595         0.0000          -0.7256         -0.9699         0.0000          -21.2674        
47.76               -0.9622         0.0000          -0.7274         -0.9710         0.0000          -21.2673        
47.82               -0.9650         0.0000          -0.7292         -0.9722         0.0000          -21.2673        
47.88               -0.9678         0.0000          -0.7310         -0.9734         0.0000          -21.2673        
47.94               -0.9707         0.0000          -0.7328         -0.9747         0.0000          -21.2673        
48.00               -0.9736         0.0000          -0.7346         -0.9759         0.0000          -21.2674        
48.06               -0.9765         0.0000          -0.7364         -0.9772         0.0000          -21.2675        
48.12               -0.9795         0.0000          -0.7382         -0.9785         0.0000          -21.2676        
48.18               -0.9826         0.0000          -0.7399         -0.9799         0.0000          -21.2677        
48.24               -0.9856         0.0000          -0.7416         -0.9812         0.0000          -21.2679        
48.30               -0.9887         0.0000          -0.7433         -0.9826         0.0000          -21.2681        
48.36               -0.9919         0.0000          -0.7450         -0.9840         0.0000          -21.2683        
48.42               -0.9951         0.0000          -0.7467         -0.9855         0.0000          -21.2686        
48.48               -0.9983         0.0000          -0.7483         -0.9869         0.0000          -21.2688        
48.54               -1.0015         0.0000          -0.7499         -0.9884         0.0000          -21.2691        
48.60               -1.0047         0.0000          -0.7514         -0.9899         0.0000          -21.2695        
48.66               -1.0080         0.0000          -0.7530         -0.9914         0.0000          -21.2698        
48.72               -1.0113         0.0000          -0.7544         -0.9930         0.0000          -21.2702        
48.78               -1.0147         0.0000          -0.7559         -0.9946         0.0000          -21.2706        
48.84               -1.0180         0.0000          -0.7573         -0.9962         0.0000          -21.2710        
48.90               -1.0213         0.0000          -0.7586         -0.9978         0.0000          -21.2715        
48.96               -1.0247         0.0000          -0.7599         -0.9994         0.0000          -21.2719        
49.02               -1.0281         0.0000          -0.7612         -1.0010         0.0000          -21.2724        
49.08               -1.0315         0.0000          -0.7624         -1.0027         0.0000          -21.2729        
49.14               -1.0348         0.0000          -0.7636         -1.0044         0.0000          -21.2735        
49.20               -1.0382         0.0000          -0.7647         -1.0061         0.0000          -21.2740        
49.26               -1.0416         0.0000          -0.7657         -1.0078         0.0000          -21.2746        
49.32               -1.0450         0.0000          -0.7667         -1.0095         0.0000          -21.2752        
49.38               -1.0484         0.0000          -0.7677         -1.0113         0.0000          -21.2758        
49.44               -1.0518         0.0000          -0.7685         -1.0130         0.0000          -21.2764        
49.50               -1.0551         0.0000          -0.7694         -1.0148         0.0000          -21.2771        
49.56               -1.0585         0.0000          -0.7701         -1.0165         0.0000          -21.2777        
49.62               -1.0618         0.0000          -0.7708         -1.0183         0.0000          -21.2784        
49.68               -1.0651         0.0000          -0.7715         -1.0201         0.0000          -21.2791        
49.74               -1.0684         0.0000          -0.7720         -1.0219         0.0000          -21.2798        
49.80               -1.0717         0.0000          -0.7725         -1.0237         0.0000          -21.2805        
49.86               -1.0750         0.0000          -0.7730         -1.0255         0.0000          -21.2813        
49.92               -1.0782         0.0000          -0.7734         -1.0274         0.0000          -21.2820        
49.98               -1.0814         0.0000          -0.7737         -1.0292         0.0000          -21.2828        
50.04               -1.0846         0.0000          -0.7739         -1.0310         0.0000          -21.2835        
50.10               -1.0877         0.0000          -0.7741         -1.0329         0.0000          -21.2843        
50.16               -1.0908         0.0000          -0.7742         -1.0347         0.0000          -21.2851        
50.22               -1.0939         0.0000          -0.7743         -1.0365         0.0000          -21.2859        
50.28               -1.0969         0.0000          -0.7743         -1.0384         0.0000          -21.2866        
50.34               -1.0999         0.0000          -0.7742         -1.0402         0.0000          -21.2874        
50.40               -1.1028         0.0000          -0.7741         -1.0421         0.0000          -21.2882        
50.46               -1.1057         0.0000          -0.7739         -1.0439         0.0000          -21.2890        
50.52               -1.1085         0.0000          -0.7736         -1.0458         0.0000          -21.2898        
50.58               -1.1113         0.0000          -0.7733         -1.0476         0.0000          -21.2906        
50.64               -1.1141         0.0000          -0.7729         -1.0494         0.0000          -21.2914        
50.70               -1.1168         0.0000          -0.7724         -1.0513         0.0000          -21.2923        
50.76               -1.1194         0.0000          -0.7719         -1.0531         0.0000          -21.2931        
50.82               -1.1220         0.0000          -0.7713         -1.0549         0.0000          -21.2939        
50.88               -1.1245         0.0000          -0.7707         -1.0567         0.0000          -21.2946        
50.94               -1.1270         0.0000          -0.7700         -1.0586         0.0000          -21.2954        
51.00               -1.1294         0.0000          -0.7693         -1.0604         0.0000          -21.2962        
51.06               -1.1318         0.0000          -0.7684         -1.0622         0.0000          -21.2970        
51.12               -1.1340         0.0000          -0.7676         -1.0640         0.0000          -21.2978        
51.18               -1.1363         0.0000          -0.7667         -1.0657         0.0000          -21.2985        
51.24               -1.1384         0.0000          -0.7657         -1.0675         0.0000          -21.2993        
51.30               -1.1405         0.0000          -0.7646         -1.0693         0.0000          -21.3000        
51.36               -1.1425         0.0000          -0.7636         -1.0710         0.0000          -21.3007        
51.42               -1.1445         0.0000          -0.7624         -1.0728         0.0000          -21.3015        
51.48               -1.1464         0.0000          -0.7613         -1.0745         0.0000          -21.3022        
51.54               -1.1482         0.0000          -0.7600         -1.0762         0.0000          -21.3029        
51.60               -1.1500         0.0000          -0.7588         -1.0779         0.0000          -21.3035        
51.66               -1.1516         0.0000          -0.7574         -1.0796         0.0000          -21.3042        
51.72               -1.1532         0.0000          -0.7561         -1.0813         0.0000          -21.3048        
51.78               -1.1548         0.0000          -0.7547         -1.0830         0.0000          -21.3055        
51.84               -1.1562         0.0000          -0.7532         -1.0847         0.0000          -21.3061        
51.90               -1.1576         0.0000          -0.7518         -1.0863         0.0000          -21.3067        
51.96               -1.1589         0.0000          -0.7502         -1.0879         0.0000          -21.3073        
52.02               -1.1602         0.0000          -0.7487         -1.0896         0.0000          -21.3078        
52.08               -1.1614         0.0000          -0.7471         -1.0912         0.0000          -21.3083        
52.14               -1.1625         0.0000          -0.7455         -1.0928         0.0000          -21.3089        
52.20               -1.1635         0.0000          -0.7439         -1.0943         0.0000          -21.3094        
52.26               -1.1644         0.0000          -0.7422         -1.0959         0.0000          -21.3098        
52.32               -1.1653         0.0000          -0.7405         -1.0974         0.0000          -21.3103        
52.38               -1.1661         -0.0000         -0.7388         -1.0990         0.0000          -21.3107        
52.44               -1.1669         -0.0000         -0.7370         -1.1005         0.0000          -21.3111        
52.50               -1.1675         -0.0000         -0.7353         -1.1020         0.0000          -21.3115        
52.56               -1.1681         -0.0000         -0.7335         -1.1035         0.0000          -21.3118        
52.62               -1.1686         -0.0000         -0.7317         -1.1049         0.0000          -21.3122        
52.68               -1.1691         -0.0000         -0.7299         -1.1064         0.0000          -21.3125        
52.74               -1.1694         -0.0000         -0.7281         -1.1078         0.0000          -21.3127        
52.80               -1.1698         -0.0000         -0.7263         -1.1093         0.0000          -21.3130        
52.86               -1.1700         -0.0000         -0.7245         -1.1107         0.0000          -21.3132        
52.92               -1.1702         -0.0000         -0.7226         -1.1120         0.0000          -21.3134        
52.98               -1.1703         -0.0000         -0.7208         -1.1134         0.0000          -21.3136        
53.04               -1.1703         -0.0000         -0.7190         -1.1148         0.0000          -21.3137        
53.10               -1.1703         -0.0000         -0.7171         -1.1161         0.0000          -21.3138        
53.16               -1.1702         -0.0000         -0.7153         -1.1175         0.0000          -21.3139        
53.22               -1.1701         -0.0000         -0.7135         -1.1188         0.0000          -21.3140        
53.28               -1.1699         -0.0000         -0.7116         -1.1201         0.0000          -21.3140        
53.34               -1.1696         -0.0000         -0.7098         -1.1214         0.0000          -21.3140        
53.40               -1.1693         -0.0000         -0.7080         -1.1226         0.0000          -21.3140        
53.46               -1.1689         -0.0000         -0.7063         -1.1239         0.0000          -21.3140        
53.52               -1.1685         -0.0000         -0.7045         -1.1251         0.0000          -21.3139        
53.58               -1.1680         -0.0000         -0.7027         -1.1264         0.0000          -21.3138        
53.64               -1.1675         -0.0000         -0.7010         -1.1276         0.0000          -21.3136        
53.70               -1.1669         -0.0000         -0.6993         -1.1288         0.0000          -21.3135        
53.76               -1.1663         -0.0000         -0.6976         -1.1300         0.0000          -21.3133        
53.82               -1.1656         -0.0000         -0.6960         -1.1312         0.0000          -21.3131        
53.88               -1.1649         -0.0000         -0.6943         -1.1323         0.0000          -21.3128        
53.94               -1.1641         -0.0000         -0.6927         -1.1335         0.0000          -21.3126        
54.00               -1.1633         -0.0000         -0.6912         -1.1346         0.0000          -21.3123        
54.06               -1.1625         -0.0000         -0.6896         -1.1358         0.0000          -21.3120        
54.12               -1.1616         -0.0000         -0.6882         -1.1369         0.0000          -21.3116        
54.18               -1.1607         -0.0000         -0.6867         -1.1380         0.0000          -21.3113        
54.24               -1.1598         -0.0000         -0.6853         -1.1391         0.0000          -21.3109        
54.30               -1.1588         -0.0000         -0.6839         -1.1402         0.0000          -21.3104        
54.36               -1.1578         -0.0000         -0.6825         -1.1413         0.0000          -21.3100        
54.42               -1.1568         -0.0000         -0.6813         -1.1424         0.0000          -21.3095        
54.48               -1.1558         -0.0000         -0.6800         -1.1435         0.0000          -21.3091        
54.54               -1.1547         -0.0000         -0.6788         -1.1446         0.0000          -21.3085        
54.60               -1.1537         -0.0000         -0.6776         -1.1456         0.0000          -21.3080        
54.66               -1.1526         -0.0000         -0.6765         -1.1467         0.0000          -21.3075        
54.72               -1.1515         -0.0000         -0.6755         -1.1478         0.0000          -21.3069        
54.78               -1.1504         -0.0000         -0.6745         -1.1488         0.0000          -21.3063        
54.84               -1.1493         -0.0000         -0.6735         -1.1499         0.0000          -21.3057        
54.90               -1.1482         -0.0000         -0.6726         -1.1509         0.0000          -21.3051        
54.96               -1.1471         -0.0000         -0.6718         -1.1520         0.0000          -21.3044        
55.02               -1.1459         -0.0000         -0.6710         -1.1530         0.0000          -21.3038        
55.08               -1.1448         -0.0000         -0.6703         -1.1541         0.0000          -21.3031        
55.14               -1.1437         -0.0000         -0.6696         -1.1551         0.0000          -21.3024        
55.20               -1.1426         -0.0000         -0.6690         -1.1561         0.0000          -21.3017        
55.26               -1.1415         -0.0000         -0.6684         -1.1572         0.0000          -21.3010        
55.32               -1.1404         -0.0000         -0.6680         -1.1582         0.0000          -21.3002        
55.38               -1.1394         -0.0000         -0.6675         -1.1593         0.0000          -21.2995        
55.44               -1.1383         -0.0000         -0.6672         -1.1603         0.0000          -21.2987        
55.50               -1.1373         -0.0000         -0.6669         -1.1614         0.0000          -21.2980        
55.56               -1.1363         -0.0000         -0.6666         -1.1624         0.0000          -21.2972        
55.62               -1.1353         -0.0000         -0.6664         -1.1635         0.0000          -21.2964        
55.68               -1.1343         -0.0000         -0.6663         -1.1645         0.0000          -21.2956        
55.74               -1.1334         -0.0000         -0.6663         -1.1656         0.0000          -21.2948        
55.80               -1.1325         0.0000          -0.6663         -1.1667         0.0000          -21.2940        
55.86               -1.1317         0.0000          -0.6663         -1.1677         0.0000          -21.2932        
55.92               -1.1308         0.0000          -0.6665         -1.1688         0.0000          -21.2924        
55.98               -1.1300         0.0000          -0.6667         -1.1699         0.0000          -21.2916        
56.04               -1.1293         0.0000          -0.6669         -1.1710         0.0000          -21.2908        
56.10               -1.1286         0.0000          -0.6672         -1.1721         0.0000          -21.2900        
56.16               -1.1279         0.0000          -0.6676         -1.1732         0.0000          -21.2891        
56.22               -1.1273         0.0000          -0.6681         -1.1744         0.0000          -21.2883        
56.28               -1.1267         0.0000          -0.6686         -1.1755         0.0000          -21.2875        
56.34               -1.1262         0.0000          -0.6691         -1.1766         0.0000          -21.2867        
56.40               -1.1257         0.0000          -0.6698         -1.1778         0.0000          -21.2859        
56.46               -1.1253         0.0000          -0.6704         -1.1789         0.0000          -21.2851        
56.52               -1.1249         0.0000          -0.6712         -1.1801         0.0000          -21.2843        
56.58               -1.1246         0.0000          -0.6720         -1.1813         0.0000          -21.2835        
56.64               -1.1244         0.0000          -0.6728         -1.1825         0.0000          -21.2827        
56.70               -1.1242         0.0000          -0.6737         -1.1837         0.0000          -21.2820        
56.76               -1.1241         0.0000          -0.6747         -1.1849         0.0000          -21.2812        
56.82               -1.1240         0.0000          -0.6757         -1.1861         0.0000          -21.2804        
56.88               -1.1240         0.0000          -0.6768         -1.1874         0.0000          -21.2797        
56.94               -1.1240         0.0000          -0.6779         -1.1886         0.0000          -21.2790        
57.00               -1.1242         0.0000          -0.6791         -1.1899         0.0000          -21.2783        
57.06               -1.1244         0.0000          -0.6803         -1.1912         0.0000          -21.2775        
57.12               -1.1246         0.0000          -0.6816         -1.1925         0.0000          -21.2769        
57.18               -1.1249         0.0000          -0.6829         -1.1938         0.0000          -21.2762        
57.24               -1.1253         0.0000          -0.6842         -1.1951         0.0000          -21.2755        
57.30               -1.1258         0.0000          -0.6856         -1.1965         0.0000          -21.2749        
57.36               -1.1264         0.0000          -0.6870         -1.1978         0.0000          -21.2743        
57.42               -1.1270         0.0000          -0.6885         -1.1992         0.0000          -21.2737        
57.48               -1.1277         0.0000          -0.6900         -1.2005         0.0000          -21.2731        
57.54               -1.1284         0.0000          -0.6916         -1.2019         0.0000          -21.2725        
57.60               -1.1293         0.0000          -0.6931         -1.2033         0.0000          -21.2720        
57.66               -1.1302         0.0000          -0.6948         -1.2048         0.0000          -21.2715        
57.72               -1.1311         0.0000          -0.6964         -1.2062         0.0000          -21.2710        
57.78               -1.1322         0.0000          -0.6981         -1.2076         0.0000          -21.2705        
57.84               -1.1333         0.0000          -0.6998         -1.2091         0.0000          -21.2700        
57.90               -1.1345         0.0000          -0.7015         -1.2106         0.0000          -21.2696        
57.96               -1.1358         0.0000          -0.7032         -1.2121         0.0000          -21.2692        
58.02               -1.1372         0.0000          -0.7050         -1.2136         0.0000          -21.2688        
58.08               -1.1386         0.0000          -0.7067         -1.2151         0.0000          -21.2684        
58.14               -1.1401         0.0000          -0.7085         -1.2166         0.0000          -21.2681        
58.20               -1.1417         0.0000          -0.7103         -1.2181         0.0000          -21.2678        
58.26               -1.1434         0.0000          -0.7121         -1.2197         0.0000          -21.2675        
58.32               -1.1451         0.0000          -0.7140         -1.2213         0.0000          -21.2673        
58.38               -1.1469         0.0000          -0.7158         -1.2228         0.0000          -21.2670        
58.44               -1.1487         0.0000          -0.7176         -1.2244         0.0000          -21.2668        
58.50               -1.1507         0.0000          -0.7195         -1.2260         0.0000          -21.2667        
58.56               -1.1527         0.0000          -0.7213         -1.2276         0.0000          -21.2665        
58.62               -1.1548         0.0000          -0.7232         -1.2292         0.0000          -21.2664        
58.68               -1.1569         0.0000          -0.7250         -1.2309         0.0000          -21.2663        
58.74               -1.1591         0.0000          -0.7268         -1.2325         0.0000          -21.2662        
58.80               -1.1614         0.0000          -0.7286         -1.2341         0.0000          -21.2662        
58.86               -1.1638         0.0000          -0.7304         -1.2358         0.0000          -21.2662        
58.92               -1.1662         0.0000          -0.7322         -1.2375         0.0000          -21.2662        
58.98               -1.1686         0.0000          -0.7340         -1.2391         0.0000          -21.2663        
59.04               -1.1712         0.0000          -0.7358         -1.2408         0.0000          -21.2663        
59.10               -1.1738         0.0000          -0.7375         -1.2425         0.0000          -21.2664        
59.16               -1.1764         0.0000          -0.7393         -1.2442         0.0000          -21.2666        
59.22               -1.1791         0.0000          -0.7410         -1.2459         0.0000          -21.2667        
59.28               -1.1819         0.0000          -0.7426         -1.2476         0.0000          -21.2669        
59.34               -1.1847         0.0000          -0.7443         -1.2493         0.0000          -21.2671        
59.40               -1.1876         0.0000          -0.7459         -1.2510         0.0000          -21.2674        
59.46               -1.1905         0.0000          -0.7475         -1.2527         0.0000          -21.2676        
59.52               -1.1934         0.0000          -0.7491         -1.2544         0.0000          -21.2679        
59.58               -1.1965         0.0000          -0.7506         -1.2561         0.0000          -21.2682        
59.64               -1.1995         0.0000          -0.7521         -1.2578         0.0000          -21.2686        
59.70               -1.2026         0.0000          -0.7536         -1.2595         0.0000          -21.2690        
59.76               -1.2058         0.0000          -0.7550         -1.2612         0.0000          -21.2693        
59.82               -1.2089         0.0000          -0.7564         -1.2629         0.0000          -21.2698        
59.88               -1.2121         0.0000          -0.7577         -1.2646         0.0000          -21.2702        
59.94               -1.2154         0.0000          -0.7590         -1.2663         0.0000          -21.2707        
60.00               -1.2187         0.0000          -0.7602         -1.2680         0.0000          -21.2712        
60.06               -1.2220         0.0000          -0.7614         -1.2697         0.0000          -21.2717        
60.12               -1.2253         0.0000          -0.7626         -1.2714         0.0000          -21.2722        
60.18               -1.2287         0.0000          -0.7636         -1.2731         0.0000          -21.2727        
60.24               -1.2321         0.0000          -0.7647         -1.2748         0.0000          -21.2733        
60.30               -1.2355         0.0000          -0.7657         -1.2765         0.0000          -21.2739        
60.36               -1.2389         0.0000          -0.7666         -1.2782         0.0000          -21.2745        
60.42               -1.2423         0.0000          -0.7675         -1.2798         0.0000          -21.2751        
60.48               -1.2458         0.0000          -0.7683         -1.2815         0.0000          -21.2758        
60.54               -1.2493         0.0000          -0.7691         -1.2831         0.0000          -21.2765        
60.60               -1.2527         0.0000          -0.7698         -1.2847         0.0000          -21.2771        
60.66               -1.2562         0.0000          -0.7705         -1.2864         0.0000          -21.2778        
60.72               -1.2597         0.0000          -0.7711         -1.2880         0.0000          -21.2785        
60.78               -1.2632         0.0000          -0.7716         -1.2896         0.0000          -21.2793        
60.84               -1.2667         0.0000          -0.7721         -1.2911         0.0000          -21.2800        
60.90               -1.2702         0.0000          -0.7725         -1.2927         0.0000          -21.2807        
60.96               -1.2737         0.0000          -0.7729         -1.2943         0.0000          -21.2815        
61.02               -1.2772         0.0000          -0.7732         -1.2958         0.0000          -21.2823        
61.08               -1.2806         0.0000          -0.7734         -1.2973         0.0000          -21.2830        
61.14               -1.2841         0.0000          -0.7735         -1.2989         0.0000          -21.2838        
61.20               -1.2875         0.0000          -0.7737         -1.3004         0.0000          -21.2846        
61.26               -1.2910         0.0000          -0.7737         -1.3018         0.0000          -21.2854        
61.32               -1.2944         0.0000          -0.7737         -1.3033         0.0000          -21.2862        
61.38               -1.2978         0.0000          -0.7736         -1.3047         0.0000          -21.2870        
61.44               -1.3012         0.0000          -0.7734         -1.3062         0.0000          -21.2878        
61.50               -1.3045         0.0000          -0.7732         -1.3076         0.0000          -21.2886        
61.56               -1.3078         0.0000          -0.7730         -1.3089         0.0000          -21.2894        
61.62               -1.3111         0.0000          -0.7726         -1.3103         0.0000          -21.2902        
61.68               -1.3144         0.0000          -0.7722         -1.3117         0.0000          -21.2911        
61.74               -1.3176         0.0000          -0.7718         -1.3130         0.0000          -21.2919        
61.80               -1.3208         0.0000          -0.7712         -1.3143         0.0000          -21.2927        
61.86               -1.3240         0.0000          -0.7707         -1.3156         0.0000          -21.2935        
61.92               -1.3271         0.0000          -0.7700         -1.3168         0.0000          -21.2943        
61.98               -1.3302         0.0000          -0.7693         -1.3181         0.0000          -21.2951        
62.04               -1.3332         0.0000          -0.7686         -1.3193         0.0000          -21.2959        
62.10               -1.3362         0.0000          -0.7678         -1.3205         0.0000          -21.2967        
62.16               -1.3391         0.0000          -0.7669         -1.3217         0.0000          -21.2974        
62.22               -1.3420         0.0000          -0.7660         -1.3228         0.0000          -21.2982        
62.28               -1.3449         0.0000          -0.7650         -1.3239         0.0000          -21.2990        
62.34               -1.3477         0.0000          -0.7639         -1.3250         0.0000          -21.2997        
62.40               -1.3505         0.0000          -0.7629         -1.3261         0.0000          -21.3004        
62.46               -1.3531         0.0000          -0.7617         -1.3272         0.0000          -21.3012        
62.52               -1.3558         0.0000          -0.7605         -1.3282         0.0000          -21.3019        
62.58               -1.3584         0.0000          -0.7593         -1.3292         0.0000          -21.3026        
62.64               -1.3609         0.0000          -0.7580         -1.3302         0.0000          -21.3033        
62.70               -1.3634         0.0000          -0.7566         -1.3311         0.0000          -21.3039        
62.76               -1.3658         0.0000          -0.7552         -1.3321         0.0000          -21.3046        
62.82               -1.3681         0.0000          -0.7538         -1.3330         0.0000          -21.3052        
62.88               -1.3704         0.0000          -0.7523         -1.3338         0.0000          -21.3058        
62.94               -1.3726         0.0000          -0.7508         -1.3347         0.0000          -21.3064        
63.00               -1.3747         0.0000          -0.7492         -1.3355         0.0000          -21.3070        
63.06               -1.3768         0.0000          -0.7476         -1.3363         0.0000          -21.3075        
63.12               -1.3788         0.0000          -0.7460         -1.3371         0.0000          -21.3081        
63.18               -1.3808         0.0000          -0.7443         -1.3379         0.0000          -21.3086        
63.24               -1.3827         0.0000          -0.7426         -1.3386         0.0000          -21.3091        
63.30               -1.3845         0.0000          -0.7409         -1.3394         0.0000          -21.3096        
63.36               -1.3862         0.0000          -0.7391         -1.3400         0.0000          -21.3100        
63.42               -1.3879         0.0000          -0.7374         -1.3407         0.0000          -21.3104        
63.48               -1.3895         0.0000          -0.7356         -1.3414         0.0000          -21.3108        
63.54               -1.3911         0.0000          -0.7338         -1.3420         0.0000          -21.3112        
63.60               -1.3926         0.0000          -0.7319         -1.3426         0.0000          -21.3116        
63.66               -1.3940         0.0000          -0.7301         -1.3432         0.0000          -21.3119        
63.72               -1.3953         0.0000          -0.7282         -1.3438         0.0000          -21.3122        
63.78               -1.3966         0.0000          -0.7264         -1.3443         0.0000          -21.3124        
63.84               -1.3978         0.0000          -0.7245         -1.3448         0.0000          -21.3127        
63.90               -1.3990         0.0000          -0.7226         -1.3453         0.0000          -21.3129        
63.96               -1.4001         0.0000          -0.7207         -1.3458         0.0000          -21.3131        
64.02               -1.4011         0.0000          -0.7189         -1.3463         0.0000          -21.3133        
64.08               -1.4020         0.0000          -0.7170         -1.3468         0.0000          -21.3134        
64.14               -1.4029         0.0000          -0.7151         -1.3472         0.0000          -21.3135        
64.20               -1.4037         0.0000          -0.7133         -1.3477         0.0000          -21.3136        
64.26               -1.4045         0.0000          -0.7114         -1.3481         0.0000          -21.3137        
64.32               -1.4052         0.0000          -0.7096         -1.3485         0.0000          -21.3137        
64.38               -1.4058         0.0000          -0.7078         -1.3489         0.0000          -21.3137        
64.44               -1.4064         0.0000          -0.7060         -1.3493         0.0000          -21.3137        
64.50               -1.4070         0.0000          -0.7042         -1.3496         0.0000          -21.3136        
64.56               -1.4074         0.0000          -0.7024         -1.3500         0.0000          -21.3135        
64.62               -1.4078         0.0000          -0.7007         -1.3503         0.0000          -21.3134        
64.68               -1.4082         0.0000          -0.6990         -1.3507         0.0000          -21.3133        
64.74               -1.4085         0.0000          -0.6973         -1.3510         0.0000          -21.3131        
64.80               -1.4088         0.0000          -0.6956         -1.3513         0.0000          -21.3130        
64.86               -1.4090         0.0000          -0.6940         -1.3516         0.0000          -21.3127        
64.92               -1.4091         0.0000          -0.6924         -1.3520         0.0000          -21.3125        
64.98               -1.4092         0.0000          -0.6908         -1.3523         0.0000          -21.3122        
65.04               -1.4093         0.0000          -0.6893         -1.3526         0.0000          -21.3119        
65.10               -1.4093         0.0000          -0.6878         -1.3529         0.0000          -21.3116        
65.16               -1.4093         0.0000          -0.6864         -1.3532         0.0000          -21.3113        
65.22               -1.4092         0.0000          -0.6850         -1.3535         0.0000          -21.3109        
65.28               -1.4091         0.0000          -0.6836         -1.3538         0.0000          -21.3105        
65.34               -1.4090         0.0000          -0.6823         -1.3541         0.0000          -21.3101        
65.40               -1.4088         0.0000          -0.6810         -1.3544         0.0000          -21.3097        
65.46               -1.4086         0.0000          -0.6798         -1.3547         0.0000          -21.3092        
65.52               -1.4083         0.0000          -0.6786         -1.3551         0.0000          -21.3087        
65.58               -1.4080         0.0000          -0.6774         -1.3554         0.0000          -21.3082        
65.64               -1.4077         0.0000          -0.6764         -1.3557         0.0000          -21.3077        
65.70               -1.4074         0.0000          -0.6753         -1.3561         0.0000          -21.3072        
65.76               -1.4071         0.0000          -0.6743         -1.3564         0.0000          -21.3066        
65.82               -1.4067         0.0000          -0.6734         -1.3568         0.0000          -21.3060        
65.88               -1.4063         0.0000          -0.6725         -1.3571         0.0000          -21.3054        
65.94               -1.4059         0.0000          -0.6717         -1.3575         0.0000          -21.3048        
66.00               -1.4054         0.0000          -0.6710         -1.3579         0.0000          -21.3042        
66.06               -1.4050         0.0000          -0.6703         -1.3583         0.0000          -21.3035        
66.12               -1.4045         0.0000          -0.6696         -1.3587         0.0000          -21.3028        
66.18               -1.4040         0.0000          -0.6690         -1.3591         0.0000          -21.3022        
66.24               -1.4036         0.0000          -0.6685         -1.3596         0.0000          -21.3015        
66.30               -1.4031         0.0000          -0.6680         -1.3600         0.0000          -21.3008        
66.36               -1.4026         0.0000          -0.6676         -1.3605         0.0000          -21.3000        
66.42               -1.4021         0.0000          -0.6673         -1.3610         0.0000          -21.2993        
